,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Grave Trigger,"(('God', 'NNP'), 7)","(('who', 'WP'), 6)","(('life', 'NN'), 5)","(('time', 'NN'), 5)","(('death', 'NN'), 4)","(('what', 'WP'), 4)","(('been', 'VBN'), 4)","(('addiction', 'NN'), 4)","(('trying', 'VBG'), 3)","(('one', 'CD'), 3)","(('gift', 'NN'), 2)","(('corner', 'NN'), 2)","(('bit', 'NN'), 2)","(('such', 'JJ'), 2)","(('grave', 'NN'), 2)","(('friend', 'NN'), 2)","(('exit', 'NN'), 2)","(('when', 'WRB'), 2)","(('someone', 'NN'), 2)","(('600', 'CD'), 2)"
Gremlin Greeter,"(('that', 'WDT'), 2)","(('demons', 'NNS'), 2)","(('junkie', 'NN'), 2)","(('real', 'JJ'), 2)","(('monsters', 'NNS'), 2)","(('made-up', 'JJ'), 1)","(('Monsters', 'NNS'), 1)","(('space', 'NN'), 1)","(('detoxing', 'NN'), 1)","(('dedication', 'NN'), 1)","(('addiction', 'NN'), 1)","(('fun', 'NN'), 1)","(('able', 'JJ'), 1)","(('floor', 'NN'), 1)","(('thrive', 'JJ'), 1)","(('creeps', 'NNS'), 1)","(('monster', 'NN'), 1)","(('mocking', 'VBG'), 1)","(('sense', 'NN'), 1)","(('bed', 'NN'), 1)"
Grinch Pincher,"(('mood', 'NN'), 4)","(('ego', 'NN'), 3)","(('good', 'JJ'), 2)","(('something', 'NN'), 2)","(('sustainable', 'JJ'), 1)","(('going', 'VBG'), 1)","(('comfort', 'NN'), 1)","(('fall', 'NN'), 1)","(('someone', 'NN'), 1)","(('ready', 'JJ'), 1)","(('mind', 'NN'), 1)","(('crush', 'NN'), 1)","(('mindset', 'NN'), 1)","(('bring', 'VBG'), 1)","(('happier', 'NN'), 1)","(('one', 'NN'), 1)","(('false', 'JJ'), 1)","((""'s"", 'POS'), 1)","(('happy', 'JJ'), 1)","(('binding', 'VBG'), 1)"
Gripe Sniper,"(('beautiful', 'JJ'), 2)","(('middle', 'JJ'), 1)","(('ground', 'NN'), 1)","(('recovery', 'NN'), 1)","(('misery', 'NN'), 1)","(('name', 'NN'), 1)","(('gold', 'NN'), 1)","(('own', 'JJ'), 1)","(('roof', 'NN'), 1)","(('gloom', 'NN'), 1)","(('Doom', 'NN'), 1)","(('MIS-', 'NNP'), 1)","(('happy', 'JJ'), 1)","(('transportation', 'NN'), 1)","(('There', 'EX'), 1)","(('camper', 'NN'), 1)","(('down', 'RP'), 1)","(('public', 'JJ'), 1)","(('focused', 'VBN'), 1)","(('church', 'NN'), 1)"
Growth Gardener,"(('clean', 'JJ'), 4)","(('life', 'NN'), 4)","(('finish', 'JJ'), 4)","(('line', 'NN'), 4)","(('when', 'WRB'), 3)","(('ways', 'NNS'), 3)","(('going', 'VBG'), 3)","(('backwards', 'NNS'), 3)","(('belief', 'NN'), 3)","(('good', 'JJ'), 3)","(('believing', 'VBG'), 2)","(('health', 'NN'), 2)","(('new', 'JJ'), 2)","(('change', 'NN'), 2)","(('old', 'JJ'), 2)","(('becoming', 'VBG'), 2)","(('years', 'NNS'), 2)","(('others', 'NNS'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)"
Guilt Refunder,"(('friends', 'NNS'), 3)","(('detox', 'NN'), 2)","(('people', 'NNS'), 2)","(('terrible', 'JJ'), 2)","(('that', 'WDT'), 2)","(('guilt', 'NN'), 2)","(('years', 'NNS'), 1)","(('better', 'JJR'), 1)","(('worried', 'JJ'), 1)","(('money', 'NN'), 1)","(('course', 'NN'), 1)","(('refund', 'NN'), 1)","(('morals', 'NNS'), 1)","(('worse', 'JJR'), 1)","(('nobody', 'NN'), 1)","(('problem', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('beautiful', 'JJ'), 1)","(('behaviour', 'NN'), 1)","(('love', 'NN'), 1)"
Gut Gutter,"(('beliefs', 'NNS'), 5)","(('matter', 'NN'), 3)","(('decisions', 'NNS'), 3)","(('life', 'NN'), 3)","(('I＊m', 'NNP'), 3)","(('recovery', 'NN'), 3)","(('better', 'JJR'), 2)","(('changing', 'VBG'), 2)","(('how', 'WRB'), 2)","(('old', 'JJ'), 2)","(('working', 'VBG'), 2)","(('beliefs', 'NN'), 2)","(('one', 'CD'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('risk/reward', 'NN'), 1)","(('Today', 'NN'), 1)","(('family', 'NN'), 1)","(('assessing', 'VBG'), 1)","(('gut', 'NN'), 1)"
Hardship Hacker,"(('life', 'NN'), 9)","(('that', 'WDT'), 5)","(('change', 'NN'), 4)","(('drugs', 'NNS'), 4)","(('hardships', 'NNS'), 3)","(('been', 'VBN'), 3)","(('system', 'NN'), 2)","(('new', 'JJ'), 2)","(('hand', 'NN'), 2)","(('I＊m', 'NNP'), 2)","(('programmed', 'VBN'), 2)","(('where', 'WRB'), 2)","(('cheering', 'VBG'), 2)","(('when', 'WRB'), 2)","(('actions', 'NNS'), 2)","(('good', 'JJ'), 2)","(('friends', 'NNS'), 2)","(('few', 'JJ'), 2)","(('squad', 'NN'), 1)","(('factors', 'NNS'), 1)"
Hardship Hugger,"(('hardships', 'NNS'), 8)","(('life', 'NN'), 4)","(('addiction', 'NN'), 3)","(('that', 'WDT'), 3)","(('times', 'NNS'), 2)","(('problems', 'NNS'), 2)","(('what', 'WP'), 2)","(('Accepting', 'VBG'), 2)","(('been', 'VBN'), 2)","(('easier', 'JJR'), 2)","(('I＊m', 'NNP'), 2)","(('friends', 'NNS'), 2)","(('many', 'JJ'), 2)","(('difficult', 'JJ'), 2)","(('something', 'NN'), 2)","(('thing', 'NN'), 2)","(('much', 'JJ'), 1)","(('challenge-ships', 'NNS'), 1)","(('clean', 'JJ'), 1)","(('Why', 'WRB'), 1)"
Higher Power Invoker,"(('when', 'WRB'), 2)","(('power', 'NN'), 2)","(('there', 'EX'), 2)","(('higher', 'JJR'), 2)","(('catches', 'NNS'), 1)","(('signs', 'NNS'), 1)","(('same', 'JJ'), 1)","(('rich', 'JJ'), 1)","(('there＊s', 'JJ'), 1)","(('aligned', 'VBN'), 1)","(('rewards', 'NNS'), 1)","(('osmosis', 'NN'), 1)","(('others', 'NNS'), 1)","(('up', 'RP'), 1)","(('doesn＊t', 'NN'), 1)","(('most', 'RBS'), 1)","(('resources', 'NNS'), 1)","(('faith', 'NN'), 1)","(('universe＊s', 'NN'), 1)","(('people', 'NNS'), 1)"
Hope Harvester,"(('memory', 'NN'), 4)","(('things', 'NNS'), 4)","(('cravings', 'NNS'), 4)","(('time', 'NN'), 3)","(('when', 'WRB'), 3)","(('that', 'WDT'), 3)","(('looking', 'VBG'), 2)","(('watching', 'VBG'), 2)","(('being', 'VBG'), 2)","(('drugs', 'NNS'), 2)","(('up', 'RP'), 2)","(('friend', 'NN'), 2)","(('addiction', 'NN'), 2)","(('hope', 'NN'), 2)","(('love', 'NN'), 2)","(('pot', 'NN'), 2)","(('one', 'CD'), 2)","(('wife', 'NN'), 2)","(('How', 'WRB'), 2)","(('recovery', 'NN'), 2)"
Hurt Hugger,"(('Hurt', 'NNP'), 1)","(('someone', 'NN'), 1)","(('hurting', 'NN'), 1)","(('suffering', 'NN'), 1)","(('levels', 'NNS'), 1)","(('built', 'VBN'), 1)","(('that', 'WDT'), 1)","(('feeling', 'VBG'), 1)","(('special', 'JJ'), 1)","(('person', 'NN'), 1)","(('love', 'NN'), 1)","(('lot', 'NN'), 1)","(('people', 'NNS'), 1)","(('type', 'NN'), 1)","(('new', 'JJ'), 1)","(('bond', 'NN'), 1)","(('hurt', 'NN'), 1)",,,
Hurtle Hugger,"(('comfortable', 'JJ'), 3)","(('how', 'WRB'), 2)","(('doing', 'VBG'), 2)","(('discomfort', 'NN'), 2)","(('going', 'VBG'), 1)","(('universe', 'NN'), 1)","(('recovery', 'NN'), 1)","(('changing', 'VBG'), 1)","(('comfort', 'NN'), 1)","(('levels', 'NNS'), 1)","(('addiction', 'NN'), 1)","(('being', 'VBG'), 1)","(('growing', 'VBG'), 1)","(('today', 'NN'), 1)","(('stepping', 'VBG'), 1)","(('learning', 'VBG'), 1)","(('Today', 'NN'), 1)","(('Oh', 'UH'), 1)","(('unhealthy', 'JJ'), 1)","(('cycle', 'NN'), 1)"
I-Can-ographer,"(('life', 'NN'), 9)","(('what', 'WP'), 7)","(('that', 'WDT'), 7)","(('going', 'VBG'), 6)","(('time', 'NN'), 5)","(('better', 'JJR'), 5)","(('Cravings', 'NNS'), 4)","(('disease', 'NN'), 4)","(('where', 'WRB'), 4)","(('power', 'NN'), 4)","(('craving', 'NN'), 4)","(('recovery', 'NN'), 4)","(('When', 'WRB'), 3)","(('more', 'RBR'), 3)","(('how', 'WRB'), 3)","(('addictive', 'JJ'), 3)","(('cravings', 'NNS'), 3)","(('situation', 'NN'), 3)","(('chance', 'NN'), 3)","(('plan', 'NN'), 3)"
I-Examiner,"(('excuses', 'NNS'), 14)","(('that', 'WDT'), 11)","(('food', 'NN'), 10)","(('life', 'NN'), 10)","(('addiction', 'NN'), 8)","(('how', 'WRB'), 7)","(('thoughts', 'NNS'), 7)","(('been', 'VBN'), 7)","(('drugs', 'NNS'), 7)","(('what', 'WP'), 6)","(('When', 'WRB'), 6)","(('triggers', 'NNS'), 6)","(('when', 'WRB'), 6)","(('recovery', 'NN'), 5)","(('time', 'NN'), 5)","(('out', 'RP'), 5)","(('actions', 'NNS'), 5)","(('disease', 'NN'), 4)","(('more', 'JJR'), 4)","(('progress', 'NN'), 4)"
I-examiner - motivations,"(('motivation', 'NN'), 13)","(('life', 'NN'), 9)","(('when', 'WRB'), 5)","(('up', 'RP'), 5)","(('recovery', 'NN'), 5)","(('excuses', 'NNS'), 5)","(('using', 'VBG'), 5)","(('impulses', 'NNS'), 5)","(('When', 'WRB'), 4)","(('how', 'WRB'), 4)","(('that', 'WDT'), 4)","(('I＊m', 'NNP'), 4)","(('decisions', 'NNS'), 4)","(('been', 'VBN'), 4)","(('drugs', 'NNS'), 4)","(('addiction', 'NN'), 4)","(('root', 'NN'), 4)","(('meter', 'NN'), 4)","(('negative', 'JJ'), 3)","(('out', 'RP'), 3)"
I-examiner - reactions & behavior,"(('that', 'WDT'), 18)","(('life', 'NN'), 16)","(('when', 'WRB'), 10)","(('motives', 'NNS'), 9)","(('things', 'NNS'), 9)","(('what', 'WP'), 7)","(('own', 'JJ'), 7)","(('how', 'WRB'), 6)","((""'s"", 'POS'), 6)","(('drugs', 'NNS'), 6)","(('people', 'NNS'), 6)","(('When', 'WRB'), 5)","(('other', 'JJ'), 5)","(('addiction', 'NN'), 5)","(('pot', 'NN'), 5)","(('thoughts', 'NNS'), 5)","(('being', 'VBG'), 4)","(('friends', 'NNS'), 4)","(('feelings', 'NNS'), 4)","(('drug', 'NN'), 4)"
Ill Feelings Illuminator,"(('feelings', 'NNS'), 11)","(('when', 'WRB'), 7)","(('recovery', 'NN'), 7)","(('life', 'NN'), 6)","(('that', 'WDT'), 6)","(('discomfort', 'NN'), 5)","(('When', 'WRB'), 5)","(('mood', 'NN'), 5)","(('what', 'WP'), 4)","(('much', 'JJ'), 4)","(('way', 'NN'), 4)","(('withdrawal', 'NN'), 4)","(('anger', 'NN'), 4)","(('edge', 'NN'), 4)","(('why', 'WRB'), 3)","(('angry', 'JJ'), 3)","(('anxiety', 'NN'), 3)","(('time', 'NN'), 3)","(('how', 'WRB'), 3)","(('misery', 'NN'), 3)"
Illogical Looper,"(('when', 'WRB'), 5)","(('mind', 'NN'), 5)","(('thought', 'NN'), 5)","(('beliefs', 'NNS'), 4)","(('thoughts', 'NNS'), 4)","(('drugs', 'NNS'), 4)","(('same', 'JJ'), 3)","(('life', 'NN'), 3)","(('logical', 'JJ'), 3)","(('old', 'JJ'), 3)","(('addiction', 'NN'), 3)","(('way', 'NN'), 3)","(('negative', 'JJ'), 2)","(('I＊m', 'NNP'), 2)","(('beliefs', 'NN'), 2)","(('years', 'NNS'), 2)","(('When', 'WRB'), 2)","(('illogical', 'JJ'), 2)","(('recovery', 'NN'), 2)","(('unhealthy', 'JJ'), 2)"
Imperfections TBH,"(('recovery', 'NN'), 2)","(('Relapse', 'NNP'), 2)","(('doing', 'VBG'), 1)","(('feels', 'NNS'), 1)","(('happen', 'NN'), 1)","(('Today', 'NN'), 1)","(('today', 'NN'), 1)","(('inevitable', 'JJ'), 1)","(('power', 'NN'), 1)","(('stronger', 'JJR'), 1)","(('perfect', 'JJ'), 1)","(('what', 'WP'), 1)","(('people', 'NNS'), 1)","(('insight', 'NN'), 1)","(('part', 'NN'), 1)","(('everything', 'NN'), 1)","(('clearer', 'NN'), 1)","(('mistakes', 'NNS'), 1)","(('Perfect', 'JJ'), 1)",
Infinity Infuser,"(('recovery', 'NN'), 3)","(('today', 'NN'), 3)","(('past', 'JJ'), 2)","(('family', 'NN'), 1)","(('What＊s', 'NNP'), 1)","(('soothing', 'VBG'), 1)","(('true', 'JJ'), 1)","(('negative', 'JJ'), 1)","(('mind', 'NN'), 1)","(('serenity', 'NN'), 1)","(('obsessed', 'VBN'), 1)","(('garden', 'NN'), 1)","(('live', 'JJ'), 1)","(('hope', 'NN'), 1)","(('priceless', 'JJ'), 1)","(('frame', 'NN'), 1)","(('moments', 'NNS'), 1)","(('longer', 'RBR'), 1)","(('gifts', 'NNS'), 1)","(('peace', 'NN'), 1)"
Inner Anointer,"(('gratification', 'NN'), 5)","(('addiction', 'NN'), 4)","(('life', 'NN'), 3)","(('coaster', 'NN'), 3)","(('control', 'NN'), 3)","(('rules', 'NNS'), 3)","(('first', 'JJ'), 3)","(('feelings', 'NNS'), 3)","(('same', 'JJ'), 2)","(('drop', 'NN'), 2)","(('drugs', 'NNS'), 2)","(('up', 'RP'), 2)","(('people', 'NNS'), 2)","(('myself', 'NN'), 2)","(('when', 'WRB'), 2)","(('stuck', 'VBN'), 2)","(('only', 'JJ'), 2)","(('towards', 'NNS'), 2)","(('having', 'VBG'), 2)","(('dope', 'NN'), 2)"
Inner Eye Opener,"(('others', 'NNS'), 4)","(('每', 'NN'), 4)","(('vulnerable', 'JJ'), 3)","(('life', 'NN'), 3)","(('addiction', 'NN'), 3)","(('drugs', 'NNS'), 2)","(('longer', 'RBR'), 2)","(('deeper', 'JJR'), 2)","(('important', 'JJ'), 2)","(('first', 'JJ'), 2)","(('time', 'NN'), 2)","(('Looking', 'VBG'), 2)","(('all', 'PDT'), 2)","(('that', 'WDT'), 2)","(('place', 'NN'), 2)","(('hood', 'NN'), 2)","(('relationships', 'NNS'), 2)","(('sober', 'JJ'), 1)","(('honesty', 'NN'), 1)","(('places', 'NNS'), 1)"
Inner Forgiverizer,"(('journey', 'NN'), 7)","(('actions', 'NNS'), 6)","(('people', 'NNS'), 6)","(('life', 'NN'), 5)","(('who', 'WP'), 5)","(('friends', 'NNS'), 5)","(('When', 'WRB'), 5)","(('drugs', 'NNS'), 5)","(('others', 'NNS'), 5)","(('past', 'NN'), 5)","(('when', 'WRB'), 4)","(('things', 'NNS'), 4)","(('manic', 'JJ'), 4)","(('I＊ve', 'NNP'), 4)","(('much', 'JJ'), 4)","(('addiction', 'NN'), 4)","(('own', 'JJ'), 4)","(('relationships', 'NNS'), 4)","(('years', 'NNS'), 3)","(('easier', 'JJR'), 3)"
Inner Freedom Forager,"(('life', 'NN'), 16)","(('free', 'JJ'), 12)","(('addiction', 'NN'), 9)","(('freedom', 'NN'), 8)","(('coaster', 'NN'), 7)","(('what', 'WP'), 7)","(('that', 'WDT'), 7)","(('things', 'NNS'), 6)","(('one', 'CD'), 6)","(('anxiety', 'NN'), 5)","(('sobriety', 'NN'), 5)","(('Today', 'NN'), 5)","(('something', 'NN'), 5)","(('drugs', 'NNS'), 5)","(('who', 'WP'), 4)","(('been', 'VBN'), 4)","(('people', 'NNS'), 4)","(('happy', 'JJ'), 4)","(('time', 'NN'), 4)","(('bipolar', 'JJ'), 4)"
Inner Greatness Greeter,"(('what', 'WP'), 5)","(('addict', 'NN'), 5)","(('doing', 'VBG'), 3)","(('life', 'NN'), 3)","(('baby', 'JJ'), 3)","(('shame', 'NN'), 3)","(('future', 'NN'), 3)","(('steps', 'NNS'), 3)","(('master', 'NN'), 2)","(('being', 'VBG'), 2)","(('down', 'RP'), 2)","(('labels', 'NNS'), 2)","(('when', 'WRB'), 2)","(('time', 'NN'), 2)","(('living', 'VBG'), 2)","(('role', 'NN'), 2)","(('way', 'NN'), 2)","(('everything', 'NN'), 2)","(('past', 'NN'), 1)","(('career', 'NN'), 1)"
Inner Guru Guarder,"(('beliefs', 'NNS'), 5)","(('old', 'JJ'), 4)","(('peace', 'NN'), 4)","(('inner', 'JJ'), 4)","(('using', 'VBG'), 3)","(('new', 'JJ'), 3)","(('When', 'WRB'), 3)","(('one', 'CD'), 3)","(('changes', 'NNS'), 2)","(('drugs', 'NNS'), 2)","(('meetings', 'NNS'), 2)","(('life', 'NN'), 2)","(('beliefs', 'NN'), 2)","(('people', 'NNS'), 2)","(('songs', 'NNS'), 2)","(('things', 'NNS'), 2)","(('self-esteem', 'JJ'), 2)","(('mentality', 'NN'), 2)","(('way', 'NN'), 2)","(('used', 'VBN'), 2)"
Inner I-Opener,"(('life', 'NN'), 9)","(('motives', 'NNS'), 9)","(('others', 'NNS'), 9)","(('own', 'JJ'), 8)","(('news', 'NN'), 7)","(('what', 'WP'), 6)","(('inventory', 'NN'), 5)","((""'s"", 'POS'), 5)","(('drugs', 'NNS'), 5)","(('someone', 'NN'), 4)","(('when', 'WRB'), 4)","(('friends', 'NNS'), 4)","(('What', 'WP'), 4)","(('doing', 'VBG'), 3)","(('When', 'WRB'), 3)","(('more', 'JJR'), 3)","(('that', 'WDT'), 3)","(('nothing', 'NN'), 3)","(('other', 'JJ'), 3)","(('things', 'NNS'), 3)"
Inner Light Illuminator,"(('time', 'NN'), 5)","(('feelings', 'NNS'), 4)","(('who', 'WP'), 4)","(('light', 'NN'), 3)","(('what', 'WP'), 3)","(('evolving', 'VBG'), 3)","(('taking', 'VBG'), 3)","(('friends', 'NNS'), 3)","(('that', 'WDT'), 3)","(('old', 'JJ'), 3)","(('people', 'NNS'), 3)","(('Were', 'WRB'), 2)","(('being', 'VBG'), 2)","(('when', 'WRB'), 2)","(('mirror', 'NN'), 2)","(('When', 'WRB'), 2)","(('change', 'NN'), 2)","(('work', 'NN'), 2)","(('how', 'WRB'), 2)","(('out', 'RP'), 2)"
Inner Motor Motivator,"(('life', 'NN'), 12)","(('that', 'WDT'), 10)","(('When', 'WRB'), 6)","(('things', 'NNS'), 6)","(('how', 'WRB'), 5)","(('recovery', 'NN'), 5)","(('time', 'NN'), 5)","(('there', 'EX'), 5)","(('something', 'NN'), 5)","(('people', 'NNS'), 5)","(('future', 'NN'), 5)","(('way', 'NN'), 4)","(('day', 'NN'), 4)","(('true', 'JJ'), 4)","(('getting', 'VBG'), 4)","(('changes', 'NNS'), 4)","(('drugs', 'NNS'), 4)","(('better', 'JJR'), 4)","(('addiction', 'NN'), 4)","(('doing', 'VBG'), 3)"
Inner Power Allower,"(('life', 'NN'), 10)","(('what', 'WP'), 7)","(('that', 'WDT'), 6)","(('drugs', 'NNS'), 6)","(('recovery', 'NN'), 6)","(('when', 'WRB'), 5)","(('things', 'NNS'), 5)","(('good', 'JJ'), 5)","(('addiction', 'NN'), 5)","(('one', 'CD'), 5)","(('beliefs', 'NNS'), 4)","(('today', 'NN'), 4)","(('reward', 'NN'), 4)","(('who', 'WP'), 4)","(('way', 'NN'), 4)","(('When', 'WRB'), 4)","(('charge', 'NN'), 4)","(('clean', 'JJ'), 4)","(('Today', 'NN'), 4)","(('anything', 'NN'), 3)"
Inner Soul X-Rayer,"(('life', 'NN'), 11)","(('been', 'VBN'), 10)","(('when', 'WRB'), 7)","(('actions', 'NNS'), 5)","(('years', 'NNS'), 5)","(('what', 'WP'), 5)","(('layers', 'NNS'), 5)","(('excuses', 'NNS'), 5)","(('using', 'VBG'), 5)","(('drugs', 'NNS'), 5)","(('addiction', 'NN'), 5)","(('time', 'NN'), 5)","(('depression', 'NN'), 5)","(('disguise', 'NN'), 5)","(('motivation', 'NN'), 5)","(('much', 'JJ'), 4)","(('signs', 'NNS'), 4)","(('something', 'NN'), 4)","(('When', 'WRB'), 4)","(('part', 'NN'), 4)"
Inner Sun Shiner,"(('how', 'WRB'), 4)","(('thoughts', 'NNS'), 3)","(('job', 'NN'), 3)","(('love', 'NN'), 3)","(('something', 'NN'), 3)","(('drugs', 'NNS'), 3)","(('positive', 'JJ'), 3)","(('there', 'EX'), 3)","(('that', 'WDT'), 3)","(('thing', 'NN'), 3)","(('There', 'EX'), 2)","(('anything', 'NN'), 2)","(('world', 'NN'), 2)","(('reinforcing', 'VBG'), 2)","(('drug', 'NN'), 2)","(('thinking', 'NN'), 2)","(('life', 'NN'), 2)","(('people', 'NNS'), 2)","(('first', 'JJ'), 2)","(('thankful', 'JJ'), 2)"
Inner Trash Trasher,"(('junk', 'NN'), 4)","(('out', 'RP'), 4)","(('much', 'JJ'), 3)","(('friends', 'NNS'), 3)","(('junkie', 'NN'), 3)","(('trash', 'NN'), 3)","(('alternatives', 'NNS'), 3)","(('that', 'WDT'), 3)","(('everything', 'NN'), 3)","(('world', 'NN'), 2)","(('new', 'JJ'), 2)","(('people', 'NNS'), 2)","(('first', 'JJ'), 2)","(('lifestyle', 'NN'), 2)","(('obsession', 'NN'), 2)","(('judgment', 'NN'), 2)","(('garbage', 'NN'), 2)","(('eye', 'NN'), 2)","(('Being', 'VBG'), 2)","(('whole', 'JJ'), 2)"
Inner Wealth Welcomer,"(('recovery', 'NN'), 6)","(('inner', 'JJ'), 5)","(('things', 'NNS'), 5)","(('that', 'WDT'), 5)","(('peace', 'NN'), 4)","(('self', 'NN'), 4)","(('vulnerable', 'JJ'), 3)","(('disease', 'NN'), 3)","(('locating', 'VBG'), 2)","(('program', 'NN'), 2)","(('share', 'NN'), 2)","(('life', 'NN'), 2)","(('fulfillment', 'NN'), 2)","(('inner', 'NN'), 2)","(('addiction', 'NN'), 2)","(('when', 'WRB'), 2)","(('time', 'NN'), 2)","(('learned', 'VBN'), 2)","(('meditation', 'NN'), 2)","(('sobriety', 'NN'), 2)"
Inner Winner,"(('when', 'WRB'), 9)","(('one', 'CD'), 6)","(('little', 'JJ'), 6)","(('that', 'WDT'), 6)","(('addiction', 'NN'), 6)","(('demons', 'NNS'), 5)","(('wins', 'NNS'), 5)","(('drugs', 'NNS'), 5)","(('right', 'JJ'), 4)","(('things', 'NNS'), 4)","(('way', 'NN'), 4)","(('anything', 'NN'), 3)","(('life', 'NN'), 3)","(('sobriety', 'NN'), 3)","(('fighting', 'VBG'), 3)","(('drug', 'NN'), 3)","(('dependency', 'NN'), 3)","(('One', 'CD'), 3)","(('good', 'JJ'), 3)","(('chance', 'NN'), 3)"
Insanity SOS＊r,"(('that', 'WDT'), 6)","(('things', 'NNS'), 5)","(('benefits', 'NNS'), 5)","(('when', 'WRB'), 4)","(('detox', 'NN'), 3)","(('doing', 'VBG'), 3)","(('sobriety', 'NN'), 3)","(('dope', 'NN'), 3)","(('liquor', 'NN'), 3)","(('everything', 'NN'), 3)","(('stores', 'NNS'), 3)","(('time', 'NN'), 3)","(('being', 'VBG'), 2)","(('life', 'NN'), 2)","(('drinking', 'NN'), 2)","(('night', 'NN'), 2)","(('morning', 'NN'), 2)","(('panic', 'JJ'), 2)","(('When', 'WRB'), 2)","(('house', 'NN'), 2)"
Insight Inseminator,"(('God', 'NNP'), 9)","(('life', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('who', 'WP'), 3)","(('things', 'NNS'), 3)","(('gutter', 'NN'), 3)","(('what', 'WP'), 2)","(('power', 'NN'), 2)","(('lessons', 'NNS'), 2)","(('when', 'WRB'), 2)","(('stable', 'JJ'), 2)","(('that', 'WDT'), 2)","(('criticism', 'NN'), 2)","(('trying', 'VBG'), 2)","(('blame', 'NN'), 2)","(('recovery', 'NN'), 2)","(('more', 'JJR'), 2)","(('pain', 'NN'), 2)","(('food', 'NN'), 2)","(('likely', 'JJ'), 1)"
Instinct Interrogator,"(('instinct', 'NN'), 6)","(('new', 'JJ'), 4)","(('life', 'NN'), 4)","(('second', 'JJ'), 4)","(('instinct', 'JJ'), 4)","(('when', 'WRB'), 4)","(('nature', 'NN'), 4)","(('how', 'WRB'), 4)","(('decisions', 'NNS'), 3)","(('drugs', 'NNS'), 3)","(('way', 'NN'), 3)","(('recovery', 'NN'), 3)","(('每', 'NNP'), 3)","(('I＊m', 'NNP'), 3)","(('changes', 'NNS'), 2)","(('true', 'JJ'), 2)","(('addiction', 'NN'), 2)","(('matter', 'NN'), 2)","(('better', 'JJR'), 2)","(('changing', 'VBG'), 2)"
Isolation SOS＊r,"(('people', 'NNS'), 2)","(('drinking', 'VBG'), 1)","(('unhealthy', 'JJ'), 1)","(('embracing', 'VBG'), 1)","(('humanity', 'NN'), 1)","(('don＊t', 'NN'), 1)","(('that', 'WDT'), 1)","(('distancing', 'VBG'), 1)","(('offering', 'VBG'), 1)","(('what＊s', 'JJ'), 1)","(('healthy', 'JJ'), 1)","(('who', 'WP'), 1)","(('what', 'WP'), 1)","(('When', 'WRB'), 1)","(('anyone', 'NN'), 1)","(('toxic', 'NN'), 1)",,,,
Jealousy Jolter,"(('jealousy', 'NN'), 3)","(('what', 'WP'), 2)","(('own', 'JJ'), 2)","(('more', 'JJR'), 2)","(('that', 'WDT'), 2)","(('more', 'RBR'), 2)","(('going', 'VBG'), 1)","(('Focusing', 'VBG'), 1)","(('better', 'JJR'), 1)","(('recovery', 'NN'), 1)","(('financial', 'JJ'), 1)","(('judging', 'VBG'), 1)","(('life', 'NN'), 1)","(('fearful', 'NN'), 1)","(('street', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('growth', 'NN'), 1)","(('serenity', 'NN'), 1)","(('sucked', 'VBN'), 1)","(('Peoples＊', 'NNP'), 1)"
Journey Jazzer,"(('journey', 'NN'), 7)","(('recovery', 'NN'), 6)","(('life', 'NN'), 5)","(('new', 'JJ'), 5)","(('how', 'WRB'), 4)","(('positive', 'JJ'), 4)","(('when', 'WRB'), 3)","(('things', 'NNS'), 3)","(('ways', 'NNS'), 3)","(('step', 'NN'), 3)","(('wins', 'NNS'), 3)","(('little', 'JJ'), 3)","(('thoughts', 'NNS'), 3)","(('drugs', 'NNS'), 3)","(('people', 'NNS'), 3)","(('own', 'JJ'), 3)","(('that', 'WDT'), 3)","(('more', 'RBR'), 3)","(('pain', 'NN'), 3)","(('conducive', 'JJ'), 2)"
Joy Flooder,"(('future', 'NN'), 3)","(('high', 'JJ'), 1)","(('ways', 'NNS'), 1)","(('Today', 'NN'), 1)","(('free', 'JJ'), 1)","(('using', 'VBG'), 1)","(('looking', 'VBG'), 1)","(('come', 'VBN'), 1)","(('decisions', 'NNS'), 1)","(('past', 'NN'), 1)","(('alcohol', 'NN'), 1)","(('next', 'JJ'), 1)","(('when', 'WRB'), 1)","(('limitless', 'JJ'), 1)","(('restraints', 'NNS'), 1)","(('drugs', 'NNS'), 1)","(('long', 'JJ'), 1)",,,
