,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Blessings Detector,"(('I', 'PRP'), 19)","(('my', 'PRP$'), 8)","(('focus', 'VB'), 5)","((""'d"", 'MD'), 5)","(('it', 'PRP'), 5)","(('was', 'VBD'), 4)","(('morning', 'NN'), 4)","(('sobriety', 'NN'), 4)","(('how', 'WRB'), 4)","(('had', 'VBD'), 3)","(('you', 'PRP'), 3)","(('focus', 'NN'), 3)","(('is', 'VBZ'), 3)","(('pain', 'NN'), 3)","(('beautiful', 'JJ'), 2)","(('being', 'VBG'), 2)","(('will', 'MD'), 2)","(('drugs', 'NNS'), 2)","(('life', 'NN'), 2)","(('night', 'NN'), 2)"
Bliss Kisser,"(('I', 'PRP'), 67)","(('my', 'PRP$'), 22)","(('was', 'VBD'), 18)","(('me', 'PRP'), 13)","(('have', 'VBP'), 8)","(('things', 'NNS'), 7)","(('never', 'RB'), 7)","(('that', 'WDT'), 7)","(('slate', 'NN'), 7)","(('life', 'NN'), 6)","(('God', 'NNP'), 6)","(('recovery', 'NN'), 6)","(('could', 'MD'), 5)","(('when', 'WRB'), 5)","(('would', 'MD'), 5)","(('drugs', 'NNS'), 5)","(('am', 'VBP'), 5)","(('had', 'VBD'), 4)","((""'d"", 'MD'), 4)","(('it', 'PRP'), 4)"
Block Climber,"(('I', 'PRP'), 15)","(('was', 'VBD'), 6)","(('my', 'PRP$'), 6)","((""'d"", 'MD'), 4)","(('friends', 'NNS'), 4)","(('could', 'MD'), 3)","(('me', 'PRP'), 3)","(('huge', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('got', 'VBD'), 2)","(('only', 'JJ'), 2)","(('made', 'VBD'), 2)","(('see', 'VB'), 2)","(('brick', 'NN'), 2)","(('too', 'RB'), 2)","(('addiction', 'NN'), 2)","(('wall', 'NN'), 2)","(('walls', 'NNS'), 1)","(('down', 'RP'), 1)","((""'em"", 'PRP'), 1)"
Blunder Blesser,"(('I', 'PRP'), 44)","(('is', 'VBZ'), 15)","(('my', 'PRP$'), 14)","(('will', 'MD'), 9)","(('am', 'VBP'), 9)","(('me', 'PRP'), 9)","(('not', 'RB'), 7)","(('have', 'VBP'), 6)","(('be', 'VB'), 5)","(('afraid', 'JJ'), 5)","(('something', 'NN'), 4)","(('can', 'MD'), 4)","(('they', 'PRP'), 3)","(('recovery', 'NN'), 3)","(('them', 'PRP'), 3)","(('get', 'VB'), 3)","(('was', 'VBD'), 3)","(('name', 'VB'), 3)","(('people', 'NNS'), 3)","(('It', 'PRP'), 3)"
Brain Unchainer,"(('I', 'PRP'), 89)","(('my', 'PRP$'), 51)","(('was', 'VBD'), 22)","(('it', 'PRP'), 14)","(('me', 'PRP'), 13)","(('myself', 'PRP'), 10)","(('have', 'VBP'), 9)","(('brain', 'NN'), 9)","(('were', 'VBD'), 8)","(('did', 'VBD'), 8)","(('be', 'VB'), 7)","(('drugs', 'NNS'), 7)","(('when', 'WRB'), 6)","(('is', 'VBZ'), 6)","(('life', 'NN'), 6)","(('mindset', 'NN'), 6)","(('more', 'RBR'), 6)","(('doing', 'VBG'), 5)","(('only', 'RB'), 5)","(('found', 'VBD'), 5)"
Braverade,"(('I', 'PRP'), 61)","(('my', 'PRP$'), 22)","(('is', 'VBZ'), 13)","(('am', 'VBP'), 12)","(('me', 'PRP'), 11)","(('it', 'PRP'), 10)","(('addiction', 'NN'), 8)","(('myself', 'PRP'), 8)","(('that', 'WDT'), 7)","((""'s"", 'VBZ'), 6)","(('was', 'VBD'), 6)","(('time', 'NN'), 5)","(('life', 'NN'), 5)","(('who', 'WP'), 5)","(('I＊m', 'NNP'), 4)","(('had', 'VBD'), 4)","(('learned', 'VBD'), 4)","(('transform', 'VB'), 4)","(('way', 'NN'), 4)","(('things', 'NNS'), 4)"
Breakthrough Brewer,"(('I', 'PRP'), 6)","(('end', 'NN'), 4)","(('dead', 'JJ'), 4)","(('not', 'RB'), 3)","(('new', 'JJ'), 3)","(('am', 'VBP'), 2)","(('my', 'PRP$'), 2)","(('is', 'VBZ'), 2)","(('beginning', 'VBG'), 1)","(('Today', 'NN'), 1)","(('final', 'JJ'), 1)","(('Reaching', 'VBG'), 1)","(('using', 'VBG'), 1)","(('running', 'VBG'), 1)","(('finding', 'VBG'), 1)","(('ending', 'VBG'), 1)","(('everyday', 'JJ'), 1)","(('revert', 'VBP'), 1)","(('excuse', 'NN'), 1)","(('life', 'NN'), 1)"
Brick Wall Bulldozer,"(('I', 'PRP'), 15)","(('was', 'VBD'), 6)","(('my', 'PRP$'), 6)","((""'d"", 'MD'), 4)","(('friends', 'NNS'), 4)","(('could', 'MD'), 3)","(('me', 'PRP'), 3)","(('huge', 'JJ'), 2)","(('drugs', 'NNS'), 2)","(('got', 'VBD'), 2)","(('only', 'JJ'), 2)","(('made', 'VBD'), 2)","(('see', 'VB'), 2)","(('brick', 'NN'), 2)","(('too', 'RB'), 2)","(('addiction', 'NN'), 2)","(('wall', 'NN'), 2)","(('walls', 'NNS'), 1)","(('down', 'RP'), 1)","((""'em"", 'PRP'), 1)"
CLOSET CONFESSOR / Admit addiction,"(('I', 'PRP'), 166)","(('my', 'PRP$'), 49)","(('was', 'VBD'), 33)","(('it', 'PRP'), 27)","((""n't"", 'RB'), 20)","(('had', 'VBD'), 17)","(('me', 'PRP'), 17)","(('am', 'VBP'), 16)","(('is', 'VBZ'), 15)","(('myself', 'PRP'), 14)","(('did', 'VBD'), 14)","(('addiction', 'NN'), 13)","(('excuses', 'NNS'), 11)","((""'d"", 'MD'), 10)","(('life', 'NN'), 9)","(('be', 'VB'), 8)","(('now', 'RB'), 8)","(('things', 'NNS'), 8)","(('who', 'WP'), 8)","(('have', 'VBP'), 7)"
CLOSET CONFESSOR / Face truths,"(('I', 'PRP'), 119)","(('my', 'PRP$'), 40)","(('was', 'VBD'), 32)","(('me', 'PRP'), 22)","(('is', 'VBZ'), 19)","(('myself', 'PRP'), 17)","(('it', 'PRP'), 15)","(('had', 'VBD'), 14)","(('addiction', 'NN'), 13)","((""n't"", 'RB'), 13)","((""'d"", 'MD'), 10)","(('they', 'PRP'), 10)","(('years', 'NNS'), 10)","(('did', 'VBD'), 10)","(('only', 'RB'), 9)","(('not', 'RB'), 9)","(('be', 'VB'), 8)","(('could', 'MD'), 8)","(('It', 'PRP'), 8)","(('life', 'NN'), 8)"
CLOSET CONFESSOR / Inventory,"(('I', 'PRP'), 75)","(('my', 'PRP$'), 37)","(('had', 'VBD'), 13)","(('is', 'VBZ'), 13)","(('it', 'PRP'), 13)","(('was', 'VBD'), 12)","(('me', 'PRP'), 12)","(('inventory', 'NN'), 8)","(('not', 'RB'), 7)","(('did', 'VBD'), 7)","(('addiction', 'NN'), 6)","(('myself', 'PRP'), 6)","(('them', 'PRP'), 6)","(('drugs', 'NNS'), 6)","(('can', 'MD'), 6)","(('their', 'PRP$'), 5)","((""n't"", 'RB'), 5)","(('damage', 'NN'), 5)","(('when', 'WRB'), 4)","(('When', 'WRB'), 4)"
CLOSET CONFESSOR / Share & support,"(('I', 'PRP'), 92)","(('my', 'PRP$'), 51)","(('me', 'PRP'), 20)","(('is', 'VBZ'), 14)","(('was', 'VBD'), 14)","(('not', 'RB'), 11)","(('it', 'PRP'), 11)","(('am', 'VBP'), 10)","((""n't"", 'RB'), 9)","(('help', 'NN'), 9)","(('recovery', 'NN'), 8)","(('life', 'NN'), 8)","(('people', 'NNS'), 8)","(('myself', 'PRP'), 7)","(('had', 'VBD'), 6)","(('when', 'WRB'), 6)","(('have', 'VBP'), 6)","(('sponsor', 'NN'), 6)","(('who', 'WP'), 6)","(('became', 'VBD'), 5)"
COMMITMENT knitter / above all else,"(('I', 'PRP'), 56)","(('my', 'PRP$'), 19)","(('it', 'PRP'), 14)","(('is', 'VBZ'), 11)","((""n't"", 'RB'), 10)","(('was', 'VBD'), 10)","(('be', 'VB'), 9)","(('me', 'PRP'), 8)","(('had', 'VBD'), 7)","(('not', 'RB'), 7)","(('can', 'MD'), 6)","(('life', 'NN'), 6)","(('will', 'MD'), 6)","(('abstinence', 'NN'), 5)","(('doing', 'VBG'), 5)","(('have', 'VBP'), 5)","(('once', 'RB'), 5)","(('It', 'PRP'), 5)","(('do', 'VB'), 5)","(('they', 'PRP'), 5)"
COMMITMENT knitter / abstinence confidence,"(('I', 'PRP'), 52)","(('my', 'PRP$'), 19)","(('me', 'PRP'), 17)","(('it', 'PRP'), 9)","(('is', 'VBZ'), 8)","(('myself', 'PRP'), 7)","(('was', 'VBD'), 7)","(('recovery', 'NN'), 5)","(('am', 'VBP'), 5)","(('It', 'PRP'), 5)","((""'s"", 'VBZ'), 4)","(('problem', 'NN'), 4)","(('you', 'PRP'), 4)","((""'ll"", 'MD'), 4)","(('time', 'NN'), 4)","(('program', 'NN'), 4)","(('being', 'VBG'), 3)","(('doing', 'VBG'), 3)","(('up', 'RP'), 3)","((""'m"", 'VBP'), 3)"
COMMITMENT knitter / celebrate,"(('my', 'PRP$'), 10)","(('I', 'PRP'), 9)","(('is', 'VBZ'), 6)","(('step', 'NN'), 4)","(('shame', 'NN'), 3)","(('life', 'NN'), 3)","(('it', 'PRP'), 3)","(('steps', 'NNS'), 3)","(('matter', 'NN'), 2)","(('not', 'RB'), 2)","(('was', 'VBD'), 2)","(('you', 'PRP'), 2)","(('drugs', 'NNS'), 2)","(('confidence', 'NN'), 2)","(('me', 'PRP'), 2)","(('Maybe', 'RB'), 2)","(('way', 'NN'), 2)","(('one', 'CD'), 2)","(('celebrate', 'VBP'), 2)","(('recovery', 'NN'), 2)"
COMMITMENT knitter / laziness & effort,"(('I', 'PRP'), 88)","(('my', 'PRP$'), 42)","(('was', 'VBD'), 17)","(('me', 'PRP'), 15)","(('can', 'MD'), 14)","(('is', 'VBZ'), 10)","(('it', 'PRP'), 10)","(('time', 'NN'), 9)","(('get', 'VB'), 8)","(('more', 'JJR'), 7)","(('life', 'NN'), 7)","(('they', 'PRP'), 6)","(('do', 'VBP'), 6)","(('not', 'RB'), 6)","(('am', 'VBP'), 6)","(('had', 'VBD'), 5)","(('when', 'WRB'), 5)","(('going', 'VBG'), 5)","(('that', 'WDT'), 5)","(('have', 'VB'), 5)"
COMMITMENT knitter / to others,"(('I', 'PRP'), 18)","(('was', 'VBD'), 4)","(('is', 'VBZ'), 4)","(('try', 'NN'), 4)","(('get', 'VB'), 3)","(('take', 'VBP'), 3)","(('plans', 'NNS'), 3)","(('time', 'NN'), 3)","(('my', 'PRP$'), 3)","(('make', 'VB'), 3)","(('it', 'PRP'), 3)","(('be', 'VB'), 2)","(('people', 'NNS'), 2)","(('always', 'RB'), 2)","(('tell', 'VB'), 2)","(('I＊d', 'NNP'), 2)","(('what', 'WP'), 2)","(('when', 'WRB'), 2)","(('would', 'MD'), 2)","(('do', 'VBP'), 2)"
Can＊t Cutter,"(('I', 'PRP'), 5)","(('beliefs', 'NNS'), 2)","(('when', 'WRB'), 2)","(('me', 'PRP'), 2)","(('do', 'VBP'), 1)","(('get', 'VB'), 1)","(('clean', 'JJ'), 1)","(('now', 'RB'), 1)","(('anything', 'NN'), 1)","(('literally', 'RB'), 1)","(('However', 'RB'), 1)","(('can', 'MD'), 1)","(('irrational', 'JJ'), 1)","(('other', 'JJ'), 1)","(('know', 'VB'), 1)","(('couldn＊t', 'VBP'), 1)","(('dealing', 'VBG'), 1)","(('true', 'JJ'), 1)","(('faith', 'NN'), 1)","(('my', 'PRP$'), 1)"
Challenge Ninja,"(('I', 'PRP'), 84)","(('is', 'VBZ'), 26)","(('my', 'PRP$'), 18)","(('me', 'PRP'), 18)","(('it', 'PRP'), 17)","(('have', 'VBP'), 12)","(('life', 'NN'), 11)","(('was', 'VBD'), 11)","(('am', 'VBP'), 10)","(('addiction', 'NN'), 8)","(('that', 'WDT'), 8)","(('not', 'RB'), 8)","(('one', 'CD'), 8)","(('had', 'VBD'), 7)","(('be', 'VB'), 7)","((""n't"", 'RB'), 6)","(('do', 'VBP'), 6)","(('challenges', 'NNS'), 6)","(('challenge', 'NN'), 5)","(('when', 'WRB'), 5)"
Cold Turkey Taster,"(('I', 'PRP'), 63)","(('my', 'PRP$'), 27)","(('was', 'VBD'), 17)","(('life', 'NN'), 9)","(('it', 'PRP'), 9)","((""n't"", 'RB'), 8)","(('drugs', 'NNS'), 7)","(('be', 'VB'), 6)","(('me', 'PRP'), 6)","(('way', 'NN'), 5)","((""'s"", 'VBZ'), 5)","(('going', 'VBG'), 5)","(('once', 'RB'), 5)","(('myself', 'PRP'), 4)","(('turkey', 'NN'), 4)","(('did', 'VBD'), 4)","(('It', 'PRP'), 4)","((""'d"", 'MD'), 4)","(('is', 'VBZ'), 4)","(('had', 'VBD'), 3)"
Compassion Moonlighter,"(('I', 'PRP'), 9)","(('feelings', 'NNS'), 5)","(('them', 'PRP'), 5)","(('my', 'PRP$'), 4)","(('they', 'PRP'), 2)","(('have', 'VBP'), 2)","(('suppressing', 'VBG'), 2)","(('get', 'VBP'), 1)","(('actions', 'NNS'), 1)","(('diarrhea', 'NN'), 1)","(('care', 'NN'), 1)","(('not', 'RB'), 1)","(('was', 'VBD'), 1)","(('mouth', 'NN'), 1)","(('today', 'NN'), 1)","(('else＊s', 'NN'), 1)","(('also', 'RB'), 1)","(('couldn＊t', 'VBP'), 1)","(('instead', 'RB'), 1)","(('feel', 'VB'), 1)"
Compassion Weaver,"(('I', 'PRP'), 34)","(('my', 'PRP$'), 8)","(('was', 'VBD'), 8)","(('me', 'PRP'), 7)","(('it', 'PRP'), 7)","(('could', 'MD'), 4)","(('someone', 'NN'), 4)","(('help', 'VB'), 4)","(('how', 'WRB'), 4)","(('is', 'VBZ'), 4)","(('always', 'RB'), 3)","(('way', 'NN'), 3)","(('what', 'WP'), 3)","(('give', 'VB'), 3)","(('It', 'PRP'), 3)","(('something', 'NN'), 3)","(('held', 'VBD'), 2)","(('get', 'VBP'), 2)","(('be', 'VB'), 2)","(('hug', 'NN'), 2)"
Compulsion KO＊r,"(('I', 'PRP'), 104)","(('is', 'VBZ'), 46)","(('my', 'PRP$'), 45)","(('it', 'PRP'), 44)","(('me', 'PRP'), 22)","(('It', 'PRP'), 16)","(('are', 'VBP'), 15)","(('not', 'RB'), 14)","(('was', 'VBD'), 14)","(('be', 'VB'), 13)","(('have', 'VBP'), 13)","(('am', 'VBP'), 13)","(('addiction', 'NN'), 12)","(('control', 'NN'), 10)","((""n't"", 'RB'), 10)","(('myself', 'PRP'), 10)","(('that', 'WDT'), 10)","(('can', 'MD'), 10)","(('impulses', 'NNS'), 10)","(('them', 'PRP'), 9)"
Confidence Caffeinator,"(('I', 'PRP'), 40)","(('am', 'VBP'), 11)","(('my', 'PRP$'), 10)","(('have', 'VBP'), 10)","(('is', 'VBZ'), 9)","(('you', 'PRP'), 8)","(('can', 'MD'), 8)","(('life', 'NN'), 6)","(('it', 'PRP'), 6)","(('they', 'PRP'), 5)","(('them', 'PRP'), 5)","(('are', 'VBP'), 5)","(('not', 'RB'), 4)","(('was', 'VBD'), 4)","(('so', 'RB'), 4)","(('me', 'PRP'), 4)","(('when', 'WRB'), 3)","(('be', 'VB'), 3)","(('who', 'WP'), 3)","(('what', 'WP'), 3)"
Confidence Colonizer,"(('I', 'PRP'), 34)","(('my', 'PRP$'), 16)","(('am', 'VBP'), 14)","(('not', 'RB'), 6)","(('things', 'NNS'), 5)","(('is', 'VBZ'), 5)","(('have', 'VBP'), 5)","(('new', 'JJ'), 4)","(('life', 'NN'), 4)","(('shame', 'NN'), 3)","(('me', 'PRP'), 3)","(('right', 'JJ'), 3)","(('time', 'NN'), 3)","(('sobriety', 'NN'), 3)","(('progress', 'NN'), 2)","(('you', 'PRP'), 2)","(('today', 'NN'), 2)","(('old', 'JJ'), 2)","(('thoughts', 'NNS'), 2)","(('doing', 'VBG'), 2)"
Conflict Connoisseur,"(('I', 'PRP'), 46)","(('conflict', 'NN'), 12)","(('my', 'PRP$'), 9)","(('was', 'VBD'), 7)","(('is', 'VBZ'), 7)","(('be', 'VB'), 6)","(('do', 'VBP'), 6)","(('how', 'WRB'), 5)","(('not', 'RB'), 5)","(('me', 'PRP'), 5)","(('emotions', 'NNS'), 5)","(('can', 'MD'), 4)","(('have', 'VBP'), 4)","(('them', 'PRP'), 4)","(('it', 'PRP'), 4)","(('had', 'VBD'), 3)","(('reacting', 'VBG'), 3)","(('when', 'WRB'), 3)","(('way', 'NN'), 3)","(('more', 'JJR'), 3)"
Controller Coaster,"(('I', 'PRP'), 46)","(('my', 'PRP$'), 17)","(('it', 'PRP'), 13)","(('was', 'VBD'), 10)","(('me', 'PRP'), 9)","(('control', 'NN'), 8)","(('life', 'NN'), 7)","(('not', 'RB'), 6)","(('control', 'VB'), 6)","(('is', 'VBZ'), 5)","((""'d"", 'MD'), 5)","(('myself', 'PRP'), 4)","(('things', 'NNS'), 4)","(('would', 'MD'), 4)","(('that', 'WDT'), 4)","(('good', 'JJ'), 4)","(('just', 'RB'), 4)","(('get', 'VB'), 4)","(('are', 'VBP'), 4)","(('out', 'RP'), 3)"
Cosmic Ray Receiver,"(('I', 'PRP'), 17)","(('my', 'PRP$'), 17)","(('is', 'VBZ'), 8)","(('me', 'PRP'), 6)","(('are', 'VBP'), 5)","(('God', 'NNP'), 4)","(('recovery', 'NN'), 4)","(('today', 'NN'), 3)","(('up', 'RP'), 3)","(('always', 'RB'), 3)","(('changes', 'NNS'), 3)","(('that', 'WDT'), 3)","(('not', 'RB'), 2)","(('foods', 'NNS'), 2)","(('when', 'WRB'), 2)","(('true', 'JJ'), 2)","(('past', 'JJ'), 2)","(('it', 'PRP'), 2)","(('most', 'RBS'), 2)","(('sometimes', 'RB'), 2)"
Courage Commander,"(('I', 'PRP'), 52)","(('my', 'PRP$'), 20)","(('am', 'VBP'), 16)","(('not', 'RB'), 11)","(('going', 'VBG'), 10)","(('is', 'VBZ'), 10)","(('me', 'PRP'), 9)","(('it', 'PRP'), 9)","(('have', 'VBP'), 6)","(('them', 'PRP'), 5)","(('was', 'VBD'), 5)","(('they', 'PRP'), 4)","(('things', 'NNS'), 4)","(('how', 'WRB'), 4)","(('cravings', 'NNS'), 4)","(('are', 'VBP'), 4)","(('addiction', 'NN'), 4)","(('Today', 'NN'), 4)","(('make', 'VB'), 4)","(('They', 'PRP'), 3)"
Craver Saver / Braver,"(('I', 'PRP'), 85)","(('my', 'PRP$'), 30)","(('cravings', 'NNS'), 20)","(('have', 'VBP'), 19)","(('is', 'VBZ'), 17)","(('me', 'PRP'), 17)","(('not', 'RB'), 15)","(('it', 'PRP'), 15)","(('are', 'VBP'), 13)","(('that', 'WDT'), 13)","(('craving', 'NN'), 12)","(('was', 'VBD'), 11)","(('would', 'MD'), 9)","(('am', 'VBP'), 9)","(('be', 'VB'), 8)","(('get', 'VB'), 7)","(('they', 'PRP'), 7)","((""n't"", 'RB'), 6)","(('Cravings', 'NNS'), 6)","(('you', 'PRP'), 6)"
Craverade,"(('I', 'PRP'), 43)","(('my', 'PRP$'), 18)","(('it', 'PRP'), 9)","(('them', 'PRP'), 8)","(('impulses', 'NNS'), 7)","(('do', 'VBP'), 6)","(('control', 'VB'), 6)","(('not', 'RB'), 6)","(('was', 'VBD'), 6)","((""'d"", 'MD'), 5)","(('life', 'NN'), 4)","(('they', 'PRP'), 4)","(('myself', 'PRP'), 4)","(('have', 'VBP'), 4)","(('me', 'PRP'), 4)","(('what', 'WP'), 3)","(('would', 'MD'), 3)","(('are', 'VBP'), 3)","(('kept', 'VBD'), 3)","((""n't"", 'RB'), 3)"
Cravings 101'r,"(('I', 'PRP'), 40)","(('my', 'PRP$'), 28)","(('is', 'VBZ'), 14)","(('was', 'VBD'), 10)","(('it', 'PRP'), 10)","(('me', 'PRP'), 9)","(('when', 'WRB'), 7)","(('cravings', 'NNS'), 7)","(('not', 'RB'), 6)","((""n't"", 'RB'), 6)","(('would', 'MD'), 5)","(('one', 'CD'), 5)","(('be', 'VB'), 4)","(('always', 'RB'), 4)","(('When', 'WRB'), 4)","(('pot', 'NN'), 4)","(('am', 'VBP'), 4)","(('disease', 'NN'), 4)","(('that', 'WDT'), 4)","(('addiction', 'NN'), 4)"
Crisis Catapulter,"(('I', 'PRP'), 24)","(('my', 'PRP$'), 17)","(('have', 'VBP'), 8)","(('when', 'WRB'), 6)","(('is', 'VBZ'), 6)","(('can', 'MD'), 6)","(('get', 'VB'), 5)","(('me', 'PRP'), 4)","(('it', 'PRP'), 4)","(('negative', 'JJ'), 3)","(('system', 'NN'), 3)","(('be', 'VB'), 3)","(('problem', 'NN'), 3)","(('myself', 'PRP'), 3)","(('sugar', 'NN'), 3)","(('going', 'VBG'), 3)","(('not', 'RB'), 3)","(('problems', 'NNS'), 3)","(('name', 'NN'), 2)","(('thoughts', 'NNS'), 2)"
Crisis Cracker,"(('I', 'PRP'), 17)","(('is', 'VBZ'), 10)","(('have', 'VBP'), 6)","(('it', 'PRP'), 6)","(('challenges', 'NNS'), 5)","(('me', 'PRP'), 4)","(('then', 'RB'), 4)","(('room', 'NN'), 4)","(('one', 'CD'), 4)","(('life', 'NN'), 3)","(('when', 'WRB'), 3)","(('challenge', 'NN'), 3)","(('It＊s', 'NNP'), 3)","(('now', 'RB'), 2)","(('out', 'RP'), 2)","(('up', 'RP'), 2)","(('am', 'VBP'), 2)","(('been', 'VBN'), 2)","(('problems', 'NNS'), 2)","(('always', 'RB'), 2)"
Daily Daisy Spotter,"(('I', 'PRP'), 6)","(('was', 'VBD'), 3)","(('something', 'NN'), 3)","(('lightbulb', 'NN'), 2)","(('not', 'RB'), 2)","(('problem', 'NN'), 2)","(('make', 'VB'), 2)","(('10,000', 'CD'), 2)","(('my', 'PRP$'), 2)","(('is', 'VBZ'), 2)","(('tolerance', 'NN'), 2)","(('me', 'PRP'), 2)","(('drinking', 'VBG'), 1)","(('Edison', 'NNP'), 1)","(('better', 'JJR'), 1)","(('see', 'VB'), 1)","(('career', 'NN'), 1)","(('now', 'RB'), 1)","(('silver', 'NN'), 1)","(('gift', 'NN'), 1)"
Damage Detective,"(('I', 'PRP'), 51)","(('my', 'PRP$'), 22)","(('was', 'VBD'), 12)","(('it', 'PRP'), 10)","(('had', 'VBD'), 9)","(('life', 'NN'), 9)","(('did', 'VBD'), 8)","((""n't"", 'RB'), 8)","(('been', 'VBN'), 7)","(('me', 'PRP'), 7)","(('that', 'WDT'), 6)","(('things', 'NNS'), 5)","(('damage', 'NN'), 5)","(('them', 'PRP'), 5)","(('is', 'VBZ'), 5)","(('can', 'MD'), 5)","(('have', 'VBP'), 5)","(('be', 'VB'), 4)","(('would', 'MD'), 4)","(('more', 'JJR'), 4)"
Damage Doctor,"(('I', 'PRP'), 133)","(('my', 'PRP$'), 46)","(('was', 'VBD'), 32)","(('myself', 'PRP'), 21)","(('did', 'VBD'), 20)","(('had', 'VBD'), 17)","(('it', 'PRP'), 17)","((""'d"", 'MD'), 16)","(('damage', 'NN'), 16)","((""n't"", 'RB'), 15)","(('me', 'PRP'), 15)","(('life', 'NN'), 10)","(('addiction', 'NN'), 9)","(('drugs', 'NNS'), 9)","(('could', 'MD'), 8)","(('It', 'PRP'), 8)","(('brain', 'NN'), 8)","(('doing', 'VBG'), 7)","((""'s"", 'VBZ'), 7)","(('things', 'NNS'), 7)"
Danger Ranger,"(('I', 'PRP'), 26)","(('my', 'PRP$'), 10)","(('me', 'PRP'), 7)","(('was', 'VBD'), 6)","(('have', 'VBP'), 5)","(('are', 'VBP'), 5)","(('be', 'VB'), 4)","(('them', 'PRP'), 4)","(('not', 'RB'), 4)","(('foods', 'NNS'), 4)","(('you', 'PRP'), 4)","(('conflict', 'NN'), 4)","(('home', 'NN'), 4)","(('keep', 'VB'), 4)","(('can', 'MD'), 4)","(('up', 'RP'), 3)","(('they', 'PRP'), 3)","(('myself', 'PRP'), 3)","(('is', 'VBZ'), 3)","(('anyone', 'NN'), 3)"
Dead End Defier ,"(('I', 'PRP'), 113)","(('my', 'PRP$'), 42)","(('was', 'VBD'), 33)","(('me', 'PRP'), 17)","((""'d"", 'MD'), 14)","(('life', 'NN'), 13)","(('myself', 'PRP'), 13)","(('drugs', 'NNS'), 12)","(('could', 'MD'), 10)","(('had', 'VBD'), 9)","(('were', 'VBD'), 8)","(('new', 'JJ'), 7)","(('change', 'NN'), 7)","(('only', 'RB'), 7)","(('not', 'RB'), 6)","(('get', 'VB'), 6)","((""n't"", 'RB'), 6)","(('clean', 'JJ'), 6)","(('friends', 'NNS'), 5)","(('first', 'JJ'), 5)"
Dead End Deluder,"(('I', 'PRP'), 71)","(('me', 'PRP'), 21)","(('my', 'PRP$'), 20)","(('was', 'VBD'), 19)","(('it', 'PRP'), 17)","((""'d"", 'MD'), 14)","(('had', 'VBD'), 10)","(('life', 'NN'), 10)","(('myself', 'PRP'), 10)","(('drugs', 'NNS'), 7)","(('up', 'RP'), 6)","(('go', 'VB'), 6)","(('do', 'VB'), 6)","(('could', 'MD'), 5)","(('more', 'JJR'), 5)","(('It', 'PRP'), 5)","((""n't"", 'RB'), 5)","(('wake', 'VB'), 5)","(('more', 'RBR'), 5)","(('day', 'NN'), 4)"
Deep Down Diver,"(('I', 'PRP'), 114)","(('my', 'PRP$'), 58)","(('me', 'PRP'), 33)","(('is', 'VBZ'), 30)","(('myself', 'PRP'), 23)","(('was', 'VBD'), 20)","(('it', 'PRP'), 15)","(('am', 'VBP'), 12)","(('could', 'MD'), 11)","(('addiction', 'NN'), 11)","(('life', 'NN'), 11)","(('have', 'VBP'), 10)","(('that', 'WDT'), 10)","(('things', 'NNS'), 9)","(('others', 'NNS'), 9)","(('what', 'WP'), 8)","(('there', 'EX'), 8)","(('not', 'RB'), 8)","(('recovery', 'NN'), 7)","(('been', 'VBN'), 7)"
Deluge Refuge,"(('I', 'PRP'), 15)","(('be', 'VB'), 5)","(('can', 'MD'), 5)","(('have', 'VBP'), 4)","(('too', 'RB'), 4)","(('my', 'PRP$'), 4)","(('am', 'VBP'), 4)","(('is', 'VBZ'), 3)","(('day', 'NN'), 3)","(('much', 'JJ'), 2)","(('maybe', 'RB'), 2)","(('problem', 'NN'), 2)","(('must', 'MD'), 2)","(('when', 'WRB'), 2)","(('things', 'NNS'), 2)","(('activities', 'NNS'), 2)","(('I＊ll', 'NNP'), 2)","(('done', 'VBN'), 2)","(('everything', 'NN'), 2)","(('get', 'VBP'), 1)"
Delusion Detector,"(('I', 'PRP'), 115)","(('was', 'VBD'), 37)","(('me', 'PRP'), 30)","(('it', 'PRP'), 30)","(('my', 'PRP$'), 29)","(('is', 'VBZ'), 18)","(('It', 'PRP'), 13)","(('would', 'MD'), 11)","(('addiction', 'NN'), 9)","(('time', 'NN'), 8)","((""n't"", 'RB'), 8)","((""'d"", 'MD'), 8)","(('life', 'NN'), 8)","(('myself', 'PRP'), 8)","(('just', 'RB'), 8)","(('had', 'VBD'), 7)","(('friends', 'NNS'), 7)","(('could', 'MD'), 6)","(('when', 'WRB'), 6)","(('focus', 'VB'), 6)"
Demon Dethroner ,"(('I', 'PRP'), 34)","(('my', 'PRP$'), 23)","(('was', 'VBD'), 11)","(('it', 'PRP'), 8)","(('demons', 'NNS'), 7)","(('were', 'VBD'), 7)","(('them', 'PRP'), 6)","(('me', 'PRP'), 6)","(('abstinence', 'NN'), 5)","(('is', 'VBZ'), 5)","(('have', 'VBP'), 5)","(('drugs', 'NNS'), 5)","(('healthy', 'JJ'), 4)","(('addiction', 'NN'), 4)","(('are', 'VBP'), 3)","(('myself', 'PRP'), 3)","(('what', 'WP'), 3)","(('things', 'NNS'), 3)","(('even', 'RB'), 3)","(('physical', 'JJ'), 3)"
