,1,2,3,4,5,6,7,8,9,10
PROGRESS / support ,"('VULNERABILITY / to support my sobriety', 1)","('SOBRIETY / behavior & action', 1)","('INNER POWER / Vulnerability', 1)","('HIGHER POWER / surrender', 1)","('GROWTH / willing to change', 1)","('GROWTH / motivation & boosts', 1)","('COMMUNITY / listen to guidance', 1)","('COMMUNITY / healthy relationships', 1)","('COMMUNITY / Meetings & groups', 1)","('WORTHINESS / self love & acceptance', 0)"
REACTIONS,"('TRIGGERS / tools & techniques', 1)","('STRESS', 1)","('SOBRIETY / behavior & action', 1)","('SITUATIONS', 1)","('NEGATIVITY', 1)","('MOODS', 1)","('INNER POWER / Self control & willpower', 1)","('INNER POWER', 1)","('INNER MASTERY / take a step back', 1)","('CONFLICT', 1)"
RECONCILIATON,"('CONFESSION / apology & forgiveness', 4)","('AMENDS', 3)","('ACCOUNTABILITY / Amends', 3)","('VULNERABILITY / Connection', 2)","('COMMUNITY / healthy relationships', 2)","('TRUTH / dark past', 1)","('PEACE', 1)","('GUILT', 1)","('CONFLICT', 1)","('CONFESSION / damage & hurt', 1)"
REGRET,"('TRUTH / Costs', 1)","('PAST', 1)","('BENEFITS / COSTS', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)"
RELAPSE,"('MINDSET / obstacles & challenge', 1)","('INNER MASTERY / strength', 1)","('INFLUENCES', 1)","('GROWTH / learning & mistakes', 1)","('COMMUNITY / listen to guidance', 1)","('CHANGE / beliefs', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)"
RESILIENCE / discomfort,"('MINDSET / tolerate discomfort', 2)","('GROWTH / learning & mistakes', 2)","('SOBRIETY / costs & benefits', 1)","('MINDSET / obstacles & challenge', 1)","('MINDSET / Future sobriety', 1)","('INNER POWER / Tools', 1)","('INNER POWER / Fears & Strength', 1)","('INNER MASTERY / strength', 1)","('GROWTH / willing to change', 1)","('EMOTIONS', 1)"
RESILIENCE / reaction & behavior,"('TRIGGERS / awareness', 2)","('CONFLICT', 2)","('AGONY', 2)","('VULNERABILITY / learning and mistakes', 1)","('URGES / tools & techniques', 1)","('TRIGGERS / confidence & strength', 1)","('SOBRIETY / behavior & action', 1)","('MINDSET / tolerate discomfort', 1)","('MINDSET / obstacles & challenge', 1)","('INNER POWER / Fears & Strength', 1)"
RESILIENCE / will power,"('TRIGGERS / tools & techniques', 1)","('STRESS', 1)","('SOBRIETY', 1)","('POWERLESSNESS', 1)","('CRAVINGS / will power & tools', 1)","('CONFIDENCE /  obstacles & challenge', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)"
RESPONSIBILITY,"('ACCOUNTABILITY / Own up', 3)","('COMMITMENTS', 2)","('VULNERABILITY / learning and mistakes', 1)","('TRUTH / Inventory', 1)","('MOTIVATION', 1)","('MOODS', 1)","('MINDSET / obstacles & challenge', 1)","('INNER POWER / Decisions', 1)","('EXCUSES', 1)","('DEAD END', 1)"
SABOTAGE,"('TRUTH / dark past', 1)","('EXCUSES', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
SELF ESTEEM / behavior,"('GROWTH / behavior & habits', 1)","('CHANGE / self love & true self', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
SELF ESTEEM / beliefs,"('OPTIMISM', 1)","('MINDSET / Perceptions', 1)","('LABELS / STIGMA', 1)","('JUDGMENTS', 1)","('INNER MASTERY / beliefs & awareness', 1)","('CONFIDENCE /  hope & future', 1)","('CHANGE / self love & true self', 1)","('BELIEFS', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)"
SELF ESTEEM / courage,"('INNER / SELF / Inventory', 1)","('CONFESSION', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
SELF ESTEEM / deserve & rewards,"('PROGRESS / rewards & proud', 1)","('ABSTINENCE', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
SERENITY,"('INNER / SELF / harmony & inner peace', 4)","('FREEDOM / past & let go', 3)","('WORTHINESS / self love & acceptance', 1)","('TRUST', 1)","('SOBRIETY / behavior & action', 1)","('MINDSET / Future sobriety', 1)","('INNER / SELF / patterns', 1)","('INNER / SELF / awareness', 1)","('HIGHER POWER / confidence', 1)","('HABITS', 1)"
SHAME,"('WORTHINESS / new life & future', 1)","('VULNERABILITY / to support my sobriety', 1)","('URGES / moods & emotions', 1)","('INNER / SELF / balance', 1)","('DENIAL', 1)","('DELUSION', 1)","('CONFIDENCE / action & behavior', 1)","('CONFIDENCE / acceptance & worth', 1)","('CONFESSION / damage & hurt', 1)","('WORTHINESS / self love & acceptance', 0)"
SITUATIONS,"('REACTIONS', 1)","('NEGATIVITY', 1)","('MINDSET / obstacles & challenge', 1)","('MINDSET / imperfection & acceptance', 1)","('INNER MASTERY / challenge & resilience', 1)","('CONTROL', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)"
SOBRIETY,"('RESILIENCE / will power', 1)","('PROGRESS / start small', 1)","('POWERLESSNESS', 1)","('CRAVINGS / will power & tools', 1)","('CONFIDENCE /  obstacles & challenge', 1)","('BABY STEPS / first steps', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)"
SOBRIETY / behavior & action,"('FREEDOM / tools & strategies', 2)","('CONFLICT', 2)","('WARNINGS / self aware & listen', 1)","('VULNERABILITY / to support my sobriety', 1)","('VALUES', 1)","('URGES / tools & techniques', 1)","('TRIGGERS / awareness', 1)","('SERENITY', 1)","('RESILIENCE / reaction & behavior', 1)","('REACTIONS', 1)"
SOBRIETY / celebrate & progress,"('PROGRESS / future & hope', 2)","('MINDSET / Clear headed', 2)","('GROWTH / successes', 2)","('FREEDOM / future & growth', 2)","('CHANGE / motivations', 2)","('WORTHINESS / deserve & rewards', 1)","('WORTHINESS / connections & sharing', 1)","('WARNINGS / Avoid triggers', 1)","('URGES / tools & techniques', 1)","('PROGRESS / rewards & proud', 1)"
SOBRIETY / costs & benefits,"('CHANGE / mental confidence', 4)","('INNER / SELF / beliefs & insight', 2)","('CHANGE / motivations', 2)","('CHANGE / beliefs', 2)","('ABSTINENCE', 2)","('WARNINGS / self aware & listen', 1)","('TRUTH / self honesty', 1)","('TRUTH / dark past', 1)","('TRUTH / Costs', 1)","('RESILIENCE / discomfort', 1)"
SOBRIETY / maintaining & will power,"('ABSTINENCE', 2)","('WARNINGS / Avoid triggers', 1)","('URGES / tools & techniques', 1)","('PROGRESS / start small', 1)","('MINDSET / tolerate discomfort', 1)","('GROWTH / motivation & boosts', 1)","('FREEDOM / tools & strategies', 1)","('CONFIDENCE /  hope & future', 1)","('COMMUNITY / healthy relationships', 1)","('BABY STEPS / slow changes', 1)"
STRESS,"('OVERWHELM', 3)","('TRIGGERS / tools & techniques', 2)","('TRIGGERS / awareness', 2)","('URGES / moods & emotions', 1)","('RESILIENCE / will power', 1)","('REACTIONS', 1)","('NEGATIVITY', 1)","('MOODS', 1)","('MINDSET / deal with frustration', 1)","('INNER MASTERY / challenge & resilience', 1)"
THOUGHTS,"('MINDSET / Future sobriety', 2)","('INNER / SELF / beliefs & insight', 2)","('DEMONS', 2)","('WORTHINESS / self love & acceptance', 1)","('WORTHINESS / deserve & rewards', 1)","('VULNERABILITY / others who’ve been there', 1)","('TRUST', 1)","('TRIGGERS / awareness', 1)","('PROGRESS / reactions & behavior', 1)","('OPTIMISM', 1)"
TRIGGERS / awareness,"('WARNINGS / self aware & listen', 2)","('STRESS', 2)","('RESILIENCE / reaction & behavior', 2)","('MINDSET / identify weaknesses', 2)","('WARNINGS / Avoid triggers', 1)","('URGES / moods & emotions', 1)","('THOUGHTS', 1)","('SOBRIETY / behavior & action', 1)","('MONKEY', 1)","('MINDSET / will power', 1)"
TRIGGERS / confidence & strength,"('WARNINGS / Avoid triggers', 1)","('URGES / tools & techniques', 1)","('RESILIENCE / reaction & behavior', 1)","('OPTIMISM', 1)","('MINDSET / no matter what', 1)","('MINDSET / imperfection & acceptance', 1)","('INNER POWER / Self control & willpower', 1)","('INNER MASTERY / tools & processes', 1)","('INNER MASTERY / self control', 1)","('INNER / SELF / patterns', 1)"
TRIGGERS / tools & techniques,"('WARNINGS / Avoid triggers', 2)","('STRESS', 2)","('INNER MASTERY / self control', 2)","('TRUTH / self honesty', 1)","('RESILIENCE / will power', 1)","('REACTIONS', 1)","('PROGRESS / reactions & behavior', 1)","('MINDSET / Clear headed', 1)","('INNER MASTERY / take a step back', 1)","('INNER MASTERY / challenge & resilience', 1)"
TRUST,"('WORTHINESS / self love & acceptance', 1)","('THOUGHTS', 1)","('SERENITY', 1)","('NEGATIVITY', 1)","('MOODS', 1)","('INNER / SELF / harmony & inner peace', 1)","('FREEDOM / past & let go', 1)","('CONTROL', 1)","('BELIEFS', 1)","('WORTHINESS / new life & future', 0)"
TRUTH / Admit addiction,"('VULNERABILITY / Show true self', 2)","('INNER POWER / Vulnerability', 2)","('CONFESSION / denial', 2)","('COMMUNITY / Meetings & groups', 2)","('TRUTH / self honesty', 1)","('OVERWHELM', 1)","('MINDSET / imperfection & acceptance', 1)","('LABELS / STIGMA', 1)","('INNER MASTERY / strength', 1)","('INNER MASTERY / beliefs & awareness', 1)"
TRUTH / Costs,"('VULNERABILITY / Connection', 2)","('GROWTH / willing to change', 2)","('CHANGE / motivations', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / dark past', 1)","('SOBRIETY / costs & benefits', 1)","('REGRET', 1)","('PAST', 1)","('MINDSET / no matter what', 1)","('INNER / SELF / balance', 1)"
TRUTH / Inventory,"('INNER / SELF / beliefs & insight', 2)","('ACCOUNTABILITY / Own up', 2)","('VULNERABILITY / learning and mistakes', 1)","('RESPONSIBILITY', 1)","('MINDSET / imperfection & acceptance', 1)","('INNER / SELF / Inventory', 1)","('CONFESSION / denial', 1)","('CONFESSION / damage & hurt', 1)","('CONFESSION', 1)","('CHANGE / beliefs', 1)"
TRUTH / dark past,"('DEAD END', 3)","('CONFESSION / damage & hurt', 3)","('ACCOUNTABILITY / damage confess', 3)","('CONFIDENCE /  obstacles & challenge', 2)","('VULNERABILITY / learning and mistakes', 1)","('VULNERABILITY / Connection', 1)","('TRUTH / Costs', 1)","('SOBRIETY / costs & benefits', 1)","('SABOTAGE', 1)","('RECONCILIATON', 1)"
TRUTH / self honesty,"('VULNERABILITY / Show true self', 2)","('MINDSET / Perceptions', 2)","('EMOTIONS', 2)","('DELUSION', 2)","('CONFESSION / denial', 2)","('BLAME', 2)","('WORTHINESS / self love & acceptance', 1)","('WORTHINESS / connections & sharing', 1)","('WARNINGS / Avoid triggers', 1)","('VULNERABILITY / to support my sobriety', 1)"
URGES / moods & emotions,"('WARNINGS / Relapse & tools', 1)","('VULNERABILITY / to support my sobriety', 1)","('TRIGGERS / awareness', 1)","('STRESS', 1)","('SHAME', 1)","('OVERWHELM', 1)","('MOTIVATION', 1)","('MINDSET / obstacles & challenge', 1)","('MINDSET / Clear headed', 1)","('INNER / SELF / balance', 1)"
URGES / support & help,"('VULNERABILITY / learning and mistakes', 1)","('TRUTH / self honesty', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
URGES / tools & techniques,"('INNER POWER / Self control & willpower', 3)","('MINDSET / tolerate discomfort', 2)","('FREEDOM / tools & strategies', 2)","('WARNINGS / Avoid triggers', 1)","('VULNERABILITY / Show true self', 1)","('TRIGGERS / confidence & strength', 1)","('SOBRIETY / maintaining & will power', 1)","('SOBRIETY / celebrate & progress', 1)","('SOBRIETY / behavior & action', 1)","('RESILIENCE / reaction & behavior', 1)"
VALUES,"('SOBRIETY / behavior & action', 1)","('INNER / SELF / patterns', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
VULNERABILITY / Connection,"('COMMUNITY / healthy relationships', 5)","('WORTHINESS / help', 2)","('TRUTH / Costs', 2)","('RECONCILIATON', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / dark past', 1)","('PROGRESS / future & hope', 1)","('INNER / SELF / balance', 1)","('GROWTH / willing to change', 1)","('GIVING / GENEROSITY', 1)"
VULNERABILITY / Show true self,"('CONFIDENCE / acceptance & worth', 3)","('CONFESSION / admit', 3)","('TRUTH / self honesty', 2)","('TRUTH / Admit addiction', 2)","('DEMONS', 2)","('DELUSION', 2)","('WORTHINESS / connections & sharing', 1)","('URGES / tools & techniques', 1)","('PAST', 1)","('OVERWHELM', 1)"
VULNERABILITY / learning and mistakes,"('ACCOUNTABILITY / Own up', 4)","('CONFESSION / apology & forgiveness', 2)","('URGES / support & help', 1)","('TRUTH / self honesty', 1)","('TRUTH / dark past', 1)","('TRUTH / Inventory', 1)","('RESPONSIBILITY', 1)","('RESILIENCE / reaction & behavior', 1)","('PROGRESS / start small', 1)","('INNER / SELF / Inventory', 1)"
VULNERABILITY / others who’ve been there,"('COMPASSION', 2)","('WORTHINESS / help', 1)","('THOUGHTS', 1)","('PROGRESS / reactions & behavior', 1)","('INNER / SELF / harmony & inner peace', 1)","('DEMONS', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)"
VULNERABILITY / to support my sobriety,"('BABY STEPS / Help & support', 4)","('EGO', 2)","('COMMUNITY / Meetings & groups', 2)","('WARNINGS / self aware & listen', 1)","('WARNINGS / Avoid triggers', 1)","('URGES / moods & emotions', 1)","('TRUTH / self honesty', 1)","('SOBRIETY / behavior & action', 1)","('SHAME', 1)","('PROGRESS / support ', 1)"
VULNERABILITY / worthy,"('WORTHINESS / help', 1)","('WORTHINESS / connections & sharing', 1)","('MINDSET / obstacles & challenge', 1)","('INNER / SELF / beliefs & insight', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / deserve & rewards', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)","('WARNINGS / Avoid triggers', 0)"
WARNINGS / Avoid triggers,"('TRIGGERS / tools & techniques', 2)","('MINDSET / identify weaknesses', 2)","('INNER MASTERY / self control', 2)","('INNER / SELF / patterns', 2)","('VULNERABILITY / to support my sobriety', 1)","('URGES / tools & techniques', 1)","('TRUTH / self honesty', 1)","('TRIGGERS / confidence & strength', 1)","('TRIGGERS / awareness', 1)","('SOBRIETY / maintaining & will power', 1)"
WARNINGS / Relapse & tools,"('URGES / moods & emotions', 1)","('OVERWHELM', 1)","('MINDSET / no matter what', 1)","('INNER POWER / Self control & willpower', 1)","('HIGHER POWER / surrender', 1)","('FAITH', 1)","('CRAVINGS / will power & tools', 1)","('CRAVINGS / support & help', 1)","('CONFLICT', 1)","('COMMITMENTS', 1)"
WARNINGS / self aware & listen,"('MINDSET / identify weaknesses', 3)","('TRIGGERS / awareness', 2)","('MINDSET / tolerate discomfort', 2)","('CRAVINGS / vulnerability & learning', 2)","('CHANGE / mental confidence', 2)","('VULNERABILITY / to support my sobriety', 1)","('SOBRIETY / costs & benefits', 1)","('SOBRIETY / behavior & action', 1)","('NEGATIVITY', 1)","('MINDSET / will power', 1)"
WORTHINESS / connections & sharing,"('GIVING / GENEROSITY', 3)","('HEALING', 2)","('GRATITUDE / for others', 2)","('EGO', 2)","('CONFESSION / damage & hurt', 2)","('COMMUNITY / healthy relationships', 2)","('WORTHINESS / self love & acceptance', 1)","('VULNERABILITY / worthy', 1)","('VULNERABILITY / Show true self', 1)","('VULNERABILITY / Connection', 1)"
WORTHINESS / deserve & rewards,"('THOUGHTS', 1)","('SOBRIETY / celebrate & progress', 1)","('MINDSET / Future sobriety', 1)","('LABELS / STIGMA', 1)","('JUDGMENTS', 1)","('GROWTH / celebrate', 1)","('GRATITUDE / for self', 1)","('FREEDOM / future & growth', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)"
WORTHINESS / help,"('VULNERABILITY / Connection', 2)","('VULNERABILITY / worthy', 1)","('VULNERABILITY / others who’ve been there', 1)","('MINDSET / obstacles & challenge', 1)","('COURAGE', 1)","('CONFESSION / powerlessness', 1)","('COMPASSION', 1)","('COMMUNITY / listen to guidance', 1)","('COMMUNITY / healthy relationships', 1)","('COMMUNITY / ask for assistance', 1)"
WORTHINESS / new life & future,"('PROGRESS / start small', 2)","('FREEDOM / peace & harmony', 2)","('FREEDOM / past & let go', 2)","('CONFIDENCE /  hope & future', 2)","('SHAME', 1)","('MOODS', 1)","('MINDSET', 1)","('LOVE ', 1)","('INNER POWER / Decisions', 1)","('INNER MASTERY / self control', 1)"
WORTHINESS / self love & acceptance,"('INNER / SELF / harmony & inner peace', 3)","('FREEDOM / future & growth', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / self honesty', 1)","('TRUST', 1)","('THOUGHTS', 1)","('SERENITY', 1)","('PEACE', 1)","('MINDSET / imperfection & acceptance', 1)","('MINDSET / identify weaknesses', 1)"
