,1,2,3,4,5,6,7,8,9,10
RELAPSE,"('Void Avoider', 1)","('VULNERABILITY / mistakes & learning', 1)","('The Procrastina-shunner', 1)","('Sober Selfie', 1)","('SELF HARM / Warnings', 1)","('SELF HARM / Self honesty & admit', 1)","('NeuroTuner', 1)","('Motivation Moonbeamer ', 1)","('Lazy Zapper', 1)","('Lapse Lessonizer', 1)"
RESILIENCE / discomfort,"('Adversity Adventurer', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Emotions', 1)","('Troubles TBH’r', 1)","('Torment Terminator', 1)","('The Wellifier ', 1)","('Spiritual Conquest-ador', 1)","('Sobriety SOS’r', 1)","('Sober Selfie', 1)","('Scary Stepper', 1)"
RESILIENCE / reaction & behavior,"('Reactions Auditor', 4)","('Challenge Ninja', 3)","('Placid Reflux', 2)","('Inner Power Allower', 2)","('I-examiner - reactions & behavior', 2)","('Depression Decrypter', 2)","('Conflict Connoisseur', 2)","('VULNERABILITY / mistakes & learning', 1)","('Trigger X’r', 1)","('Trigger Auditor', 1)"
RESILIENCE / will power,"('Trigger Trespasser', 1)","('The De-stress-calator', 1)","('The De-craverizer', 1)","('Stress Auditor', 1)","('Powerholic Healer', 1)","('Inner Motor Motivator', 1)","('Emotions Auditor', 1)","('Craver Saver / Braver', 1)","('Confidence Caffeinator', 1)","('Wrong Righter', 0)"
RESPONSIBILITY,"('ADMIT / accountability', 4)","('The Procrastina-shunner', 3)","('Responsibility Rebooter', 3)","('Lazy Zapper', 3)","('VULNERABILITY / mistakes & learning', 2)","('Blame Changer', 2)","('Victim Vanquisher', 1)","('Self Unscrewer', 1)","('Responsibility Rippler', 1)","('Responsibility Rinser', 1)"
SABOTAGE,"('Sabotage SOS’r', 1)","('Rationalization Rinser', 1)","('Bittersweet Greeter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
SELF ESTEEM / behavior,"('Worthy Soul’r', 1)","('New Pattern Painter / grit & progress', 1)","('Behavior Savior', 1)","('Bad Habit Butcher', 1)","('Wrong Righter', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
SELF ESTEEM / beliefs,"('I-Can-ographer', 2)","('Attitude Alchemizer', 2)","('Urge Purger', 1)","('THOUGHTS / positivity', 1)","('Stigma Stigmatizer', 1)","('Sober Selfie', 1)","('Mentality Mender', 1)","('Little Hint Listener', 1)","('Label Eraser', 1)","('Judgment Jailer', 1)"
SELF ESTEEM / courage,"('VULNERABILITY / Radical self honesty', 1)","('The Flawbreaker', 1)","('Inner Wealth Welcomer', 1)","('Deep Down Diver', 1)","('CLOSET CONFESSOR / Inventory', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
SELF ESTEEM / deserve & rewards,"('Sobriety Soulmater', 1)","('Sober Selfie', 1)","('Self Esteem Elixir', 1)","('Inner Power Allower', 1)","('Confidence Colonizer', 1)","('Behavior Savior', 1)","('Abstainer Amazer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
SERENITY,"('Serenity Soulmater', 2)","('Serenity Simulator', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Bliss Kisser', 2)","('Whole Soul Healer', 1)","('The Mindfulizer', 1)","('Symbolic Stepper', 1)","('Soul-vation ', 1)","('Soul Tuner', 1)","('Soul Practitioner', 1)"
SHAME,"('The Deshamer', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('Urge Purger', 1)","('Shamenesia', 1)","('Shame X’r', 1)","('Self awareness / confidence to admit', 1)","('Self Esteem Elixir', 1)"
SITUATIONS,"('Situation Unscrewer', 2)","('Reactions Auditor', 2)","('Problem Primer', 2)","('Void Avoider', 1)","('Troubles TBH’r', 1)","(""Self Control 101'r"", 1)","('Mighty Motor Cranker', 1)","('Inner Power Allower', 1)","('Feelings Flipper', 1)","('Excrement Expector', 1)"
SOBRIETY,"('WAIT AND SWITCH / Small steps', 1)","('The De-craverizer', 1)","(""Sobriety 101'r"", 1)","('Progress Painter', 1)","('Powerholic Healer', 1)","('Inner Motor Motivator', 1)","('Craver Saver / Braver', 1)","('Confidence Caffeinator', 1)","('Baby Step Embracer', 1)","('Wrong Righter', 0)"
SOBRIETY / behavior & action,"('Values VIP’r', 2)","('Self awareness / habits & behavior', 2)","('Reactions Auditor', 2)","('I-examiner - reactions & behavior', 2)","('Conflict Connoisseur', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('VULNERABILITY / support from others', 1)","('Urge X’r', 1)","('The Successcalator', 1)"
SOBRIETY / celebrate & progress,"('Sober Milestoner', 3)","('Progress Painter', 3)","('WAIT AND SWITCH / Progress', 2)","('Symbolic Stepper', 2)","('Sobriety Soulmater', 2)","('New Pattern Painter / confidence & awareness', 2)","('Killer Kickstarter', 2)","('Journey Jazzer', 2)","('Inner Anointer', 2)","('Addiction AMF’r', 2)"
SOBRIETY / costs & benefits,"('Torment Terminator', 3)","('Lost Benefit Lamenter', 3)","('Demon Dethroner ', 2)","('Dead End Defier ', 2)","('Cold Turkey Taster', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('The Mindfulizer', 1)","('Soul Tuner', 1)","('Sobriety Soulmater', 1)"
SOBRIETY / maintaining & will power,"('WAIT AND SWITCH / Small steps', 2)","('Venom Vaporizer', 1)","('Urge X’r', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)","('Symbolic Stepper', 1)","(""Sobriety 101'r"", 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Relationship Dedamager', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
STRESS,"('The De-stress-calator', 4)","('Placid Reflux', 3)","('Stress Auditor', 2)","('Nerve Ninja', 2)","('I-examiner - reactions & behavior', 2)","('Deluge Refuge', 2)","('Crisis Catapulter', 2)","('Trigger Trespasser', 1)","('Trigger Transformer', 1)","('The Wellifier ', 1)"
THOUGHTS,"('THOUGHTS / positivity', 4)","('Worthy Soul’r', 2)","('THOUGHTS / aware & examine', 2)","('Illogical Looper', 2)","('Brain Unchainer', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger SOS’r', 1)","('Thought Auditor', 1)","('The Dynamotivator', 1)"
TRIGGERS / awareness,"('Self Awareness Awakener', 4)","('SELF HARM / Tools', 2)","('Reactions Auditor', 2)","('Problem Soul-ver', 2)","('I-examiner - reactions & behavior', 2)","('I-Examiner', 2)","('Trigger X’r', 1)","('Trigger Transformer', 1)","('Trigger SOS’r', 1)","('Trigger Auditor', 1)"
TRIGGERS / confidence & strength,"('Trigger Trespasser', 2)","('Trigger Transformer', 2)","('Compulsion KO’r', 2)","('Bad Influence Butcher', 2)","('VULNERABILITY / support from others', 1)","('Urge Auditor', 1)","(""Triggers 101'r"", 1)","('Trigger X’r', 1)","('The Successcalator', 1)","('Temperance Tester', 1)"
TRIGGERS / tools & techniques,"('SELF HARM ALARMER / avoid triggers', 3)","(""Triggers 101'r"", 2)","('Trigger X’r', 2)","('Trigger Trespasser', 2)","('The De-stress-calator', 2)","(""Self Control 101'r"", 2)","('Reactions Auditor', 2)","('Bad Influence Bulldozer', 2)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)"
TRUST,"('Worthy Soul’r', 1)","('VULNERABILITY / support from others', 1)","('THOUGHTS / positivity', 1)","('Sobriety SOS’r', 1)","('Should Shover', 1)","('Serenity Simulator', 1)","('Powerholic Healer', 1)","('Mistruster Duster', 1)","('Inner Freedom Forager', 1)","('Ill Feelings Illuminator', 1)"
TRUTH / Admit addiction,"('CLOSET CONFESSOR / Admit addiction', 7)","('Denial Denyer', 3)","('Bitter Truth Taster', 3)","('RELATIONSHIPS / Meetings & support', 2)","('CLOSET CONFESSOR / Share & support', 2)","('ADMIT / True self & vulnerability', 2)","('Worthy Soul’r', 1)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / share challenges', 1)"
TRUTH / Costs,"('Torment Terminator', 2)","('RAW SOUL REVEALER / costs', 2)","('Lost Benefit Lamenter', 2)","('Killer Kickstarter', 2)","('Addiction AMF’r', 2)","('Wellectricity Generator', 1)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / connections', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Miracle Embracer', 1)"
TRUTH / Inventory,"('CLOSET CONFESSOR / Inventory', 5)","('Bitter Truth Taster', 2)","('ADMIT / accountability', 2)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)","('Soul Tuner', 1)","('Responsibility Baby Stepper', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('My Badiator', 1)","('Inner I-Opener', 1)"
TRUTH / dark past,"('RAW SOUL REVEALER / past mistakes', 3)","('Lost Benefit Lamenter', 3)","('Dead End Defier ', 3)","('Relationship Dedamager', 2)","('Damage Detective', 2)","('CLOSET CONFESSOR / Share & support', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Bitter Truth Taster', 2)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / connections', 1)"
TRUTH / self honesty,"('CLOSET CONFESSOR / Face truths', 7)","('VULNERABILITY / Radical self honesty', 5)","('VULNERABILITY / admit', 2)","('SELF HARM / Self honesty & admit', 2)","('RAW SOUL REVEALER / emotions & urges', 2)","('Mentality Mender', 2)","('Insanity SOS’r', 2)","('Delusion Detector', 2)","('Deep Down Diver', 2)","('Blamenesia', 2)"
URGES / moods & emotions,"('WAIT AND SWITCH / Progress', 2)","('Nerve Ninja', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)","('Urge Purger', 1)","('Urge Auditor', 1)","('Trigger Transformer', 1)","('The Soulutionizer', 1)","('The Mindfulizer', 1)","('The Deshamer', 1)"
URGES / support & help,"('VULNERABILITY / support from others', 1)","('Urge Namerizer', 1)","('SELF HARM / Self honesty & admit', 1)","('Blunder Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
URGES / tools & techniques,"('Compulsion KO’r', 7)","('Urge X’r', 4)","('Reactions Auditor', 3)","('Urge Auditor', 2)","('The Momentumizer ', 2)","('New Pattern Painter / confidence & awareness', 2)","('NEW PATTERN PAINTER / support groups', 2)","('Inner Power Allower', 2)","('Void Avoider', 1)","('VULNERABILITY / connections', 1)"
VALUES,"('Values VIP’r', 1)","('Sobriety Soulmater', 1)","('NEW PATTERN PAINTER / motivations', 1)","('COMMITMENT knitter / laziness & effort', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
VULNERABILITY / Connection,"('VULNERABILITY / connections', 4)","('Relationship Redeemer', 3)","('RELATIONSHIPS / Healthy & supportive', 3)","('RELATIONSHIPS / Build connections & community', 3)","('Amender Befriender', 2)","('Whole Soul Healer', 1)","('VULNERABILITY / share emotions', 1)","('The Empathologist', 1)","('RAW SOUL REVEALER / costs', 1)","('NEW PATTERN PAINTER / support groups', 1)"
VULNERABILITY / Show true self,"('RAW SOUL REVEALER / emotions & urges', 3)","('Deep Down Diver', 3)","('CLOSET CONFESSOR / Face truths', 3)","('VULNERABILITY / Radical self honesty', 2)","('RAW SOUL REVEALER / trust others', 2)","('Demon Greeter', 2)","('Bitter Truth Taster', 2)","('ADMIT / True self & vulnerability', 2)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / share challenges', 1)"
VULNERABILITY / learning and mistakes,"('ADMIT / accountability', 3)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / mistakes & learning', 2)","('Responsibility Rippler', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('CLOSET CONFESSOR / Inventory', 2)","('Blunder Blesser', 2)","('Wrong Righter', 1)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Small steps', 1)"
VULNERABILITY / others who’ve been there,"('Metta Motivator', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / reach out for help', 1)","('The Empathologist', 1)","('The Blessifier', 1)","('THOUGHTS / aware & examine', 1)","('Soul Synchronizer', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Kindness Kickstarter', 1)"
VULNERABILITY / to support my sobriety,"('VULNERABILITY / support from others', 5)","('VULNERABILITY / reach out for help', 3)","('RELATIONSHIPS / Build connections & community', 2)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Purger', 1)","('Trigger SOS’r', 1)","('The Deshamer', 1)"
VULNERABILITY / worthy,"('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('VULNERABILITY / share challenges', 1)","('The Empathologist', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RAW SOUL REVEALER / worthiness', 1)","('RAW SOUL REVEALER / trust others', 1)","('Love Sweetener', 1)","('Hardship Hacker', 1)"
WARNINGS / Avoid triggers,"('SELF HARM ALARMER / avoid triggers', 9)","('Trigger Trespasser', 3)","('VULNERABILITY / support from others', 2)","('Trigger X’r', 2)","('Trigger SOS’r', 2)","(""Self Control 101'r"", 2)","('Little Hint Listener', 2)","(""Cravings 101'r"", 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)"
WARNINGS / Relapse & tools,"('Craver Saver / Braver', 2)","('Tender Feelings TBH’r', 1)","('Situation Unscrewer', 1)","('SELF HARM / Warnings', 1)","('SELF HARM / Tools', 1)","('SELF HARM / Self honesty & admit', 1)","('Qualm Quitter', 1)","('Pattern Interrupter', 1)","('New Pattern Painter', 1)","('Lapse Lessonizer', 1)"
WARNINGS / self aware & listen,"('Self Awareness Awakener', 3)","('SELF HARM / Warnings', 3)","('Little Hint Listener', 3)","('Self awareness / confidence to admit', 2)","('SELF HARM / Tools', 2)","('I-Examiner', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / listen to others', 1)"
WORTHINESS / connections & sharing,"('RELATIONSHIPS / Healthy & supportive', 3)","('RELATIONSHIPS / Build connections & community', 3)","('NEW PATTERN PAINTER / share & learn', 3)","('VULNERABILITY / share emotions', 2)","('The Empathologist', 2)","('Metta Motivator', 2)","('Love Sweetener', 2)","('Ego Eclipser', 2)","('Compassion Weaver', 2)","('Worthy Soul’r', 1)"
WORTHINESS / deserve & rewards,"('Worthy Soul’r', 3)","('Journey Jazzer', 2)","('The Dynamotivator', 1)","('Summer Soulstace', 1)","('Stigma Stigmatizer', 1)","('Sober Milestoner', 1)","('Self Worth Surfer', 1)","('Self Esteem Engineer', 1)","('Label Eraser', 1)","('Joy Sweetener', 1)"
WORTHINESS / help,"('The Empathologist', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Sobriety SOS’r', 1)"
WORTHINESS / new life & future,"('WAIT AND SWITCH / Progress', 2)","('VULNERABILITY / connections', 2)","('The Mindfulizer', 2)","('Self Worth Surfer', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Inner Motor Motivator', 2)","('Inner Freedom Forager', 2)","('Ever Evolving Flower', 2)","('Worthiness Whisperer', 1)","('Values VIP’r', 1)"
WORTHINESS / self love & acceptance,"('Worthy Soul’r', 2)","('Serenity Soulmater', 2)","('Inner Freedom Forager', 2)","('Feelings Flipper', 2)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('Void Avoider', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Empathologist', 1)","('The Dynamotivator', 1)"
