,1,2,3,4,5,6,7,8,9,10
GOD / thy will,"('SELF HARM / Tools', 2)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / mistakes & learning', 1)","('Thy Will Be Doner', 1)","('The De-stress-calator', 1)","('Soul-ution Finder', 1)","('Problem Soul-ver', 1)","('Placid Reflux', 1)","('Negativity Negotiator', 1)","('Must Buster', 1)"
GRATITUDE / for others,"('The Blessifier', 2)","('NEW PATTERN PAINTER / share & learn', 2)","('Ego Eclipser', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('Trigger Transformer', 1)","('The Empathologist', 1)","('The Benefisher', 1)","('THOUGHTS / positivity', 1)","('Sobriety SOS’r', 1)"
GRATITUDE / for self,"('Worthy Soul’r', 1)","('The Dynamotivator', 1)","('Summer Soulstace', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Journey Jazzer', 1)","('Inner Wealth Welcomer', 1)","('Inner Sun Shiner', 1)","('Gratitude Guru', 1)","('Divine Designer', 1)","('Bliss Kisser', 1)"
GRATITUDE / opportunities,"('Opportunity Oompher', 2)","('Destiny Diviner', 2)","('The Hopenotizer', 1)","('The Blessifier', 1)","('Spiritual Conquest-ador', 1)","('Sobriety Soulmater', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Killer Kickstarter', 1)","('Inner Freedom Forager', 1)","('Gratitude Guru', 1)"
GRATITUDE / progress & growth,"('VULNERABILITY / mistakes & learning', 2)","('Symbolic Stepper', 2)","('Progress Painter', 2)","('New Pattern Painter', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Journey Jazzer', 2)","('Insight Inseminator', 2)","('WAIT AND SWITCH / Small steps', 1)","('Thy Will Be Doner', 1)","('The Wellectrifier', 1)"
GROWTH,"('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('THOUGHTS / aware & examine', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Old Belief Butcher', 1)","('Mentality Mender', 1)","('Love Sweetener', 1)","('Kindness Karmifier', 1)","('Inner Soul X-Rayer', 1)","('I-Examiner', 1)"
GROWTH / behavior & habits,"('New Pattern Painter / grit & progress', 4)","('Self awareness / habits & behavior', 3)","('WAIT AND SWITCH / Progress', 2)","('Progress Pollinator', 2)","('Bad Habit Butcher', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('Values VIP’r', 1)","('THOUGHTS / aware & examine', 1)","('Soul Proprietor', 1)"
GROWTH / celebrate,"('Joy Sweetener', 2)","('Journey Jazzer', 2)","('Worthy Soul’r', 1)","('Symbolic Stepper', 1)","('Sober Milestoner', 1)","('Self Esteem Engineer', 1)","('Self Esteem Elixir', 1)","('Little Win Welcomer', 1)","('Inner Winner', 1)","('Wrong Righter', 0)"
GROWTH / goals & future,"('Rainbow Hunter', 2)","('WAIT AND SWITCH / Progress', 1)","('Sobriety Soulmater', 1)","('Progress Painter', 1)","('NEW PATTERN PAINTER / motivations', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Lost Benefit Lamenter', 1)","('Insanity SOS’r', 1)","('Inner Motor Motivator', 1)","('Growth Gardener', 1)"
GROWTH / learning & mistakes,"('VULNERABILITY / mistakes & learning', 5)","('Killer Kickstarter', 3)","('Denial Denyer', 2)","('Addiction AMF’r', 2)","('Thy Will Be Doner', 1)","('Sobriety SOS’r', 1)","('Sober Selfie', 1)","('Self awareness / confidence to admit', 1)","('Scary Stepper', 1)","('Sabotage SOS’r', 1)"
GROWTH / motivation & boosts,"('Symbolic Stepper', 3)","('The Dynamotivator', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Motivation Moonbeamer ', 2)","('I-Can-ographer', 2)","('Ever Evolving Flower', 2)","('Addiction AMF’r', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)"
GROWTH / proud,"('Worthy Soul’r', 1)","('The Hopenotizer', 1)","('The Blessifier', 1)","('Stigma Striker', 1)","('Serenity Soulmater', 1)","('Self Worth Surfer', 1)","(""Self Control 101'r"", 1)","('Problem Primer', 1)","('Pride Polisher', 1)","('Placid Reflux', 1)"
GROWTH / successes,"('The Successcalator', 2)","('Symbolic Stepper', 2)","('Addiction AMF’r', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('Trigger Trespasser', 1)","('Tender Feelings TBH’r', 1)","('Sober Milestoner', 1)","('Progress Painter', 1)","('Problem Primer', 1)"
GROWTH / supporting myself,"('Self awareness / habits & behavior', 2)","('SELF HARM / Tools', 2)","('New Pattern Painter / confidence & awareness', 2)","('I-examiner - reactions & behavior', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger Trespasser', 1)"
GROWTH / true self,"('VULNERABILITY / Radical self honesty', 2)","('Whole Soul Healer', 1)","('Void Avoider', 1)","('Torment Terminator', 1)","('The Debinger', 1)","('Tender Feelings TBH’r', 1)","('Spiritual Conquest-ador', 1)","('Soul Surgeon', 1)","('Sobriety SOB’r', 1)","('Sober Milestoner', 1)"
GROWTH / willing to change,"('Torment Terminator', 2)","('Rainbow Hunter', 2)","('Lost Benefit Lamenter', 2)","('Inner Motor Motivator', 2)","('Dead End Defier ', 2)","('Cold Turkey Taster', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Braverade', 2)","('Bitter Quitter', 2)","('WAIT AND SWITCH / Small steps', 1)"
GUILT,"('Relationship Redeemer', 1)","('Guilt Refunder', 1)","('Amender Befriender', 1)","('ADMIT / accountability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
HABITS,"('Soul Practitioner', 1)","('Placid Reflux', 1)","('New Pattern Painter / confidence & awareness', 1)","('Behavior Savior', 1)","('Bad Habit Butcher', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
HARDSHIP,"('Problem Primer', 2)","('Hardship Hugger', 2)","('Challenge Ninja', 2)","('VULNERABILITY / Radical self honesty', 1)","('Trigger Auditor', 1)","('Self awareness / confidence to admit', 1)","('Responsibility Baby Stepper', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Problem Soul-ver', 1)","('I-examiner - reactions & behavior', 1)"
HEALING,"('Whole Soul Healer', 2)","('Soul Surgeon', 2)","('Relationship Redeemer', 2)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / admit', 1)","('Spiritual Conquest-ador', 1)","('Sobriety Soulmater', 1)","('Serenity Soulmater', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('RAW SOUL REVEALER / past mistakes', 1)"
HIGHER POWER / confidence,"('Cosmic Ray Receiver', 3)","('Miracle Embracer', 2)","('Faith Flooder', 2)","('Thy Will Be Doner', 1)","('The Benefisher', 1)","('Serenity Soulmater', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Infinity Infuser', 1)","('Higher Power Invoker', 1)","('Grace Moonlighter', 1)"
HIGHER POWER / surrender,"('Soul Synchronizer', 2)","('Faith Flooder', 2)","('Thy Will Be Doner', 1)","('The Wellectrifier', 1)","('Self Harm Alarmer', 1)","('SELF HARM / Warnings', 1)","('Powerholic Healer', 1)","('Peace Pollinator', 1)","('New Pattern Painter', 1)","('Insight Inseminator', 1)"
HOPE,"('Sobriety Soulmater', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / support from others', 1)","('The Empathologist', 1)","('Soul Synchronizer', 1)","('Self Harm Alarmer', 1)","('Progress Painter', 1)","('Peace Pollinator', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('NEW PATTERN PAINTER / motivations', 1)"
HUMOR,"('Sabotage SOS’r', 1)","('Deluge Refuge', 1)","('Crisis Catapulter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
INFLUENCES,"('Bad Influence Bulldozer', 6)","('RELATIONSHIPS / Healthy & supportive', 4)","('Foul Weather Friender', 3)","('Bad Influence Butcher', 3)","(""Self Control 101'r"", 2)","('SELF HARM ALARMER / distance from people', 2)","('RELATIONSHIPS / Build connections & community', 2)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('VULNERABILITY / listen to others', 1)"
INNER / SELF / Inventory,"('VULNERABILITY / admit', 3)","('Self awareness / confidence to admit', 2)","('Inner Soul X-Rayer', 2)","('Deep Down Diver', 2)","('CLOSET CONFESSOR / Inventory', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Soulutionizer', 1)","('The Flawbreaker', 1)"
INNER / SELF / awareness,"('Self Awareness Awakener', 4)","('Self awareness / habits & behavior', 2)","('Reactions Auditor', 2)","('RAW SOUL REVEALER / thoughts', 2)","('Little Hint Listener', 2)","('Instinct Interrogator', 2)","('Inner Soul X-Rayer', 2)","('I-examiner - motivations', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Emotions', 1)"
INNER / SELF / balance,"('WAIT AND SWITCH / Emotions', 2)","('VULNERABILITY / connections', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Urge Auditor', 1)","('Trigger Auditor', 1)","('The Blessifier', 1)","('Shamenesia', 1)","('Self Esteem Elixir', 1)","('SELF HARM ALARMER / distance from people', 1)","('RELATIONSHIPS / Healthy & supportive', 1)"
INNER / SELF / beliefs & insight,"('Inner I-Opener', 3)","('RAW SOUL REVEALER / worthiness', 2)","('I-examiner - reactions & behavior', 2)","('Deep Down Diver', 2)","('CLOSET CONFESSOR / Inventory', 2)","('Belief Superseder', 2)","('ADMIT / Decisions & beliefs', 2)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / share with god', 1)"
INNER / SELF / harmony & inner peace,"('Whole Soul Healer', 3)","('Bliss Kisser', 3)","('Soul Synchronizer', 2)","('Soul Surgeon', 2)","('Serenity Soulmater', 2)","('Serenity Simulator', 2)","('Misery Doctor', 2)","('Inner Wealth Welcomer', 2)","('Inner Soul X-Rayer', 2)","('Inner Light Illuminator', 2)"
INNER / SELF / patterns,"('New Pattern Painter / grit & progress', 3)","('New Pattern Painter / confidence & awareness', 3)","('New Pattern Painter', 3)","('THOUGHTS / aware & examine', 2)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('SELF HARM ALARMER / avoid triggers', 2)","(""Cravings 101'r"", 2)","('Bad Habit Butcher', 2)","('WAIT AND SWITCH / Small steps', 1)"
INNER /SELF / true self,"('Venom Vaporizer', 1)","('Tender Feelings TBH’r', 1)","('Sobriety Soulmater', 1)","('Killer Kickstarter', 1)","('Inner Light Illuminator', 1)","('Ill Feelings Illuminator', 1)","('Cold Turkey Taster', 1)","('COMMITMENT knitter / abstinence confidence', 1)","('ADMIT / Decisions & beliefs', 1)","('Wrong Righter', 0)"
INNER MASTERY / beliefs & awareness,"('I-Examiner', 3)","('Self awareness / confidence to admit', 2)","('NEW PATTERN PAINTER / motivations', 2)","('Little Hint Listener', 2)","('I-examiner - motivations', 2)","('Excuse Exterminator', 2)","('Belief Superseder', 2)","('ADMIT / Decisions & beliefs', 2)","('Values VIP’r', 1)","('VULNERABILITY / mistakes & learning', 1)"
INNER MASTERY / challenge & resilience,"('Void Avoider', 2)","('Soul-ution Finder', 2)","('SELF HARM / Tools', 2)","('Challenge Ninja', 2)","('Adversity Ninja', 2)","('Adversity Avenger', 2)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / mistakes & learning', 1)","('Thy Will Be Doner', 1)","('Thought Auditor', 1)"
INNER MASTERY / self control,"('Trigger Trespasser', 2)","(""Self Control 101'r"", 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Void Avoider', 1)","('Values VIP’r', 1)","(""Triggers 101'r"", 1)","('Trigger X’r', 1)","('Trigger SOS’r', 1)","('Temperance Tester', 1)","('THOUGHTS / positivity', 1)"
INNER MASTERY / strength,"('Inner Power Allower', 4)","('Inner Winner', 2)","('Courage Commander', 2)","('Whole Soul Healer', 1)","('Urge X’r', 1)","('The Procrastina-shunner', 1)","('SELF HARM / Warnings', 1)","('SELF HARM / Self honesty & admit', 1)","('Pain Abstainer', 1)","('Old Belief Butcher', 1)"
INNER MASTERY / take a step back,"('WAIT AND SWITCH / Small steps', 2)","(""Self Control 101'r"", 2)","('The Mindfulizer', 1)","('The Irrita-shunner', 1)","('Soul Proprietor', 1)","('Responsibility Baby Stepper', 1)","('Progress Pollinator', 1)","('Placid Reflux', 1)","('Pink Cloud Clinger', 1)","('Pattern Interrupter', 1)"
INNER MASTERY / tools & processes,"('Self Awareness Awakener', 2)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('Trigger Transformer', 1)","('The Successcalator', 1)","('The Dynamotivator', 1)","('The Control-aholic', 1)","('THOUGHTS / positivity', 1)","('Self awareness / habits & behavior', 1)","('Scary Stepper', 1)"
INNER POWER,"('Worry Washer', 1)","('The Wellectrifier', 1)","('Symbolic Stepper', 1)","('Stress Striker', 1)","('Soul Controller', 1)","('Self Esteem Elixir', 1)","('Reactions Auditor', 1)","('Manic Massager', 1)","('Little Win Welcomer', 1)","('Joy Sweetener', 1)"
INNER POWER / Decisions,"('I-examiner - motivations', 3)","('New Pattern Painter / grit & progress', 2)","('Mentality Mender', 2)","('Compulsion KO’r', 2)","('ADMIT / Decisions & beliefs', 2)","('WAIT AND SWITCH / Small steps', 1)","('Thought Auditor', 1)","('The Procrastina-shunner', 1)","('THOUGHTS / aware & examine', 1)","('Symbolic Stepper', 1)"
INNER POWER / Fears & Strength,"('Adversity Adventurer', 3)","('Addiction AMF’r', 3)","('Challenge Ninja', 2)","('Troubles TBH’r', 1)","('Spiritual Conquest-ador', 1)","('Soul Surgeon', 1)","('Sobriety SOS’r', 1)","('Progress Pollinator', 1)","('Pink Cloud Clinger', 1)","('Mighty Motor Cranker', 1)"
INNER POWER / Self control & willpower,"(""Self Control 101'r"", 4)","('New Pattern Painter / confidence & awareness', 3)","('Urge X’r', 2)","('The Momentumizer ', 2)","('Soul Controller', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Craverade', 2)","('Compulsion KO’r', 2)","('Worry Washer', 1)","('WAIT AND SWITCH / Small steps', 1)"
INNER POWER / Tools,"('WAIT AND SWITCH / Emotions', 2)","('Self awareness / habits & behavior', 2)","('WAIT AND SWITCH / Progress', 1)","('Thought Auditor', 1)","('The Wellifier ', 1)","('THOUGHTS / aware & examine', 1)","('Soul Tuner', 1)","(""Sobriety 101'r"", 1)","('Sober Selfie', 1)","('Relationship Dedamager', 1)"
INNER POWER / Vulnerability,"('RAW SOUL REVEALER / emotions & urges', 2)","('Growth Gardener', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('Bitter Truth Taster', 2)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Namerizer', 1)","('Thy Will Be Doner', 1)","('The Dynamotivator', 1)"
INTUITION,"('THOUGHTS / positivity', 1)","('Opportunity Oompher', 1)","('Inner Winner', 1)","('Illogical Looper', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
JEALOUSY,"('Lack Hacker', 1)","('Judgment Junker', 1)","('Jealousy Jolter', 1)","('Inner I-Opener', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
JOY,"('Joy Kickstarter', 2)","('Endorphin Flooder', 2)","('WAIT AND SWITCH / Emotions', 1)","('Torment Terminator', 1)","('Soul Tuner', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('New Pattern Painter', 1)","('Melancholy Melter', 1)","('Joy Flooder', 1)","('Inner Sun Shiner', 1)"
JUDGMENTS,"('Stigma Stigmatizer', 2)","('Label Eraser', 2)","('Judgment Junker', 2)","('Worthy Soul’r', 1)","('Self Worth Surfer', 1)","('Pride Puffer', 1)","('Mentality Mender', 1)","('Lack Hacker', 1)","('Judgment Jailer', 1)","('Jealousy Jolter', 1)"
LABELS / STIGMA,"('Label Eraser', 4)","('Stigma Striker', 3)","('Stigma Stigmatizer', 3)","('Worthy Soul’r', 2)","('The Destigmatizer', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Label Liberator', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('VULNERABILITY / reach out for help', 1)","('The Hopenotizer', 1)"
LAPSE,"('The Flawbreaker', 1)","('Lapse Lessonizer', 1)","('Inner Power Allower', 1)","('Imperfections TBH', 1)","('Blunder Blesser', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
LONELINESS,"('WAIT AND SWITCH / Emotions', 1)","('SELF HARM ALARMER / distance from people', 1)","('Isolation SOS’r', 1)","('Bad Influence Butcher', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
LOVE ,"('Love Flooder', 2)","('Inner Sun Shiner', 2)","('VULNERABILITY / connections', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Misery Doctor', 1)","('Love Kickstarter', 1)","('Lost Benefit Lamenter', 1)","('Kindness Knitter', 1)","('Ego Eclipser', 1)","('Compassion Weaver', 1)"
MINDSET,"('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('The Mindfulizer', 1)","('Soul Proprietor', 1)","(""Sobriety 101'r"", 1)","(""Self Control 101'r"", 1)","('Regret Refunder', 1)","('Past #2', 1)","('Old Belief Butcher', 1)","('Missi-Un-Impossiblizer ', 1)"
MINDSET / Clear headed,"('Brain Unchainer', 5)","('Damage Doctor', 3)","('Soul Controller', 2)","('Self awareness / habits & behavior', 2)","('Pattern Interrupter', 2)","('Insanity SOS’r', 2)","('Bipolar Coaster', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('Trigger Auditor', 1)"
MINDSET / Future sobriety,"('The Dynamotivator', 5)","('NEW PATTERN PAINTER / motivations', 3)","('NEW LIFE / POSSIBILITIES', 3)","('Sobriety Soulmater', 2)","('SELF HARM / Tools', 2)","('Lost Benefit Lamenter', 2)","('Journey Jazzer', 2)","('Addiction AMF’r', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)"
MINDSET / Perceptions,"('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Purger', 1)","('Thought Auditor', 1)","('THOUGHTS / positivity', 1)","('SELF HARM / Self honesty & admit', 1)","('Rainbow Hunter', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Perspective Detective', 1)"
MINDSET / deal with frustration,"('The De-stress-calator', 1)","('Self Awareness Awakener', 1)","('Ill Feelings Illuminator', 1)","('I-examiner - reactions & behavior', 1)","('Deep Down Diver', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
MINDSET / identify weaknesses,"('Self Awareness Awakener', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Mentality Mender', 2)","(""Cravings 101'r"", 2)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger SOS’r', 1)","('Trigger Auditor', 1)","('Torment Terminator', 1)","('The Defuriator', 1)"
MINDSET / imperfection & acceptance,"('Inner I-Opener', 2)","('Blunder Blesser', 2)","('Blemish Cherisher', 2)","('Worthy Soul’r', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / mistakes & learning', 1)","('Troubles TBH’r', 1)","(""Triggers 101'r"", 1)","('The Flawbreaker', 1)","('The Aggrava-shunner', 1)"
MINDSET / no matter what,"('Killer Kickstarter', 3)","('The Dynamotivator', 2)","('COMMITMENT knitter / above all else', 2)","('Urge Auditor', 1)","('Torment Terminator', 1)","('The Procrastina-shunner', 1)","('Temperance Tester', 1)","('Self Esteem Engineer', 1)","(""Self Control 101'r"", 1)","('SELF HARM ALARMER / avoid triggers', 1)"
MINDSET / obstacles & challenge,"('I-Can-ographer', 4)","('Lazy Zapper', 3)","('Challenge Ninja', 3)","('The Procrastina-shunner', 2)","('SELF HARM / Warnings', 2)","('Problem Primer', 2)","('NeuroTuner', 2)","('Inner Power Allower', 2)","('I-examiner - reactions & behavior', 2)","('Hardship Hugger', 2)"
MINDSET / tolerate discomfort,"('Ill Feelings Illuminator', 3)","('WAIT AND SWITCH / Emotions', 2)","('Compulsion KO’r', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / connections', 1)","('Urge Purger', 1)","('Urge Auditor', 1)","('Trigger SOS’r', 1)","('Torment Terminator', 1)","('The Wellifier ', 1)"
MINDSET / will power,"(""Self Control 101'r"", 2)","('WAIT AND SWITCH / Small steps', 1)","('Trigger X’r', 1)","('Soul Proprietor', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Responsibility Baby Stepper', 1)","('Progress Pollinator', 1)","('Pink Cloud Clinger', 1)","('Lost Benefit Lamenter', 1)","('I-Examiner', 1)"
MONKEY,"('Thought Auditor', 1)","('Self Awareness Awakener', 1)","('Monkey Mind Cleanser', 1)","('Brain Unchainer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
MOODS,"('Moody MF’r', 4)","('Ill Feelings Illuminator', 3)","('Feelings Flipper', 3)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('The Wellifier ', 1)","('The Soulutionizer', 1)","('The Procrastina-shunner', 1)","('The Mindfulizer', 1)","('Temperance Tester', 1)"
MOTIVATION,"('The Procrastina-shunner', 2)","('Lazy Zapper', 2)","('I-examiner - motivations', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('The Soulutionizer', 1)","('The Momentumizer ', 1)","('The Dynamotivator', 1)","('The Benefisher', 1)","('Spiritual Conquest-ador', 1)"
NEGATIVITY,"('VULNERABILITY / reach out for help', 2)","('THOUGHTS / positivity', 2)","('Negativity Negotiator', 2)","('Crisis Catapulter', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)","('The Depre-shunner', 1)","('Sobriety SOS’r', 1)","('Situation Unscrewer', 1)","('Self Awareness Awakener', 1)"
OPTIMISM,"('THOUGHTS / positivity', 3)","('WAIT AND SWITCH / Progress', 1)","('Urge Purger', 1)","('Trigger Transformer', 1)","('The Dynamotivator', 1)","('Scary Stepper', 1)","('Opportunity Oompher', 1)","('Negativity Negotiator', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Moody MF’r', 1)"
OVERWHELM,"('Qualm Quitter', 3)","('Moody MF’r', 2)","('Ill Feelings Illuminator', 2)","('Frenzy Freezer', 2)","('Deluge Refuge', 2)","('Crisis Catapulter', 2)","('VULNERABILITY / share challenges', 1)","('The De-stress-calator', 1)","('Tender Feelings TBH’r', 1)","('Situation Unscrewer', 1)"
PAST,"('Demon Greeter', 2)","('Wellectricity Generator', 1)","('RAW SOUL REVEALER / costs', 1)","('Lost Benefit Lamenter', 1)","('Killer Kickstarter', 1)","('Inner Forgiverizer', 1)","('Gratitude Grower', 1)","('Deep Down Diver', 1)","('CLOSET CONFESSOR / Face truths', 1)","('Bitter Truth Taster', 1)"
PEACE,"('Worthiness Whisperer', 1)","('The Empathologist', 1)","('Soul Synchronizer', 1)","('Serenity Soulmater', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)","('Peace Weaver', 1)","('Peace Flooder', 1)","('Inner Wealth Welcomer', 1)","('Wrong Righter', 0)"
POWERLESSNESS,"('Torment Terminator', 1)","('The De-craverizer', 1)","('The Control-aholic', 1)","('Self awareness / habits & behavior', 1)","('SELF HARM ALARMER / remove from situations', 1)","('SELF HARM / Warnings', 1)","('Powerholic Healer', 1)","('NeuroTuner', 1)","('Inner Motor Motivator', 1)","('I-Examiner', 1)"
PRIDE ,"('Pride Puffer', 2)","('Venom Vaporizer', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Low Vibration Lifter', 1)","('Foul Weather Friender', 1)","('Ego X’r', 1)","('Ego Puffer', 1)","('Bad Influence Bulldozer', 1)","('Arrogance Arrestor', 1)","('Anger Gangster', 1)"
PROGRESS / future & hope,"('WAIT AND SWITCH / Progress', 2)","(""Sobriety 101'r"", 2)","('NEW LIFE / POSSIBILITIES', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Small steps', 1)","('Values VIP’r', 1)","('VULNERABILITY / connections', 1)","('The Procrastina-shunner', 1)","('THOUGHTS / positivity', 1)","('Symbolic Stepper', 1)"
PROGRESS / reactions & behavior,"('VULNERABILITY / reach out for help', 2)","(""Self Control 101'r"", 2)","('New Pattern Painter / confidence & awareness', 2)","('Trigger X’r', 1)","('Thy Will Be Doner', 1)","('The Defuriator', 1)","('The Control-aholic', 1)","('THOUGHTS / aware & examine', 1)","('Soul-ution Finder', 1)","('Soul Controller', 1)"
PROGRESS / rewards & proud,"('The Successcalator', 2)","('Sober Milestoner', 2)","('Behavior Savior', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('Values VIP’r', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / give and receive', 1)","('Symbolic Stepper', 1)","('Soul Controller', 1)"
PROGRESS / start small,"('WAIT AND SWITCH / Small steps', 6)","('Baby Step Embracer', 4)","('Symbolic Stepper', 3)","('Progress Painter', 3)","('WAIT AND SWITCH / Progress', 2)","('The Momentumizer ', 2)","('The Mindfulizer', 2)","(""Sobriety 101'r"", 2)","('Progress Pollinator', 2)","('New Pattern Painter / confidence & awareness', 2)"
PROGRESS / support ,"('VULNERABILITY / support from others', 2)","('WAIT AND SWITCH / Progress', 1)","('Thy Will Be Doner', 1)","('Symbolic Stepper', 1)","('Soul Synchronizer', 1)","(""Sobriety 101'r"", 1)","('RELATIONSHIPS / Build connections & community', 1)","('Progress Pollinator', 1)","('Powerholic Healer', 1)","('Motivation Moonbeamer ', 1)"
REACTIONS,"('Reactions Auditor', 3)","('Placid Reflux', 2)","('Worry Washer', 1)","('Void Avoider', 1)","('The Wellifier ', 1)","('The Soulutionizer', 1)","('The Irrita-shunner', 1)","('Stress Striker', 1)","('Stress Auditor', 1)","('Soul Controller', 1)"
RECONCILIATON,"('Relationship Redeemer', 6)","('Amender Befriender', 4)","('The First Amender', 3)","('Relationship Dedamager', 2)","('Forgiveness Rusher', 2)","('ADMIT / accountability', 2)","('Wrong Righter', 1)","('VULNERABILITY / connections', 1)","('The Empathologist', 1)","('Responsibility 101’r', 1)"
REGRET,"('Wellectricity Generator', 1)","('RAW SOUL REVEALER / costs', 1)","('Lost Benefit Lamenter', 1)","('Inner Forgiverizer', 1)","('Bitter Truth Taster', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
