,1,2,3,4,5,6,7,8,9,10
PROGRESS / reactions & behavior,"('TRIGGERS / tools & techniques', 2)","('MOODS', 2)","('EMOTIONS', 2)","('ANGER', 2)","('WARNINGS / self aware & listen', 1)","('VULNERABILITY / to support my sobriety', 1)","('VULNERABILITY / others who’ve been there', 1)","('URGES / tools & techniques', 1)","('URGES / moods & emotions', 1)","('THOUGHTS', 1)"
PROGRESS / rewards & proud,"('SOBRIETY / celebrate & progress', 2)","('GROWTH / supporting myself', 2)","('WORTHINESS / new life & future', 1)","('WORTHINESS / deserve & rewards', 1)","('SOBRIETY / costs & benefits', 1)","('SOBRIETY / behavior & action', 1)","('SELF ESTEEM / deserve & rewards', 1)","('SELF ESTEEM / courage', 1)","('PROGRESS / start small', 1)","('PROGRESS / future & hope', 1)"
PROGRESS / start small,"('GROWTH / behavior & habits', 4)","('CHANGE / action & behavior', 4)","('BABY STEPS / slow changes', 3)","('BABY STEPS / focus on today', 3)","('BABY STEPS / first steps', 3)","('BABY STEPS / Help & support', 3)","('WORTHINESS / new life & future', 2)","('VULNERABILITY / learning and mistakes', 2)","('CONFIDENCE /  hope & future', 2)","('COMMITMENTS', 2)"
PROGRESS / support ,"('GROWTH / motivation & boosts', 2)","('COMMUNITY / Meetings & groups', 2)","('VULNERABILITY / to support my sobriety', 1)","('VULNERABILITY / others who’ve been there', 1)","('TRUTH / Admit addiction', 1)","('SOBRIETY / behavior & action', 1)","('RESPONSIBILITY', 1)","('INNER POWER / Vulnerability', 1)","('HIGHER POWER / surrender', 1)","('GROWTH / willing to change', 1)"
REACTIONS,"('STRESS', 3)","('TRIGGERS / tools & techniques', 2)","('NEGATIVITY', 2)","('INNER MASTERY / tools & processes', 2)","('BELIEFS', 2)","('WORTHINESS / self love & acceptance', 1)","('VULNERABILITY / learning and mistakes', 1)","('URGES / tools & techniques', 1)","('SOBRIETY / behavior & action', 1)","('SITUATIONS', 1)"
RECONCILIATON,"('AMENDS', 9)","('ACCOUNTABILITY / Amends', 6)","('CONFESSION / apology & forgiveness', 5)","('CONFLICT', 4)","('CONFESSION / damage & hurt', 3)","('ANGER', 3)","('VULNERABILITY / Connection', 2)","('RESPONSIBILITY', 2)","('PEACE', 2)","('INNER / SELF / patterns', 2)"
REGRET,"('TRUTH / Costs', 1)","('PAST', 1)","('BENEFITS / COSTS', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WORRY', 0)","('WARNINGS / self aware & listen', 0)"
RELAPSE,"('WARNINGS / self aware & listen', 1)","('WARNINGS / Relapse & tools', 1)","('WARNINGS / Avoid triggers', 1)","('VULNERABILITY / to support my sobriety', 1)","('VULNERABILITY / learning and mistakes', 1)","('TRIGGERS / tools & techniques', 1)","('TRIGGERS / awareness', 1)","('SABOTAGE', 1)","('MINDSET / obstacles & challenge', 1)","('INNER MASTERY / strength', 1)"
RESILIENCE / discomfort,"('MINDSET / tolerate discomfort', 2)","('INNER MASTERY / tools & processes', 2)","('GROWTH / learning & mistakes', 2)","('SOBRIETY / costs & benefits', 1)","('RECONCILIATON', 1)","('MINDSET / obstacles & challenge', 1)","('MINDSET / Future sobriety', 1)","('INNER POWER / Tools', 1)","('INNER POWER / Fears & Strength', 1)","('INNER MASTERY / strength', 1)"
RESILIENCE / reaction & behavior,"('CONFLICT', 3)","('TRIGGERS / awareness', 2)","('MINDSET / tolerate discomfort', 2)","('INNER MASTERY / tools & processes', 2)","('INNER / SELF / patterns', 2)","('CONFIDENCE / action & behavior', 2)","('CONFIDENCE /  obstacles & challenge', 2)","('ANGER', 2)","('AGONY', 2)","('VULNERABILITY / learning and mistakes', 1)"
RESILIENCE / will power,"('URGES / support & help', 1)","('URGES / moods & emotions', 1)","('TRIGGERS / tools & techniques', 1)","('STRESS', 1)","('SOBRIETY', 1)","('POWERLESSNESS', 1)","('MINDSET / identify weaknesses', 1)","('CRAVINGS / will power & tools', 1)","('CONFIDENCE /  obstacles & challenge', 1)","('COMMUNITY / ask for assistance', 1)"
RESPONSIBILITY,"('ACCOUNTABILITY / Own up', 7)","('ACCOUNTABILITY / De-blame', 5)","('TRUTH / Inventory', 3)","('CONFESSION / damage & hurt', 3)","('BLAME', 3)","('RECONCILIATON', 2)","('INNER POWER / Decisions', 2)","('GROWTH / learning & mistakes', 2)","('EXCUSES', 2)","('CONFIDENCE /  obstacles & challenge', 2)"
SABOTAGE,"('WARNINGS / Relapse & tools', 2)","('WARNINGS / Avoid triggers', 2)","('VULNERABILITY / others who’ve been there', 1)","('TRUTH / dark past', 1)","('RELAPSE', 1)","('POWERLESSNESS', 1)","('EXCUSES', 1)","('DEMONS', 1)","('CONFESSION / denial', 1)","('BINGE', 1)"
SELF ESTEEM / behavior,"('GROWTH / behavior & habits', 1)","('CHANGE / self love & true self', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WORRY', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)"
SELF ESTEEM / beliefs,"('JUDGMENTS', 2)","('TRIGGERS / tools & techniques', 1)","('REACTIONS', 1)","('OPTIMISM', 1)","('MINDSET / imperfection & acceptance', 1)","('MINDSET / Perceptions', 1)","('LABELS / STIGMA', 1)","('INNER POWER / Vulnerability', 1)","('INNER MASTERY / beliefs & awareness', 1)","('CONFIDENCE /  hope & future', 1)"
SELF ESTEEM / courage,"('WORTHINESS / deserve & rewards', 1)","('TRUTH / Admit addiction', 1)","('SOBRIETY / maintaining & will power', 1)","('PROGRESS / rewards & proud', 1)","('POWERLESSNESS', 1)","('LABELS / STIGMA', 1)","('INNER / SELF / Inventory', 1)","('CONFESSION', 1)","('COMMUNITY / sharing', 1)","('BABY STEPS / Accomplishments', 1)"
SELF ESTEEM / deserve & rewards,"('WORTHINESS / deserve & rewards', 1)","('SHAME', 1)","('PROGRESS / rewards & proud', 1)","('GROWTH / proud', 1)","('FREEDOM / future & growth', 1)","('ABSTINENCE', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / connections & sharing', 0)"
SERENITY,"('INNER / SELF / harmony & inner peace', 4)","('FREEDOM / past & let go', 3)","('GOD / reach out', 2)","('WORTHINESS / self love & acceptance', 1)","('TRUST', 1)","('SOBRIETY / behavior & action', 1)","('MINDSET / Future sobriety', 1)","('INNER / SELF / patterns', 1)","('INNER / SELF / awareness', 1)","('HIGHER POWER / confidence', 1)"
SHAME,"('VULNERABILITY / learning and mistakes', 2)","('WORTHINESS / new life & future', 1)","('WORTHINESS / deserve & rewards', 1)","('WARNINGS / Relapse & tools', 1)","('VULNERABILITY / to support my sobriety', 1)","('URGES / moods & emotions', 1)","('SELF ESTEEM / deserve & rewards', 1)","('MINDSET / imperfection & acceptance', 1)","('INNER / SELF / balance', 1)","('DENIAL', 1)"
SITUATIONS,"('WARNINGS / Avoid triggers', 1)","('RESILIENCE / reaction & behavior', 1)","('REACTIONS', 1)","('NEGATIVITY', 1)","('MINDSET / obstacles & challenge', 1)","('MINDSET / imperfection & acceptance', 1)","('INNER MASTERY / challenge & resilience', 1)","('INFLUENCES', 1)","('CONTROL', 1)","('CONFIDENCE /  obstacles & challenge', 1)"
SOBRIETY,"('RESILIENCE / will power', 1)","('PROGRESS / start small', 1)","('POWERLESSNESS', 1)","('CRAVINGS / will power & tools', 1)","('CONFIDENCE /  obstacles & challenge', 1)","('BABY STEPS / first steps', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)"
SOBRIETY / behavior & action,"('TRIGGERS / awareness', 3)","('FREEDOM / tools & strategies', 3)","('MINDSET / Future sobriety', 2)","('INNER POWER / Tools', 2)","('GROWTH / supporting myself', 2)","('GROWTH / behavior & habits', 2)","('CONFLICT', 2)","('COMMUNITY / Meetings & groups', 2)","('WARNINGS / self aware & listen', 1)","('WARNINGS / Relapse & tools', 1)"
SOBRIETY / celebrate & progress,"('MINDSET / Clear headed', 3)","('GROWTH / successes', 3)","('FREEDOM / future & growth', 3)","('PROGRESS / rewards & proud', 2)","('PROGRESS / future & hope', 2)","('INNER / SELF / awareness', 2)","('GROWTH / celebrate', 2)","('GRATITUDE / progress & growth', 2)","('GRATITUDE / opportunities', 2)","('FREEDOM / peace & harmony', 2)"
SOBRIETY / costs & benefits,"('CHANGE / motivations', 4)","('CHANGE / mental confidence', 4)","('ABSTINENCE', 3)","('MINDSET / Future sobriety', 2)","('INNER / SELF / beliefs & insight', 2)","('CONFIDENCE /  obstacles & challenge', 2)","('CHANGE / courage', 2)","('CHANGE / beliefs', 2)","('WORTHINESS / new life & future', 1)","('WARNINGS / self aware & listen', 1)"
SOBRIETY / maintaining & will power,"('ABSTINENCE', 5)","('WARNINGS / Avoid triggers', 2)","('MINDSET / will power', 2)","('INNER POWER / Self control & willpower', 2)","('INNER MASTERY / self control', 2)","('GROWTH / motivation & boosts', 2)","('FREEDOM / tools & strategies', 2)","('COMMITMENTS', 2)","('BABY STEPS / slow changes', 2)","('WARNINGS / Relapse & tools', 1)"
STRESS,"('OVERWHELM', 4)","('TRIGGERS / awareness', 3)","('REACTIONS', 3)","('TRIGGERS / tools & techniques', 2)","('MOODS', 2)","('MINDSET / deal with frustration', 2)","('WARNINGS / self aware & listen', 1)","('URGES / moods & emotions', 1)","('RESILIENCE / will power', 1)","('NEGATIVITY', 1)"
THOUGHTS,"('NEGATIVITY', 3)","('MINDSET / Future sobriety', 2)","('INNER / SELF / beliefs & insight', 2)","('DEMONS', 2)","('CHANGE / beliefs', 2)","('BELIEFS', 2)","('WORTHINESS / self love & acceptance', 1)","('WORTHINESS / help', 1)","('WORTHINESS / deserve & rewards', 1)","('WARNINGS / self aware & listen', 1)"
TRIGGERS / awareness,"('WARNINGS / Avoid triggers', 4)","('WARNINGS / self aware & listen', 3)","('URGES / moods & emotions', 3)","('STRESS', 3)","('SOBRIETY / behavior & action', 3)","('MINDSET / identify weaknesses', 3)","('WARNINGS / Relapse & tools', 2)","('RESILIENCE / reaction & behavior', 2)","('EMOTIONS', 2)","('ABSTINENCE', 2)"
TRIGGERS / confidence & strength,"('MINDSET / will power', 2)","('INNER POWER / Tools', 2)","('INNER POWER / Self control & willpower', 2)","('INNER / SELF / awareness', 2)","('WORTHINESS / new life & future', 1)","('WARNINGS / Avoid triggers', 1)","('URGES / tools & techniques', 1)","('SOBRIETY / maintaining & will power', 1)","('SOBRIETY / celebrate & progress', 1)","('RESPONSIBILITY', 1)"
TRIGGERS / tools & techniques,"('WARNINGS / Avoid triggers', 3)","('CONFLICT', 3)","('STRESS', 2)","('REACTIONS', 2)","('PROGRESS / reactions & behavior', 2)","('MINDSET / tolerate discomfort', 2)","('MINDSET / obstacles & challenge', 2)","('INNER MASTERY / self control', 2)","('INNER MASTERY / challenge & resilience', 2)","('GROWTH / learning & mistakes', 2)"
TRUST,"('WORTHINESS / self love & acceptance', 1)","('THOUGHTS', 1)","('SOBRIETY / behavior & action', 1)","('SERENITY', 1)","('NEGATIVITY', 1)","('MOODS', 1)","('INNER / SELF / harmony & inner peace', 1)","('GOD / thy will', 1)","('FREEDOM / past & let go', 1)","('FAITH', 1)"
TRUTH / Admit addiction,"('VULNERABILITY / Show true self', 3)","('CONFESSION / powerlessness', 3)","('CONFESSION / denial', 3)","('CONFESSION / admit', 3)","('INNER POWER / Vulnerability', 2)","('GOD / reach out', 2)","('EXCUSES', 2)","('COMMUNITY / Meetings & groups', 2)","('WORTHINESS / new life & future', 1)","('VULNERABILITY / others who’ve been there', 1)"
TRUTH / Costs,"('CONFESSION / damage & hurt', 3)","('CHANGE / motivations', 3)","('VULNERABILITY / Connection', 2)","('GROWTH / willing to change', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / dark past', 1)","('SOBRIETY / costs & benefits', 1)","('REGRET', 1)","('PAST', 1)","('MINDSET / no matter what', 1)"
TRUTH / Inventory,"('RESPONSIBILITY', 3)","('CONFESSION / denial', 3)","('ACCOUNTABILITY / Own up', 3)","('INNER / SELF / beliefs & insight', 2)","('CONFESSION / damage & hurt', 2)","('CONFESSION / admit', 2)","('ACCOUNTABILITY / De-blame', 2)","('VULNERABILITY / learning and mistakes', 1)","('VULNERABILITY / Show true self', 1)","('TRIGGERS / awareness', 1)"
TRUTH / dark past,"('DEAD END', 3)","('CONFESSION / denial', 3)","('CONFESSION / damage & hurt', 3)","('ACCOUNTABILITY / damage confess', 3)","('POWERLESSNESS', 2)","('EXCUSES', 2)","('DEMONS', 2)","('CONFIDENCE /  obstacles & challenge', 2)","('CONFESSION / admit', 2)","('WORTHINESS / help', 1)"
TRUTH / self honesty,"('VULNERABILITY / Show true self', 3)","('CONFESSION / denial', 3)","('VULNERABILITY / learning and mistakes', 2)","('MINDSET / Perceptions', 2)","('EMOTIONS', 2)","('DELUSION', 2)","('BLAME', 2)","('WORTHINESS / self love & acceptance', 1)","('WORTHINESS / connections & sharing', 1)","('WARNINGS / Relapse & tools', 1)"
URGES / moods & emotions,"('WARNINGS / Relapse & tools', 4)","('TRIGGERS / awareness', 3)","('WARNINGS / Avoid triggers', 2)","('VULNERABILITY / to support my sobriety', 2)","('MINDSET / Clear headed', 2)","('INNER MASTERY / tools & processes', 2)","('INNER / SELF / Inventory', 2)","('BINGE', 2)","('VULNERABILITY / others who’ve been there', 1)","('STRESS', 1)"
URGES / support & help,"('VULNERABILITY / to support my sobriety', 1)","('VULNERABILITY / learning and mistakes', 1)","('TRUTH / self honesty', 1)","('RESILIENCE / will power', 1)","('PROGRESS / start small', 1)","('HABITS', 1)","('CONFESSION / admit', 1)","('COMMUNITY / ask for assistance', 1)","('COMMUNITY / Meetings & groups', 1)","('BEHAVIOR', 1)"
URGES / tools & techniques,"('INNER POWER / Self control & willpower', 4)","('WARNINGS / Avoid triggers', 2)","('MINDSET / will power', 2)","('MINDSET / tolerate discomfort', 2)","('MINDSET / obstacles & challenge', 2)","('FREEDOM / tools & strategies', 2)","('CRAVINGS / will power & tools', 2)","('VULNERABILITY / Show true self', 1)","('TRIGGERS / tools & techniques', 1)","('TRIGGERS / confidence & strength', 1)"
VALUES,"('WORTHINESS / connections & sharing', 1)","('SOBRIETY / celebrate & progress', 1)","('SOBRIETY / behavior & action', 1)","('INNER / SELF / patterns', 1)","('INNER / SELF / harmony & inner peace', 1)","('INNER / SELF / balance', 1)","('INNER / SELF / awareness', 1)","('GROWTH / behavior & habits', 1)","('GRATITUDE / progress & growth', 1)","('CRAVINGS / vulnerability & learning', 1)"
VULNERABILITY / Connection,"('COMMUNITY / healthy relationships', 7)","('WORTHINESS / help', 2)","('TRUTH / Costs', 2)","('RECONCILIATON', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / dark past', 1)","('PROGRESS / future & hope', 1)","('JOY', 1)","('INNER / SELF / balance', 1)","('GROWTH / willing to change', 1)"
VULNERABILITY / Show true self,"('WORTHINESS / help', 3)","('TRUTH / self honesty', 3)","('TRUTH / Admit addiction', 3)","('CONFIDENCE / acceptance & worth', 3)","('CONFESSION / admit', 3)","('INNER / SELF / harmony & inner peace', 2)","('DEMONS', 2)","('DELUSION', 2)","('CONFESSION / denial', 2)","('COMMUNITY / ask for assistance', 2)"
VULNERABILITY / learning and mistakes,"('ACCOUNTABILITY / Own up', 4)","('WARNINGS / Relapse & tools', 3)","('TRUTH / self honesty', 2)","('SHAME', 2)","('PROGRESS / start small', 2)","('GOD / reach out', 2)","('CONFESSION / apology & forgiveness', 2)","('COMMUNITY / listen to guidance', 2)","('BINGE', 2)","('WORTHINESS / help', 1)"
VULNERABILITY / others who’ve been there,"('COMMUNITY / ask for assistance', 5)","('COMPASSION', 3)","('DEMONS', 2)","('WORTHINESS / help', 1)","('WORTHINESS / connections & sharing', 1)","('WARNINGS / Avoid triggers', 1)","('URGES / moods & emotions', 1)","('TRUTH / self honesty', 1)","('TRUTH / Admit addiction', 1)","('THOUGHTS', 1)"
VULNERABILITY / to support my sobriety,"('BABY STEPS / Help & support', 4)","('GOD / reach out', 3)","('CONTROL', 3)","('COMMUNITY / Meetings & groups', 3)","('URGES / moods & emotions', 2)","('GROWTH / motivation & boosts', 2)","('EGO', 2)","('CONFESSION / admit', 2)","('COMMUNITY / sharing', 2)","('COMMUNITY / healthy relationships', 2)"
VULNERABILITY / worthy,"('WORTHINESS / help', 1)","('WORTHINESS / connections & sharing', 1)","('MINDSET / obstacles & challenge', 1)","('INNER / SELF / beliefs & insight', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / deserve & rewards', 0)","('WORRY', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)"
WARNINGS / Avoid triggers,"('ABSTINENCE', 5)","('TRIGGERS / awareness', 4)","('TRIGGERS / tools & techniques', 3)","('INFLUENCES', 3)","('URGES / tools & techniques', 2)","('URGES / moods & emotions', 2)","('SOBRIETY / maintaining & will power', 2)","('SABOTAGE', 2)","('MINDSET / will power', 2)","('MINDSET / identify weaknesses', 2)"
WARNINGS / Relapse & tools,"('BINGE', 5)","('URGES / moods & emotions', 4)","('VULNERABILITY / learning and mistakes', 3)","('TRIGGERS / awareness', 2)","('SABOTAGE', 2)","('LAPSE', 2)","('INNER POWER / Self control & willpower', 2)","('CONFESSION / denial', 2)","('COMMITMENTS', 2)","('WARNINGS / Avoid triggers', 1)"
WARNINGS / self aware & listen,"('TRIGGERS / awareness', 3)","('MINDSET / tolerate discomfort', 3)","('MINDSET / identify weaknesses', 3)","('NEGATIVITY', 2)","('MOODS', 2)","('INNER MASTERY / beliefs & awareness', 2)","('INNER / SELF / awareness', 2)","('CRAVINGS / vulnerability & learning', 2)","('CONFESSION / powerlessness', 2)","('COMMUNITY / listen to guidance', 2)"
WORRY,"('MINDSET / identify weaknesses', 1)","('CONFIDENCE / action & behavior', 1)","('WORTHINESS / self love & acceptance', 0)","('WORTHINESS / new life & future', 0)","('WORTHINESS / help', 0)","('WORTHINESS / deserve & rewards', 0)","('WORTHINESS / connections & sharing', 0)","('WORRY', 0)","('WARNINGS / self aware & listen', 0)","('WARNINGS / Relapse & tools', 0)"
WORTHINESS / connections & sharing,"('COMMUNITY / connection with others', 5)","('GIVING / GENEROSITY', 4)","('GRATITUDE / for others', 3)","('COMMUNITY / healthy relationships', 3)","('LABELS / STIGMA', 2)","('JUDGMENTS', 2)","('INNER / SELF / beliefs & insight', 2)","('INFLUENCES', 2)","('HEALING', 2)","('EGO', 2)"
WORTHINESS / deserve & rewards,"('THOUGHTS', 1)","('SOBRIETY / celebrate & progress', 1)","('SHAME', 1)","('SELF ESTEEM / deserve & rewards', 1)","('SELF ESTEEM / courage', 1)","('PROGRESS / rewards & proud', 1)","('MOTIVATION', 1)","('MINDSET / Future sobriety', 1)","('LABELS / STIGMA', 1)","('JUDGMENTS', 1)"
WORTHINESS / help,"('VULNERABILITY / Show true self', 3)","('COMMUNITY / ask for assistance', 3)","('VULNERABILITY / Connection', 2)","('CONFESSION / powerlessness', 2)","('COMMUNITY / healthy relationships', 2)","('BABY STEPS / Help & support', 2)","('VULNERABILITY / worthy', 1)","('VULNERABILITY / to support my sobriety', 1)","('VULNERABILITY / others who’ve been there', 1)","('VULNERABILITY / learning and mistakes', 1)"
WORTHINESS / new life & future,"('FREEDOM / peace & harmony', 3)","('FREEDOM / future & growth', 3)","('CONFIDENCE /  hope & future', 3)","('PROGRESS / start small', 2)","('INNER POWER / Decisions', 2)","('GROWTH / willing to change', 2)","('GRATITUDE / for self', 2)","('GOD / thy will', 2)","('FREEDOM / past & let go', 2)","('CHANGE / self love & true self', 2)"
WORTHINESS / self love & acceptance,"('INNER / SELF / harmony & inner peace', 4)","('FREEDOM / future & growth', 3)","('MINDSET / imperfection & acceptance', 2)","('CHANGE / mental confidence', 2)","('WORTHINESS / connections & sharing', 1)","('TRUTH / self honesty', 1)","('TRUST', 1)","('THOUGHTS', 1)","('SERENITY', 1)","('REACTIONS', 1)"
