,1,2,3,4,5,6,7,8,9,10
GROWTH / behavior & habits,"('New Pattern Painter', 7)","('Bad Habit Butcher', 6)","('New Pattern Painter / grit & progress', 5)","('Self awareness / habits & behavior', 4)","('WAIT AND SWITCH / Small steps', 3)","('WAIT AND SWITCH / Progress', 3)","('SELF HARM / Tools', 3)","('Progress Painter', 3)","('Values VIP’r', 2)","('Soul Controller', 2)"
GROWTH / celebrate,"('Symbolic Stepper', 3)","('Journey Jazzer', 3)","('Gratitude Flooder', 3)","('Joy Sweetener', 2)","('Joy Kickstarter', 2)","('Endorphin Flooder', 2)","('Worthy Soul’r', 1)","('The Blessifier', 1)","('Sober Selfie', 1)","('Sober Milestoner', 1)"
GROWTH / goals & future,"('WAIT AND SWITCH / Progress', 2)","('Sobriety Soulmater', 2)","('Rainbow Hunter', 2)","('Finish Line Forgetter', 2)","('Void Avoider', 1)","('Symbolic Stepper', 1)","(""Sobriety 101'r"", 1)","('Progress Pollinator', 1)","('Progress Painter', 1)","('NEW PATTERN PAINTER / motivations', 1)"
GROWTH / gratitude,"('Gratitude Flooder', 2)","('Blessings Detector', 2)","('VULNERABILITY / mistakes & learning', 1)","('The Mindfulizer', 1)","('The Blessifier', 1)","('Peace Flooder', 1)","('New Pattern Painter / confidence & awareness', 1)","('Little Win Welcomer', 1)","('Joy Sweetener', 1)","('Joy Kickstarter', 1)"
GROWTH / learning & mistakes,"('VULNERABILITY / mistakes & learning', 10)","('Killer Kickstarter', 5)","('Addiction AMF’r', 3)","('SELF HARM / Self honesty & admit', 2)","('Responsibility 101’r', 2)","('Relationship Redeemer', 2)","('Little Hint Listener', 2)","('Lapse Lessonizer', 2)","('Insight Inseminator', 2)","('Hurtle Hugger', 2)"
GROWTH / motivation & boosts,"('The Dynamotivator', 5)","('Ever Evolving Flower', 4)","('Symbolic Stepper', 3)","('Killer Kickstarter', 3)","('Addiction AMF’r', 3)","('RELATIONSHIPS / Build connections & community', 2)","('Opportunity Oompher', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Motivation Moonbeamer ', 2)","('Moonlight Motivator', 2)"
GROWTH / proud,"('Inner Winner', 3)","('Ever Evolving Flower', 3)","('Worthy Soul’r', 2)","('Sober Selfie', 2)","('Rainbow Hunter', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Inner Freedom Forager', 2)","('The Hopenotizer', 1)","('The Dynamotivator', 1)","('The Blessifier', 1)"
GROWTH / successes,"('The Successcalator', 4)","('Symbolic Stepper', 2)","('Inner Winner', 2)","('Addiction AMF’r', 2)","('WAIT AND SWITCH / Small steps', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)","('Trigger Trespasser', 1)","('The Dynamotivator', 1)","('Tender Feelings TBH’r', 1)"
GROWTH / supporting myself,"('New Pattern Painter / confidence & awareness', 4)","('New Pattern Painter', 4)","('WAIT AND SWITCH / Progress', 3)","('SELF HARM / Tools', 3)","('Behavior Savior', 3)","('The Momentumizer ', 2)","(""Sobriety 101'r"", 2)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Placid Reflux', 2)"
GROWTH / true self,"('Ever Evolving Flower', 3)","('Whole Soul Healer', 2)","('VULNERABILITY / Radical self honesty', 2)","('Spiritual Conquest-ador', 2)","('Growth Gardener', 2)","('Void Avoider', 1)","('Torment Terminator', 1)","('The Debinger', 1)","('The Blessifier', 1)","('Tender Feelings TBH’r', 1)"
GROWTH / willing to change,"('WAIT AND SWITCH / Progress', 2)","('VULNERABILITY / Radical self honesty', 2)","('Torment Terminator', 2)","('Rainbow Hunter', 2)","('Lost Benefit Lamenter', 2)","('Inner Motor Motivator', 2)","('Denial Denyer', 2)","('Dead End Defier ', 2)","('Cold Turkey Taster', 2)","('CLOSET CONFESSOR / Face truths', 2)"
GUILT,"('Guilt Refunder', 2)","('Amender Befriender', 2)","('Self Unscrewer', 1)","('SELF HARM / Self honesty & admit', 1)","('Responsibility Rippler', 1)","('Relationship Redeemer', 1)","('Relationship Dedamager', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Memory Rinser', 1)","('Forgiveness Rusher', 1)"
HABITS,"('New Pattern Painter / confidence & awareness', 4)","('Bad Habit Butcher', 3)","('Self awareness / habits & behavior', 2)","('Placid Reflux', 2)","('Inner Anointer', 2)","('Behavior Savior', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Urge Purger', 1)","('Soul Practitioner', 1)"
HARDSHIP,"('Problem Primer', 2)","('Hardship Hugger', 2)","('Challenge Ninja', 2)","('VULNERABILITY / Radical self honesty', 1)","('Trigger Auditor', 1)","('Self awareness / confidence to admit', 1)","('Responsibility Baby Stepper', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Quarrel Quasher', 1)","('Problem Soul-ver', 1)"
HEALING,"('Whole Soul Healer', 6)","('Relationship Redeemer', 4)","('Healing #2', 3)","('Damage Doctor', 3)","('Spiritual Conquest-ador', 2)","('Soul Surgeon', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('Inner Soul X-Rayer', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)"
HIGHER POWER / confidence,"('Cosmic Ray Receiver', 3)","('Miracle Embracer', 2)","('Higher Power Invoker', 2)","('Faith Flooder', 2)","('VULNERABILITY / reach out for help', 1)","('Thy Will Be Doner', 1)","('The Benefisher', 1)","('Serenity Soulmater', 1)","('Pride Puffer', 1)","('NEW LIFE / POSSIBILITIES', 1)"
HIGHER POWER / surrender,"('Higher Power Invoker', 6)","('Soul Synchronizer', 3)","('Insight Inseminator', 3)","('God Grounder', 3)","('Faith Flooder', 3)","('Thy Will Be Doner', 2)","('SELF HARM / Warnings', 2)","('Peace Pollinator', 2)","('New Pattern Painter', 2)","('Grace Moonlighter', 2)"
HOPE,"('God Grounder', 3)","('Thy Will Be Doner', 2)","('Sobriety Soulmater', 2)","('Gratitude Goosebumper', 2)","('Almighty Alchemizer', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / support from others', 1)","('The Empathologist', 1)","('Soul Synchronizer', 1)","('Soul Survivor', 1)"
HUMOR,"('Self Esteem Elixir', 1)","('Sabotage SOS’r', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Deluge Refuge', 1)","('Crisis Catapulter', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
INFLUENCES,"('Bad Influence Butcher', 7)","('Bad Influence Bulldozer', 6)","('RELATIONSHIPS / Healthy & supportive', 5)","('SELF HARM ALARMER / avoid triggers', 3)","('Foul Weather Friender', 3)","(""Self Control 101'r"", 2)","('SELF HARM ALARMER / distance from people', 2)","('RELATIONSHIPS / Build connections & community', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)"
INNER / SELF / Inventory,"('CLOSET CONFESSOR / Inventory', 7)","('VULNERABILITY / admit', 4)","('Self awareness / confidence to admit', 4)","('Self Awareness Awakener', 3)","('I-Examiner', 3)","('Deep Down Diver', 3)","('ADMIT / honesty', 3)","('VULNERABILITY / mistakes & learning', 2)","('VULNERABILITY / Radical self honesty', 2)","('Thought Auditor', 2)"
INNER / SELF / awareness,"('Self Awareness Awakener', 6)","('VULNERABILITY / Radical self honesty', 3)","('Soul Tuner', 3)","('Self awareness / habits & behavior', 3)","('Reactions Auditor', 3)","('Little Hint Listener', 3)","('Whole Soul Healer', 2)","('THOUGHTS / aware & examine', 2)","('RAW SOUL REVEALER / thoughts', 2)","('RAW SOUL REVEALER / emotions & urges', 2)"
INNER / SELF / balance,"('Placid Reflux', 3)","('WAIT AND SWITCH / Emotions', 2)","('VULNERABILITY / connections', 2)","('Self Esteem Elixir', 2)","('RELATIONSHIPS / Build connections & community', 2)","('NEW PATTERN PAINTER / motivations', 2)","('I-examiner - reactions & behavior', 2)","('Behavior Savior', 2)","('Victim Vaccinator', 1)","('Values VIP’r', 1)"
INNER / SELF / beliefs & insight,"('VULNERABILITY / mistakes & learning', 3)","('Inner I-Opener', 3)","('Self Esteem Elixir', 2)","('RAW SOUL REVEALER / worthiness', 2)","('Perspective Detective', 2)","('Mentality Mender', 2)","('Inner Soul X-Rayer', 2)","('I-examiner - reactions & behavior', 2)","('I-Examiner', 2)","('Grace Moonlighter', 2)"
INNER / SELF / harmony & inner peace,"('Bliss Kisser', 5)","('Whole Soul Healer', 3)","('Inner Light Illuminator', 3)","('Worthiness Whisperer', 2)","('The Mindfulizer', 2)","('Soul Synchronizer', 2)","('Soul Surgeon', 2)","('Serenity Soulmater', 2)","('Serenity Simulator', 2)","('Self Esteem Elixir', 2)"
INNER / SELF / patterns,"('New Pattern Painter', 5)","('THOUGHTS / aware & examine', 3)","('Self awareness / habits & behavior', 3)","('New Pattern Painter / grit & progress', 3)","('New Pattern Painter / confidence & awareness', 3)","(""Cravings 101'r"", 3)","(""Self Control 101'r"", 2)","('Self Awareness Awakener', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('SELF HARM / Tools', 2)"
INNER /SELF / true self,"('Whole Soul Healer', 2)","('Tender Feelings TBH’r', 2)","('Killer Kickstarter', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / admit', 1)","('The Blessifier', 1)","('Sobriety Soulmater', 1)","('Self Esteem Elixir', 1)","('RAW SOUL REVEALER / trust others', 1)"
INNER MASTERY / beliefs & awareness,"('Self awareness / confidence to admit', 4)","('I-examiner - motivations', 4)","('I-Examiner', 4)","('CLOSET CONFESSOR / Inventory', 4)","('ADMIT / Decisions & beliefs', 4)","('Self Awareness Awakener', 3)","('Inner Soul X-Rayer', 3)","('VULNERABILITY / mistakes & learning', 2)","('VULNERABILITY / Radical self honesty', 2)","('THOUGHTS / aware & examine', 2)"
INNER MASTERY / challenge & resilience,"('Adversity Ninja', 4)","('Temperance Tester', 3)","('Challenge Ninja', 3)","('Adversity Avenger', 3)","('Void Avoider', 2)","('Soul-ution Finder', 2)","('SELF HARM / Tools', 2)","('Problem Soul-ver', 2)","('Mighty Motor Cranker', 2)","('Cold Turkey Taster', 2)"
INNER MASTERY / perceptions,"('Blunder Blesser', 2)","('Belief Superseder', 2)","('THOUGHTS / aware & examine', 1)","('Situation Unscrewer', 1)","('Reactions Auditor', 1)","('Problem Primer', 1)","('Opportunity Oompher', 1)","('Missi-Un-Impossiblizer ', 1)","('Mentality Mender', 1)","('Inner Guru Guarder', 1)"
INNER MASTERY / self control,"(""Self Control 101'r"", 4)","('Trigger Trespasser', 3)","('SELF HARM ALARMER / avoid triggers', 3)","('COMMITMENT knitter / above all else', 3)","('Void Avoider', 2)","('Values VIP’r', 2)","('Soul Controller', 2)","('Self awareness / habits & behavior', 2)","('New Pattern Painter / grit & progress', 2)","('Compulsion KO’r', 2)"
INNER MASTERY / strength,"('Inner Power Allower', 5)","('Inner Winner', 3)","('Courage Commander', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('Whole Soul Healer', 1)","('VULNERABILITY / reach out for help', 1)","('Urge X’r', 1)","('The Procrastina-shunner', 1)","('SELF HARM / Warnings', 1)","('SELF HARM / Self honesty & admit', 1)"
INNER MASTERY / take a step back,"(""Self Control 101'r"", 4)","('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('Urge Auditor', 1)","('The Mindfulizer', 1)","('The Irrita-shunner', 1)","('Soul Proprietor', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)"
INNER MASTERY / tools & processes,"('I-examiner - reactions & behavior', 4)","('Self awareness / habits & behavior', 3)","('Self Awareness Awakener', 3)","('Urge Auditor', 2)","('SELF HARM / Warnings', 2)","('SELF HARM / Tools', 2)","('I-Can-ographer', 2)","('Behavior Savior', 2)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)"
INNER POWER,"('Inner Winner', 2)","('Inner Power Allower', 2)","('Worry Washer', 1)","('VULNERABILITY / reach out for help', 1)","('The Wellectrifier', 1)","('Symbolic Stepper', 1)","('Stress Striker', 1)","('Soul Controller', 1)","('Self Esteem Elixir', 1)","('Reactions Auditor', 1)"
INNER POWER / Decisions,"('I-examiner - motivations', 4)","('ADMIT / Decisions & beliefs', 4)","('New Pattern Painter / grit & progress', 2)","('Mentality Mender', 2)","('Compulsion KO’r', 2)","('Wrong Righter', 1)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / mistakes & learning', 1)","('Thought Auditor', 1)"
INNER POWER / Fears & Strength,"('Adversity Adventurer', 3)","('Addiction AMF’r', 3)","('I-Can-ographer', 2)","('Challenge Ninja', 2)","('Wellectricity Generator', 1)","('VULNERABILITY / share with god', 1)","('Troubles TBH’r', 1)","('THOUGHTS / positivity', 1)","('Spiritual Conquest-ador', 1)","('Soul Surgeon', 1)"
INNER POWER / Self control & willpower,"(""Self Control 101'r"", 4)","('Pattern Interrupter', 4)","('New Pattern Painter / confidence & awareness', 4)","('Inner Power Allower', 4)","('Urge X’r', 3)","('New Pattern Painter', 3)","('Inner Trash Trasher', 3)","('Craverade', 3)","('Compulsion KO’r', 3)","('Abstainer Amazer', 3)"
INNER POWER / Tools,"('Self awareness / habits & behavior', 4)","('Inner Power Allower', 4)","('WAIT AND SWITCH / Emotions', 2)","('VULNERABILITY / mistakes & learning', 2)","('Trigger X’r', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('New Pattern Painter / confidence & awareness', 2)","('I-examiner - reactions & behavior', 2)","('Behavior Savior', 2)","('Bad Habit Butcher', 2)"
INNER POWER / Vulnerability,"('RAW SOUL REVEALER / emotions & urges', 4)","('VULNERABILITY / Radical self honesty', 3)","('Inner Soul X-Rayer', 3)","('Soul Survivor', 2)","('RAW SOUL REVEALER / costs', 2)","('Melancholy Melter', 2)","('I-examiner - motivations', 2)","('Growth Gardener', 2)","('Deep Down Diver', 2)","('CLOSET CONFESSOR / Admit addiction', 2)"
INTUITION,"('THOUGHTS / positivity', 1)","('Opportunity Oompher', 1)","('Inner Winner', 1)","('Illogical Looper', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
JEALOUSY,"('Lack Hacker', 2)","('Jealousy Jolter', 2)","('Perspective Detective', 1)","('Judgment Junker', 1)","('Inner I-Opener', 1)","('Gratitude Grounder', 1)","('Blessings Detector', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
JOY,"('Joy Flooder', 6)","('Bliss Kisser', 4)","('Joy Kickstarter', 3)","('Soul Tuner', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('New Pattern Painter', 2)","('Inner Greatness Greeter', 2)","('Inner Child Smiler', 2)","('Grace Moonlighter', 2)","('Endorphin Flooder', 2)"
JUDGMENTS,"('Judgment Jailer', 5)","('Judgment Junker', 4)","('Label Eraser', 3)","('VULNERABILITY / mistakes & learning', 2)","('Stigma Stigmatizer', 2)","('Pride Puffer', 2)","('Metta Motivator', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / listen to others', 1)","('The Nicebreaker', 1)"
LABELS / STIGMA,"('Label Eraser', 7)","('Stigma Stigmatizer', 5)","('The Destigmatizer', 4)","('Stigma Striker', 3)","('RELATIONSHIPS / Build connections & community', 3)","('Label Liberator', 3)","('Worthy Soul’r', 2)","('Judgment Jailer', 2)","('Inner Greatness Greeter', 2)","('CLOSET CONFESSOR / Admit addiction', 2)"
LAPSE,"('Lapse Lessonizer', 3)","('Lapse Lessenizer', 3)","('Worthy Soul’r', 2)","('VULNERABILITY / mistakes & learning', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Inner Power Allower', 2)","('I-Can-ographer', 2)","('VULNERABILITY / share relapse ', 1)","('The Flawbreaker', 1)","('Self awareness / confidence to admit', 1)"
LONELINESS,"('Isolation SOS’r', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / reach out for help', 1)","('SELF HARM ALARMER / distance from people', 1)","('Melancholy Melter', 1)","('Depression Debater', 1)","('Bad Influence Butcher', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
LOVE ,"('Love Flooder', 3)","('Inner Sun Shiner', 2)","('VULNERABILITY / connections', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Misery Doctor', 1)","('Metta Motivator', 1)","('Love Kickstarter', 1)","('Lost Benefit Lamenter', 1)","('Kindness Knitter', 1)"
MINDSET,"('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('The Mindfulizer', 1)","('Soul Proprietor', 1)","(""Sobriety 101'r"", 1)","(""Self Control 101'r"", 1)","('Regret Refunder', 1)","('Past #2', 1)","('Old Belief Butcher', 1)","('Missi-Un-Impossiblizer ', 1)"
MINDSET / Clear headed,"('Brain Unchainer', 5)","('Insanity SOS’r', 3)","('Damage Doctor', 3)","('The Mindfulizer', 2)","('Soul Controller', 2)","('Self awareness / habits & behavior', 2)","('Self Awareness Awakener', 2)","('Rainbow Hunter', 2)","('Placid Reflux', 2)","('Pattern Interrupter', 2)"
MINDSET / Future sobriety,"('The Dynamotivator', 6)","('NEW LIFE / POSSIBILITIES', 4)","('Addiction AMF’r', 4)","('Sobriety Soulmater', 3)","('Rainbow Hunter', 3)","('NEW PATTERN PAINTER / motivations', 3)","('WAIT AND SWITCH / Small steps', 2)","('Soul Survivor', 2)","('SELF HARM / Tools', 2)","('Pain Abstainer', 2)"
MINDSET / Perceptions,"('Perspective Detective', 4)","('VULNERABILITY / Radical self honesty', 2)","('Mentality Mender', 2)","('Gratitude Grounder', 2)","('Brain Unchainer', 2)","('Attitude Alchemizer', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Values VIP’r', 1)","('Urge Purger', 1)"
MINDSET / deal with frustration,"('Qualm Quitter', 2)","('VULNERABILITY / mistakes & learning', 1)","('Urge Purger', 1)","('The Debinger', 1)","('The De-stress-calator', 1)","('Stress Auditor', 1)","('Self Esteem Engineer', 1)","('Self Awareness Awakener', 1)","('Sabotage SOS’r', 1)","('SELF HARM / Tools', 1)"
MINDSET / identify weaknesses,"('Self Awareness Awakener', 4)","('Trigger SOS’r', 2)","('Torment Terminator', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Moody MF’r', 2)","('Mentality Mender', 2)","('Inner Eye Opener', 2)","('Ill Feelings Illuminator', 2)","('I-examiner - reactions & behavior', 2)","('Feelings Felicitizer', 2)"
MINDSET / imperfection & acceptance,"('Blunder Blesser', 5)","('Imperfections TBH', 4)","('VULNERABILITY / mistakes & learning', 3)","('Worthy Soul’r', 2)","('The Flawbreaker', 2)","('Self Esteem Elixir', 2)","('Kindness Karmifier', 2)","('Judgment Junker', 2)","('Inner Winner', 2)","('Inner I-Opener', 2)"
MINDSET / no matter what,"('Killer Kickstarter', 3)","('The Dynamotivator', 2)","('COMMITMENT knitter / above all else', 2)","('Urge Auditor', 1)","('Torment Terminator', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)","('Temperance Tester', 1)","('Self Esteem Engineer', 1)","(""Self Control 101'r"", 1)"
MINDSET / obstacles & challenge,"('Lazy Zapper', 4)","('Inner Power Allower', 4)","('I-Can-ographer', 4)","('The Procrastina-shunner', 3)","('Self awareness / habits & behavior', 3)","('Challenge Ninja', 3)","('VULNERABILITY / share challenges', 2)","('The Mindfulizer', 2)","('SELF HARM / Warnings', 2)","('Problem Primer', 2)"
MINDSET / tolerate discomfort,"('WAIT AND SWITCH / Emotions', 5)","('Ill Feelings Illuminator', 5)","('Temperance Tester', 3)","('Venom Vaporizer', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Problem Primer', 2)","('Feelings Felicitizer', 2)","('Emotions Elixir', 2)","('Compulsion KO’r', 2)","('VULNERABILITY / share emotions', 1)"
MINDSET / will power,"(""Self Control 101'r"", 5)","('SELF HARM ALARMER / avoid triggers', 3)","('Trigger X’r', 2)","('New Pattern Painter / grit & progress', 2)","('Inner Winner', 2)","('Inner Power Allower', 2)","('Cold Turkey Taster', 2)","('COMMITMENT knitter / laziness & effort', 2)","('COMMITMENT knitter / above all else', 2)","('Worthy Soul’r', 1)"
MONKEY,"('Thought Auditor', 1)","('Self Awareness Awakener', 1)","('Monkey Mind Cleanser', 1)","('Brain Unchainer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
MOODS,"('Moody MF’r', 7)","('Feelings Flipper', 4)","('Ill Feelings Illuminator', 3)","('Frenzy Freezer', 3)","('New Pattern Painter', 2)","('Joy Kickstarter', 2)","('Grinch Pincher', 2)","('Feelings Felicitizer', 2)","('Emotions X-rayer', 2)","('Emotions Auditor', 2)"
MOTIVATION,"('I-examiner - motivations', 4)","('The Procrastina-shunner', 3)","('Lazy Zapper', 3)","('CLOSET CONFESSOR / Inventory', 3)","('Killer Kickstarter', 2)","('Distract-shunner', 2)","(""Cravings 101'r"", 2)","('Abstainer Amazer', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Progress', 1)"
NEGATIVITY,"('Negativity Nuker', 5)","('THOUGHTS / positivity', 4)","('Negativity Ninja', 4)","('Negativity Negotiator', 4)","('I-examiner - reactions & behavior', 3)","('Venom Vaporizer', 2)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / reach out for help', 2)","('Situation Unscrewer', 2)","('Reactions Auditor', 2)"
OPTIMISM,"('THOUGHTS / positivity', 4)","('I-Can-ographer', 2)","('Attitude Alchemizer', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Progress', 1)","('Urge Purger', 1)","('Trigger Transformer', 1)","('The Dynamotivator', 1)","('Self Esteem Elixir', 1)","('Scary Stepper', 1)"
OVERWHELM,"('Qualm Quitter', 3)","('Frenzy Freezer', 3)","('Deluge Refuge', 3)","('The De-stress-calator', 2)","('THOUGHTS / aware & examine', 2)","('Moody MF’r', 2)","('Insanity SOS’r', 2)","('Ill Feelings Illuminator', 2)","('Crisis Catapulter', 2)","('VULNERABILITY / share with god', 1)"
PAST,"('Demon Greeter', 2)","('Wellectricity Generator', 1)","('RAW SOUL REVEALER / costs', 1)","('Lost Benefit Lamenter', 1)","('Killer Kickstarter', 1)","('Inner Forgiverizer', 1)","('Gratitude Grower', 1)","('Deep Down Diver', 1)","('CLOSET CONFESSOR / Face truths', 1)","('Bitter Truth Taster', 1)"
PEACE,"('Worthiness Whisperer', 1)","('The Empathologist', 1)","('Tender Feelings TBH’r', 1)","('Soul Synchronizer', 1)","('Serenity Soulmater', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)","('Peace Weaver', 1)","('Peace Flooder', 1)"
PITY ,"('Pity Policer', 2)","('Victim Vaccinator', 1)","('THOUGHTS / aware & examine', 1)","('Dire Extinguisher', 1)","('Deluge Refuge', 1)","('CLOSET CONFESSOR / Share & support', 1)","('ADMIT / accountability', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
POWERLESSNESS,"('Torment Terminator', 2)","('SELF HARM / Warnings', 2)","('NeuroTuner', 2)","('Just One Justifier', 2)","('The De-craverizer', 1)","('The Control-aholic', 1)","('Sobriety Soulmater', 1)","(""Sobriety 101'r"", 1)","('Sober Selfie', 1)","('Self awareness / habits & behavior', 1)"
PRIDE ,"('Pride Puffer', 3)","('Ego X’r', 2)","('Arrogance Arrestor', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / mistakes & learning', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Quarrel Quasher', 1)","('Pride Polisher', 1)","('Low Vibration Lifter', 1)","('Judgment Junker', 1)"
PROGRESS / future & hope,"('NEW LIFE / POSSIBILITIES', 6)","('Rainbow Hunter', 3)","('Blessings Bather', 3)","('WAIT AND SWITCH / Progress', 2)","('The Momentumizer ', 2)","('THOUGHTS / positivity', 2)","(""Sobriety 101'r"", 2)","('Progress Pollinator', 2)","('Progress Painter', 2)","('Pain Abstainer', 2)"
PROGRESS / reactions & behavior,"(""Self Control 101'r"", 3)","('WAIT AND SWITCH / Emotions', 2)","('VULNERABILITY / reach out for help', 2)","('VULNERABILITY / listen to others', 2)","('Soul Controller', 2)","('New Pattern Painter / confidence & awareness', 2)","('Moody MF’r', 2)","('Ill Feelings Illuminator', 2)","('Feelings Flipper', 2)","('Venom Vaporizer', 1)"
PROGRESS / rewards & proud,"('Baby Step Embracer', 4)","('Symbolic Stepper', 3)","('Sober Milestoner', 3)","('WAIT AND SWITCH / Small steps', 2)","('The Successcalator', 2)","('Self Esteem Engineer', 2)","('New Pattern Painter / confidence & awareness', 2)","('Little Win Welcomer', 2)","('Ever Evolving Flower', 2)","('Behavior Savior', 2)"
PROGRESS / start small,"('WAIT AND SWITCH / Small steps', 14)","('Baby Step Embracer', 9)","('Progress Painter', 7)","('Symbolic Stepper', 6)","('Bad Habit Butcher', 4)","('The Momentumizer ', 3)","('The Mindfulizer', 3)","(""Sobriety 101'r"", 3)","('New Pattern Painter / confidence & awareness', 3)","('New Pattern Painter', 3)"
PROGRESS / support ,"('VULNERABILITY / support from others', 2)","('RELATIONSHIPS / Build connections & community', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / connections', 1)","('Thy Will Be Doner', 1)","('The Dynamotivator', 1)","('Symbolic Stepper', 1)","('Soul Synchronizer', 1)","('Sobriety SOS’r', 1)"
REACTIONS,"('Reactions Auditor', 6)","('Stress Auditor', 3)","('Placid Reflux', 3)","('I-examiner - reactions & behavior', 3)","('Mentality Mender', 2)","('Worthiness Whisperer', 1)","('Worry Washer', 1)","('Void Avoider', 1)","('VULNERABILITY / mistakes & learning', 1)","('Urge Auditor', 1)"
RECONCILIATON,"('Relationship Redeemer', 9)","('Amender Befriender', 7)","('The First Amender', 4)","('Relationship Dedamager', 4)","('Quarrel Quasher', 3)","('Damage Doctor', 3)","('ADMIT / accountability', 3)","('Wrong Righter', 2)","('Venom Vaporizer', 2)","('VULNERABILITY / connections', 2)"
REGRET,"('Wellectricity Generator', 1)","('RAW SOUL REVEALER / costs', 1)","('Lost Benefit Lamenter', 1)","('Inner Forgiverizer', 1)","('Bitter Truth Taster', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
RELAPSE,"('Lapse Lessenizer', 3)","('The Debinger', 2)","('Sabotage SOS’r', 2)","('SELF HARM / Warnings', 2)","('SELF HARM / Self honesty & admit', 2)","('Lapse Lessonizer', 2)","('Just One Justifier', 2)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / mistakes & learning', 1)"
RESILIENCE / discomfort,"('WAIT AND SWITCH / Emotions', 2)","('Ill Feelings Illuminator', 2)","('Hurtle Hugger', 2)","('Adversity Adventurer', 2)","('WAIT AND SWITCH / Small steps', 1)","('Venom Vaporizer', 1)","('Troubles TBH’r', 1)","('Torment Terminator', 1)","('The Wellifier ', 1)","('The Defuriator', 1)"
RESILIENCE / reaction & behavior,"('Reactions Auditor', 5)","('Quarrel Quasher', 4)","('Placid Reflux', 4)","('Conflict Connoisseur', 3)","('Challenge Ninja', 3)","('Situation Unscrewer', 2)","('Situation Detacher', 2)","('Problem Primer', 2)","('Opportunity Oompher', 2)","('Inner Power Allower', 2)"
