,1,2,3,4,5,6,7,8,9,10
RESILIENCE / will power,"('Emotions Auditor', 2)","('Urge Purger', 1)","('Urge Auditor', 1)","('Troubles TBH’r', 1)","('Trigger Trespasser', 1)","('The De-stress-calator', 1)","('The De-craverizer', 1)","('Stress Auditor', 1)","('Soul-vation ', 1)","('Self Awareness Awakener', 1)"
RESPONSIBILITY,"('ADMIT / accountability', 11)","('Responsibility Rippler', 7)","('Responsibility Rebooter', 4)","('Responsibility 101’r', 4)","('CLOSET CONFESSOR / Inventory', 4)","('Blame Changer', 4)","('VULNERABILITY / mistakes & learning', 3)","('The Procrastina-shunner', 3)","('The Deblamer', 3)","('Lazy Zapper', 3)"
SABOTAGE,"('Sabotage SOS’r', 5)","('Gremlin Greeter', 3)","('The Debinger', 2)","('SELF HARM / Warnings', 2)","('Just One Justifier', 2)","('VULNERABILITY / reach out for help', 1)","(""Triggers 101'r"", 1)","('Torment Terminator', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Self honesty & admit', 1)"
SELF ESTEEM / behavior,"('Worthy Soul’r', 1)","('New Pattern Painter / grit & progress', 1)","('Behavior Savior', 1)","('Bad Habit Butcher', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
SELF ESTEEM / beliefs,"('Judgment Jailer', 2)","('I-Can-ographer', 2)","('Attitude Alchemizer', 2)","('Worthiness Whisperer', 1)","('Urge Purger', 1)","('Trigger Auditor', 1)","('The Nicebreaker', 1)","('THOUGHTS / positivity', 1)","('Stigma Stigmatizer', 1)","('Sober Selfie', 1)"
SELF ESTEEM / courage,"('Self Esteem Engineer', 2)","('Deep Down Diver', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Flawbreaker', 1)","('The Destigmatizer', 1)","('Symbolic Stepper', 1)","('Sobriety Soulmater', 1)","('Shamepooper Scooper', 1)","('Power Shower', 1)"
SELF ESTEEM / deserve & rewards,"('Self Esteem Elixir', 2)","('The Deshamer', 1)","('Sobriety Soulmater', 1)","('Sober Selfie', 1)","('Self Worth Surfer', 1)","('Self Esteem Engineer', 1)","('Rainbow Hunter', 1)","('Negativity Nuker', 1)","('Inner Power Allower', 1)","('Inner Freedom Forager', 1)"
SERENITY,"('Serenity Simulator', 3)","('The Mindfulizer', 2)","('Serenity Soulmater', 2)","('NEW LIFE / POSSIBILITIES', 2)","('God Grounder', 2)","('Bliss Kisser', 2)","('Whole Soul Healer', 1)","('Symbolic Stepper', 1)","('Soul-vation ', 1)","('Soul Tuner', 1)"
SHAME,"('The Deshamer', 4)","('Inner Forgiverizer', 3)","('Shamenesia', 2)","('Self Esteem Elixir', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / connections', 1)"
SITUATIONS,"('Situation Unscrewer', 2)","('Situation Detacher', 2)","('Reactions Auditor', 2)","('Problem Primer', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Troubles TBH’r', 1)","('Self Worth Surfer', 1)","(""Self Control 101'r"", 1)","('SELF HARM / Tools', 1)"
SOBRIETY,"('WAIT AND SWITCH / Small steps', 1)","('The De-craverizer', 1)","(""Sobriety 101'r"", 1)","('Progress Painter', 1)","('Powerholic Healer', 1)","('Inner Motor Motivator', 1)","('Craver Saver / Braver', 1)","('Confidence Caffeinator', 1)","('Baby Step Embracer', 1)","('frust', 0)"
SOBRIETY / behavior & action,"('Void Avoider', 3)","('Values VIP’r', 3)","('Self awareness / habits & behavior', 3)","('New Pattern Painter / confidence & awareness', 3)","('WAIT AND SWITCH / Progress', 2)","('Trigger Transformer', 2)","('The Benefisher', 2)","('Sobriety Soulmater', 2)","(""Self Control 101'r"", 2)","('Reactions Auditor', 2)"
SOBRIETY / celebrate & progress,"('Symbolic Stepper', 4)","('Sobriety Soulmater', 4)","('Sober Milestoner', 3)","('Progress Painter', 3)","('Baby Step Embracer', 3)","('Worthy Soul’r', 2)","('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 2)","('The Successcalator', 2)","('Self Esteem Engineer', 2)"
SOBRIETY / costs & benefits,"('Torment Terminator', 4)","('Lost Benefit Lamenter', 4)","('Killer Kickstarter', 4)","('Grave Trigger', 3)","('Black Hole Blesser', 3)","('Addiction AMF’r', 3)","('Sobriety SOB’r', 2)","('Melancholy Melter', 2)","('I-Can-ographer', 2)","('Demon Dethroner ', 2)"
SOBRIETY / maintaining & will power,"(""Sobriety 101'r"", 3)","('SELF HARM / Tools', 3)","('New Pattern Painter', 3)","('Cold Turkey Taster', 3)","('COMMITMENT knitter / above all else', 3)","('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 2)","('Void Avoider', 2)","('The Procrastina-shunner', 2)","('The Momentumizer ', 2)"
STRESS,"('Placid Reflux', 5)","('The De-stress-calator', 4)","('Stress Auditor', 4)","('I-examiner - reactions & behavior', 3)","('Stress X’r', 2)","('Self Awareness Awakener', 2)","('Nerve Ninja', 2)","('Frenzy Freezer', 2)","('Deluge Refuge', 2)","('Crisis Catapulter', 2)"
THOUGHTS,"('THOUGHTS / aware & examine', 7)","('THOUGHTS / positivity', 5)","('Illogical Looper', 4)","('NeuroTuner', 3)","('Negativity Nuker', 3)","('Mentality Mender', 3)","('I-examiner - reactions & behavior', 3)","('Brain Unchainer', 3)","('Belief Superseder', 3)","('Worthy Soul’r', 2)"
TRIGGERS / awareness,"('Self Awareness Awakener', 6)","('I-examiner - reactions & behavior', 4)","('Trigger Transformer', 3)","('Trigger SOS’r', 3)","('Self awareness / habits & behavior', 3)","('Self awareness / confidence to admit', 3)","(""Self Control 101'r"", 3)","('SELF HARM ALARMER / avoid triggers', 3)","('SELF HARM / Tools', 3)","('Trigger X’r', 2)"
TRIGGERS / confidence & strength,"('Trigger Transformer', 4)","('Temperance Tester', 3)","('Perspective Detective', 3)","('Trigger X’r', 2)","('Trigger Trespasser', 2)","('Mentality Mender', 2)","('Inner Freedom Forager', 2)","('Compulsion KO’r', 2)","('Bad Influence Butcher', 2)","('Adversity Ninja', 2)"
TRIGGERS / tools & techniques,"('SELF HARM ALARMER / avoid triggers', 6)","('Trigger X’r', 4)","('Reactions Auditor', 4)","('WAIT AND SWITCH / Emotions', 3)","(""Triggers 101'r"", 3)","('Trigger Trespasser', 3)","(""Self Control 101'r"", 3)","('Behavior Savior', 3)","('Void Avoider', 2)","('Trigger Transformer', 2)"
TRUST,"('Confidence Colonizer', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / reach out for help', 1)","('Thy Will Be Doner', 1)","('The Benefisher', 1)","('THOUGHTS / positivity', 1)","('Soul Practitioner', 1)","('Sobriety SOS’r', 1)","('Should Shover', 1)"
TRUTH / Admit addiction,"('CLOSET CONFESSOR / Admit addiction', 10)","('Denial Denyer', 4)","('Bitter Truth Taster', 4)","('ADMIT / True self & vulnerability', 4)","('VULNERABILITY / reach out for help', 2)","('VULNERABILITY / admit', 2)","('RELATIONSHIPS / Meetings & support', 2)","('Problem Soul-ver', 2)","('Powerholic Healer', 2)","('God Grounder', 2)"
TRUTH / Costs,"('Torment Terminator', 2)","('RAW SOUL REVEALER / costs', 2)","('Lost Benefit Lamenter', 2)","('Killer Kickstarter', 2)","('Grave Trigger', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Bitter Truth Taster', 2)","('Addiction AMF’r', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)"
TRUTH / Inventory,"('CLOSET CONFESSOR / Inventory', 10)","('ADMIT / accountability', 5)","('VULNERABILITY / admit', 3)","('I-Examiner', 3)","('Bitter Truth Taster', 3)","('Self awareness / confidence to admit', 2)","('RAW SOUL REVEALER / costs', 2)","('Deep Down Diver', 2)","('CLOSET CONFESSOR / Face truths', 2)","('VULNERABILITY / mistakes & learning', 1)"
TRUTH / dark past,"('CLOSET CONFESSOR / Admit addiction', 4)","('Bitter Truth Taster', 4)","('RAW SOUL REVEALER / past mistakes', 3)","('Lost Benefit Lamenter', 3)","('Dead End Defier ', 3)","('CLOSET CONFESSOR / Face truths', 3)","('VULNERABILITY / connections', 2)","('SELF HARM / Self honesty & admit', 2)","('Relationship Dedamager', 2)","('I-Examiner', 2)"
TRUTH / self honesty,"('CLOSET CONFESSOR / Face truths', 8)","('VULNERABILITY / Radical self honesty', 5)","('ADMIT / honesty', 4)","('VULNERABILITY / admit', 3)","('SELF HARM / Self honesty & admit', 3)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / listen to others', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('RAW SOUL REVEALER / emotions & urges', 2)","('Mentality Mender', 2)"
URGES / moods & emotions,"('Urge Auditor', 3)","('The Mindfulizer', 3)","('Self awareness / confidence to admit', 3)","('SELF HARM / Self honesty & admit', 3)","('Ill Feelings Illuminator', 3)","('I-examiner - reactions & behavior', 3)","('WAIT AND SWITCH / Progress', 2)","('Void Avoider', 2)","('VULNERABILITY / support from others', 2)","('Urge Purger', 2)"
URGES / support & help,"('Urge Purger', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share challenges', 1)","('Urge Namerizer', 1)","('Troubles TBH’r', 1)","('Soul-vation ', 1)","('SELF HARM / Self honesty & admit', 1)","('New Pattern Painter / confidence & awareness', 1)","('Journey Jazzer', 1)","('Growth Gardener', 1)"
URGES / tools & techniques,"('Compulsion KO’r', 9)","('Urge X’r', 4)","('Urge Auditor', 4)","('Inner Power Allower', 4)","('Urge Purger', 3)","('The Debinger', 3)","(""Self Control 101'r"", 3)","('Reactions Auditor', 3)","('I-Can-ographer', 3)","('Urge Namerizer', 2)"
VALUES,"('Values VIP’r', 6)","('Sobriety Soulmater', 2)","('THOUGHTS / positivity', 1)","('Summer Soulstace', 1)","('Responsibility Rippler', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Progress Pollinator', 1)","('NEW PATTERN PAINTER / motivations', 1)","('My Badiator', 1)"
VULNERABILITY / Connection,"('VULNERABILITY / connections', 5)","('RELATIONSHIPS / Healthy & supportive', 4)","('RELATIONSHIPS / Build connections & community', 4)","('Relationship Redeemer', 3)","('Metta Motivator', 2)","('Amender Befriender', 2)","('Worthy Soul’r', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / share emotions', 1)","('The Empathologist', 1)"
VULNERABILITY / Show true self,"('CLOSET CONFESSOR / Face truths', 5)","('VULNERABILITY / admit', 4)","('Deep Down Diver', 4)","('CLOSET CONFESSOR / Share & support', 4)","('ADMIT / True self & vulnerability', 4)","('VULNERABILITY / listen to others', 3)","('RAW SOUL REVEALER / emotions & urges', 3)","('Bitter Truth Taster', 3)","('VULNERABILITY / connections', 2)","('VULNERABILITY / Radical self honesty', 2)"
VULNERABILITY / learning and mistakes,"('SELF HARM / Self honesty & admit', 5)","('RAW SOUL REVEALER / past mistakes', 4)","('VULNERABILITY / mistakes & learning', 3)","('Blunder Blesser', 3)","('ADMIT / accountability', 3)","('WAIT AND SWITCH / Small steps', 2)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / listen to others', 2)","('VULNERABILITY / admit', 2)","('The Debinger', 2)"
VULNERABILITY / others who’ve been there,"('VULNERABILITY / reach out for help', 5)","('VULNERABILITY / support from others', 3)","('NEW PATTERN PAINTER / support groups', 3)","('NEW PATTERN PAINTER / share & learn', 3)","('Metta Motivator', 3)","('VULNERABILITY / share challenges', 2)","('VULNERABILITY / listen to others', 2)","('The Empathologist', 2)","('THOUGHTS / aware & examine', 2)","('RAW SOUL REVEALER / trust others', 2)"
VULNERABILITY / to support my sobriety,"('VULNERABILITY / support from others', 7)","('VULNERABILITY / reach out for help', 7)","('RELATIONSHIPS / Build connections & community', 3)","('NEW PATTERN PAINTER / support groups', 3)","('CLOSET CONFESSOR / Share & support', 3)","('WAIT AND SWITCH / Progress', 2)","('VULNERABILITY / share challenges', 2)","('VULNERABILITY / listen to others', 2)","('NEW PATTERN PAINTER / share & learn', 2)","('Higher Power Invoker', 2)"
VULNERABILITY / worthy,"('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('VULNERABILITY / share challenges', 1)","('The Empathologist', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RAW SOUL REVEALER / worthiness', 1)","('RAW SOUL REVEALER / trust others', 1)","('Love Sweetener', 1)","('Hardship Hacker', 1)"
WARNINGS / Avoid triggers,"('SELF HARM ALARMER / avoid triggers', 18)","('The Debinger', 5)","('Sabotage SOS’r', 4)","('Trigger Trespasser', 3)","('Trigger SOS’r', 3)","('Little Hint Listener', 3)","('WAIT AND SWITCH / Progress', 2)","('Void Avoider', 2)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / reach out for help', 2)"
WARNINGS / Relapse & tools,"('SELF HARM / Self honesty & admit', 7)","('The Debinger', 5)","('SELF HARM / Warnings', 4)","('Sabotage SOS’r', 3)","('Little Hint Listener', 3)","('Just One Justifier', 3)","('Void Avoider', 2)","('VULNERABILITY / Radical self honesty', 2)","('Torment Terminator', 2)","('Self Harm Alarmer', 2)"
WARNINGS / self aware & listen,"('Little Hint Listener', 5)","('Self Awareness Awakener', 4)","('SELF HARM / Warnings', 4)","('I-Examiner', 3)","('VULNERABILITY / listen to others', 2)","('Self awareness / confidence to admit', 2)","('Sabotage SOS’r', 2)","('SELF HARM / Tools', 2)","('SELF HARM / Self honesty & admit', 2)","('Inner Soul X-Rayer', 2)"
WORRY,"('Worry POW’r', 1)","('Tender Feelings TBH’r', 1)","('Placid Reflux', 1)","('Panic Patroller', 1)","('Nerve Ninja', 1)","('I-examiner - reactions & behavior', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
WORTHINESS / connections & sharing,"('RELATIONSHIPS / Build connections & community', 7)","('RELATIONSHIPS / Healthy & supportive', 5)","('NEW PATTERN PAINTER / share & learn', 4)","('The Empathologist', 3)","('RELATIONSHIPS / Trust & vulnerability', 3)","('Metta Motivator', 3)","('Ego Eclipser', 3)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / share emotions', 2)","('VULNERABILITY / reach out for help', 2)"
WORTHINESS / deserve & rewards,"('Worthy Soul’r', 5)","('Journey Jazzer', 3)","('Self Worth Surfer', 2)","('Self Esteem Engineer', 2)","('Inner Winner', 2)","('Abstainer Amazer', 2)","('Worthiness Whisperer', 1)","('The Dynamotivator', 1)","('The Deshamer', 1)","('Symbolic Stepper', 1)"
WORTHINESS / help,"('CLOSET CONFESSOR / Share & support', 5)","('RELATIONSHIPS / Build connections & community', 3)","('VULNERABILITY / share with god', 2)","('VULNERABILITY / connections', 2)","('The Empathologist', 2)","('The Benefisher', 2)","('RELATIONSHIPS / Trust & vulnerability', 2)","('Metta Motivator', 2)","('God Grounder', 2)","('Baby Step Embracer', 2)"
WORTHINESS / new life & future,"('NEW LIFE / POSSIBILITIES', 6)","('Ever Evolving Flower', 5)","('I-Can-ographer', 3)","('Worthiness Whisperer', 2)","('WAIT AND SWITCH / Progress', 2)","('VULNERABILITY / connections', 2)","('The Mindfulizer', 2)","('Serenity Soulmater', 2)","('Self Worth Surfer', 2)","('New Pattern Painter', 2)"
WORTHINESS / self love & acceptance,"('Self Esteem Elixir', 4)","('Worthy Soul’r', 3)","('Worthiness Whisperer', 3)","('Serenity Soulmater', 2)","('Self Awareness Awakener', 2)","('Progress Painter', 2)","('Inner Freedom Forager', 2)","('Feelings Flipper', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)"
