,1,2,3,4,5,6,7,8,9,10
NeuroTuner,"('SELF HARM / Warnings', 2)","('Mentality Mender', 2)","('Lazy Zapper', 2)","('Void Avoider', 1)","('The Procrastina-shunner', 1)","('The Control-aholic', 1)","('Self awareness / habits & behavior', 1)","('I-Examiner', 1)","('I-Can-ographer', 1)","('Compulsion KO’r', 1)"
New Pattern Painter,"('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)","('Trigger Trespasser', 1)","('THOUGHTS / aware & examine', 1)","('Symbolic Stepper', 1)","('Soul Tuner', 1)","('Self awareness / habits & behavior', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Tools', 1)","('Progress Painter', 1)"
New Pattern Painter / confidence & awareness,"('The Momentumizer ', 3)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Progress Pollinator', 2)","('Progress Painter', 2)","('Brain Unchainer', 2)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('Urge X’r', 1)"
New Pattern Painter / grit & progress,"('Bad Habit Butcher', 4)","('WAIT AND SWITCH / Progress', 2)","('Symbolic Stepper', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('Trigger X’r', 1)","('The Procrastina-shunner', 1)","('THOUGHTS / positivity', 1)","('Self awareness / habits & behavior', 1)","('Progress Pollinator', 1)"
Obstacle Oblivionizer,"('Inner Power Allower', 1)","('I-Can-ographer', 1)","('Hardship Hugger', 1)","('Courage Commander', 1)","('Confidence Colonizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Obstacle Smithereener,"('VULNERABILITY / mistakes & learning', 1)","('Disaster Master', 1)","('Adversity Ninja', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Old Belief Butcher,"('I-examiner - motivations', 2)","('THOUGHTS / aware & examine', 1)","('Pattern Interrupter', 1)","('Missi-Un-Impossiblizer ', 1)","('Mentality Mender', 1)","('Inner Winner', 1)","('Inner Soul X-Rayer', 1)","('Inner Power Allower', 1)","('I-Examiner', 1)","('Can’t Cutter', 1)"
Opportunity Oompher,"('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Hopenotizer', 1)","('The Dynamotivator', 1)","('The Blessifier', 1)","('THOUGHTS / positivity', 1)","('Perspective Detective', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Journey Jazzer', 1)","('Inner Winner', 1)"
Pain Abstainer,"('Whole Soul Healer', 1)","('Urge Auditor', 1)","('Torment Terminator', 1)","(""Self Control 101'r"", 1)","('Placid Reflux', 1)","('Inner Soul X-Rayer', 1)","('Craverade', 1)","('Craver Saver / Braver', 1)","('CLOSET CONFESSOR / Admit addiction', 1)","('Bad Influence Butcher', 1)"
Panic X’r,"('Insanity SOS’r', 1)","('Frenzy Freezer', 1)","('ADMIT / honesty', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Past #2,"('The Mindfulizer', 2)","('Symbolic Stepper', 1)","('Soul Tuner', 1)","('Serenity Soulmater', 1)","(""Self Control 101'r"", 1)","('Regret Refunder', 1)","('Inner Freedom Forager', 1)","('Finish Line Forgetter', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Pattern Interrupter,"('Trigger Auditor', 1)","('Self awareness / habits & behavior', 1)","(""Self Control 101'r"", 1)","('SELF HARM / Tools', 1)","('Reactions Auditor', 1)","('Placid Reflux', 1)","('Old Belief Butcher', 1)","('New Pattern Painter', 1)","('Ill Feelings Illuminator', 1)","('I-examiner - motivations', 1)"
Peace Flooder,"('Worthiness Whisperer', 1)","('Soul Synchronizer', 1)","('Serenity Soulmater', 1)","('Inner Wealth Welcomer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Peace Pollinator,"('The Empathologist', 1)","('Soul Synchronizer', 1)","('Self Harm Alarmer', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Metta Motivator', 1)","('Angerexia', 1)","('Almighty Alchemizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Peace Weaver,"('Whole Soul Healer', 1)","('The Empathologist', 1)","('Serenity Simulator', 1)","('Self Esteem Elixir', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)","('Inner Guru Guarder', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Perspective Detective,"('Blunder Blesser', 2)","('VULNERABILITY / mistakes & learning', 1)","(""Triggers 101'r"", 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Opportunity Oompher', 1)","('Mentality Mender', 1)","('Inner Motor Motivator', 1)","('Inner I-Opener', 1)","('Deep Down Diver', 1)","('Daily Daisy Spotter', 1)"
Pink Cloud Clinger,"('WAIT AND SWITCH / Small steps', 1)","(""Self Control 101'r"", 1)","('Progress Pollinator', 1)","('Moody MF’r', 1)","('Inner Motor Motivator', 1)","('Inner Light Illuminator', 1)","('Excuse Exterminator', 1)","('Ever Evolving Flower', 1)","('Delusion Detector', 1)","('Challenge Ninja', 1)"
Placid Reflux,"(""Self Control 101'r"", 3)","('Reactions Auditor', 3)","('Urge Auditor', 2)","('The Wellifier ', 2)","('The De-stress-calator', 2)","('Quarrel Quasher', 2)","('Nerve Ninja', 2)","('Ill Feelings Illuminator', 2)","('Conflict Connoisseur', 2)","('WAIT AND SWITCH / Emotions', 1)"
Powerholic Healer,"('Thy Will Be Doner', 1)","('The De-craverizer', 1)","('Soul Synchronizer', 1)","('Should Shover', 1)","('Serenity Simulator', 1)","('Mistruster Duster', 1)","('Inner Motor Motivator', 1)","('Inner Freedom Forager', 1)","('Faith Factory', 1)","('Ego Puffer', 1)"
Pride Polisher,"('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('Self Worth Surfer', 1)","('Self Esteem Elixir', 1)","('RAW SOUL REVEALER / trust others', 1)","('Miracle Embracer', 1)","('Inner Light Illuminator', 1)","('Gratitude Goosebumper', 1)","('Ever Evolving Flower', 1)","('Ego Eclipser', 1)"
Pride Puffer,"('Judgment Junker', 2)","('Ego Eclipser', 2)","('Arrogance Arrestor', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Benefisher', 1)","('Sobriety SOS’r', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('New Pattern Painter / confidence & awareness', 1)"
Problem Doctor,"('The Dynamotivator', 1)","('SELF HARM / Tools', 1)","('COMMITMENT knitter / abstinence confidence', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Problem Primer,"('Reactions Auditor', 2)","('Excrement Expector', 2)","('Challenge Ninja', 2)","('VULNERABILITY / support from others', 1)","('Troubles TBH’r', 1)","('Trigger Trespasser', 1)","('Trigger Auditor', 1)","('The Successcalator', 1)","('Sobriety SOS’r', 1)","('Situation Unscrewer', 1)"
Problem Soul-ver,"('Soul-ution Finder', 2)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / Radical self honesty', 1)","('Trigger Auditor', 1)","('Thy Will Be Doner', 1)","('Situation Unscrewer', 1)","('Self Awareness Awakener', 1)","('SELF HARM / Tools', 1)","('Responsibility Baby Stepper', 1)","('Reactions Auditor', 1)"
Progress Painter,"('NEW LIFE / POSSIBILITIES', 3)","('Baby Step Embracer', 3)","('Symbolic Stepper', 2)","(""Sobriety 101'r"", 2)","('New Pattern Painter / confidence & awareness', 2)","('Motivation Moonbeamer ', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Values VIP’r', 1)"
Progress Pollinator,"('WAIT AND SWITCH / Small steps', 4)","(""Self Control 101'r"", 2)","('New Pattern Painter / confidence & awareness', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / listen to others', 1)","('Torment Terminator', 1)","('Symbolic Stepper', 1)","('Soul Surgeon', 1)","('Sobriety Soulmater', 1)"
Qualm Quitter,"('Ill Feelings Illuminator', 2)","('Venom Vaporizer', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / mistakes & learning', 1)","('The Aggrava-shunner', 1)","('Tender Feelings TBH’r', 1)","('Situation Unscrewer', 1)","('SELF HARM / Self honesty & admit', 1)","('Problem Soul-ver', 1)","('NEW PATTERN PAINTER / share & learn', 1)"
Quarrel Quasher,"('Placid Reflux', 2)","('The Empathologist', 1)","('Peace Weaver', 1)","('Danger Ranger', 1)","('Conflict Connoisseur', 1)","('Challenge Ninja', 1)","('Attitude Alchemizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
RAW SOUL REVEALER / costs,"('Lost Benefit Lamenter', 3)","('Wellectricity Generator', 1)","('VULNERABILITY / connections', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Lack Hacker', 1)","('Inner Forgiverizer', 1)","('Dead End Defier ', 1)","('Black Hole Blesser', 1)","('Bitter Truth Taster', 1)","('Wrong Righter', 0)"
RAW SOUL REVEALER / emotions & urges,"('VULNERABILITY / share emotions', 1)","('VULNERABILITY / admit', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Namerizer', 1)","('The De-stress-calator', 1)","('Tender Feelings TBH’r', 1)","('New Pattern Painter / confidence & awareness', 1)","('Melancholy Melter', 1)","('Hurt Hugger', 1)","('Feelings Felicitizer', 1)"
RAW SOUL REVEALER / past mistakes,"('Self awareness / confidence to admit', 2)","('Relationship Dedamager', 2)","('Damage Doctor', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Bitter Truth Taster', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / connections', 1)","('VULNERABILITY / admit', 1)","('Shame X’r', 1)","('Responsibility Baby Stepper', 1)"
RAW SOUL REVEALER / thoughts,"('Self Awareness Awakener', 2)","('VULNERABILITY / Radical self honesty', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Negativity Negotiator', 1)","('Little Hint Listener', 1)","('Instinct Interrogator', 1)","('Denial Denyer', 1)","('CLOSET CONFESSOR / Admit addiction', 1)","('Attitude Alchemizer', 1)","('ADMIT / healing', 1)"
RAW SOUL REVEALER / trust others,"('Worthy Soul’r', 1)","('VULNERABILITY / share challenges', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / listen to others', 1)","('The Empathologist', 1)","('Self Esteem Elixir', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Pride Polisher', 1)","('New Pattern Painter / confidence & awareness', 1)","('Label Eraser', 1)"
RAW SOUL REVEALER / worthiness,"('Worthiness Whisperer', 1)","('The Destigmatizer', 1)","('Self awareness / confidence to admit', 1)","('RELATIONSHIPS / Trust & vulnerability', 1)","('Love Sweetener', 1)","('Label Liberator', 1)","('Inner Soul X-Rayer', 1)","('Deep Down Diver', 1)","('Dead End Deluder', 1)","('Black Hole Blesser', 1)"
RELATIONSHIPS / Build connections & community,"('NEW PATTERN PAINTER / share & learn', 4)","('Whole Soul Healer', 2)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / connections', 2)","('The Empathologist', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Metta Motivator', 2)","('Foul Weather Friender', 2)","('Worthy Soul’r', 1)"
RELATIONSHIPS / Healthy & supportive,"('Foul Weather Friender', 5)","('Bad Influence Bulldozer', 3)","('VULNERABILITY / listen to others', 2)","('Relationship Redeemer', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Bad Influence Butcher', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","(""Triggers 101'r"", 1)"
RELATIONSHIPS / Meetings & support,"('Craver Saver / Braver', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / share challenges', 1)","('The Empathologist', 1)","('The Benefisher', 1)","('Stigma Stigmatizer', 1)","('Sobriety SOS’r', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / trust others', 1)"
RELATIONSHIPS / Trust & vulnerability,"('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('Self awareness / confidence to admit', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Manic Moment Forgiver', 1)","('Love Sweetener', 1)"
Rainbow Hunter,"(""Sobriety 101'r"", 2)","('NEW LIFE / POSSIBILITIES', 2)","('WAIT AND SWITCH / Progress', 1)","('Rationalization Rinser', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Mentality Mender', 1)","('Lost Benefit Lamenter', 1)","('Joy Sweetener', 1)","('Journey Jazzer', 1)","('Insanity SOS’r', 1)"
Rationalization Rinser,"('Sabotage SOS’r', 2)","('I-examiner - reactions & behavior', 2)","('Excuse Exterminator', 2)","('Dead End Deluder', 2)","('VULNERABILITY / admit', 1)","('THOUGHTS / positivity', 1)","(""Sobriety 101'r"", 1)","('Self awareness / habits & behavior', 1)","('Self awareness / confidence to admit', 1)","('Responsibility Rebooter', 1)"
Reactions Auditor,"(""Self Control 101'r"", 3)","('Placid Reflux', 3)","('I-examiner - reactions & behavior', 3)","('The Defuriator', 2)","('Soul Controller', 2)","('Situation Unscrewer', 2)","('Self awareness / habits & behavior', 2)","('Problem Primer', 2)","('Manic Massager', 2)","('Conflict Connoisseur', 2)"
Regret Refunder,"('The Mindfulizer', 1)","(""Self Control 101'r"", 1)","('Past #2', 1)","('Inner Freedom Forager', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Relationship Dedamager,"('The First Amender', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('NEW PATTERN PAINTER / admit & amends', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Venom Vaporizer', 1)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('Responsibility Baby Stepper', 1)","('Responsibility 101’r', 1)","('RELATIONSHIPS / Build connections & community', 1)"
Relationship Redeemer,"('Amender Befriender', 5)","('RELATIONSHIPS / Healthy & supportive', 2)","('My Badiator', 2)","('Inner Forgiverizer', 2)","('Forgiveness Rusher', 2)","('ADMIT / honesty', 2)","('ADMIT / accountability', 2)","('Wrong Righter', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / connections', 1)"
Responsibility 101’r,"('VULNERABILITY / admit', 1)","('The First Amender', 1)","('Relationship Dedamager', 1)","('Metta Motivator', 1)","('Forgiveness Flooder', 1)","('Blamenesia', 1)","('ADMIT / healing', 1)","('ADMIT / accountability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Responsibility Baby Stepper,"('Values VIP’r', 1)","('VULNERABILITY / Radical self honesty', 1)","('Soul Proprietor', 1)","('Relationship Dedamager', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Problem Soul-ver', 1)","('Hardship Hugger', 1)","('Double Wronger', 1)","('Dire Extinguisher', 1)","('COMMITMENT knitter / laziness & effort', 1)"
Responsibility Rebooter,"('Victim Vanquisher', 1)","('Values VIP’r', 1)","('The Procrastina-shunner', 1)","('Soul Proprietor', 1)","('Self Worth Surfer', 1)","('Rationalization Rinser', 1)","('Lazy Zapper', 1)","('Killer Kickstarter', 1)","('Inner Anointer', 1)","('Excuse X’r', 1)"
Responsibility Rinser,"('Blame Changer', 1)","('ADMIT / accountability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)","('WAIT AND SWITCH / Progress', 0)"
Responsibility Rippler,"('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)","('Inner Soul X-Rayer', 1)","('Inner Forgiverizer', 1)","('Blamenesia', 1)","('ADMIT / accountability', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
SELF HARM / Self honesty & admit,"('I-examiner - motivations', 2)","('Deep Down Diver', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / admit', 1)","('Urge X’r', 1)","('Urge Namerizer', 1)","('Thought Auditor', 1)","('Tender Feelings TBH’r', 1)","('Situation Unscrewer', 1)"
SELF HARM / Tools,"('Soul-ution Finder', 2)","('Feelings Flipper', 2)","('Craver Saver / Braver', 2)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger Transformer', 1)","('Torment Terminator', 1)","('The Dynamotivator', 1)","('Sober Selfie', 1)","('Self Awareness Awakener', 1)"
SELF HARM / Warnings,"('Self Awareness Awakener', 2)","('NeuroTuner', 2)","('Little Hint Listener', 2)","('I-Examiner', 2)","('VULNERABILITY / listen to others', 1)","('Trigger SOS’r', 1)","('Torment Terminator', 1)","('The Procrastina-shunner', 1)","('The Control-aholic', 1)","('THOUGHTS / aware & examine', 1)"
SELF HARM ALARMER / avoid triggers,"('Trigger X’r', 3)","(""Self Control 101'r"", 3)","('Trigger Trespasser', 2)","('Trigger SOS’r', 2)","('The Debinger', 2)","('Little Hint Listener', 2)","(""Cravings 101'r"", 2)","('Craver Saver / Braver', 2)","('WAIT AND SWITCH / Small steps', 1)","('Void Avoider', 1)"
SELF HARM ALARMER / distance from people,"('WAIT AND SWITCH / Emotions', 1)","(""Self Control 101'r"", 1)","('Killer Kickstarter', 1)","('Isolation SOS’r', 1)","('Inner Guru Guarder', 1)","('Bad Influence Butcher', 1)","('Bad Influence Bulldozer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
SELF HARM ALARMER / remove from situations,"('Torment Terminator', 1)","('God Grounder', 1)","('Controller Coaster', 1)","('Almighty Alchemizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Sabotage SOS’r,"('Rationalization Rinser', 2)","('VULNERABILITY / admit', 1)","('SELF HARM / Warnings', 1)","('SELF HARM / Self honesty & admit', 1)","('Little Hint Listener', 1)","('Insanity SOS’r', 1)","('Inner Soul X-Rayer', 1)","('I-Can-ographer', 1)","('Gratitude Grower', 1)","('Excuse Exterminator', 1)"
Scary Stepper,"('VULNERABILITY / share challenges', 1)","('Trigger Transformer', 1)","('The Defuriator', 1)","('THOUGHTS / positivity', 1)","('Soul Controller', 1)","('Sobriety SOS’r', 1)","('Reactions Auditor', 1)","('Problem Primer', 1)","('NEW PATTERN PAINTER / support groups', 1)","('NEW PATTERN PAINTER / share & learn', 1)"
Self Awareness Awakener,"('VULNERABILITY / Radical self honesty', 2)","('SELF HARM / Warnings', 2)","('RAW SOUL REVEALER / thoughts', 2)","('Little Hint Listener', 2)","('Deep Down Diver', 2)","('VULNERABILITY / listen to others', 1)","('Trigger Auditor', 1)","('Torment Terminator', 1)","('Thought Auditor', 1)","('The De-stress-calator', 1)"
Self Control 101'r,"('SELF HARM ALARMER / avoid triggers', 3)","('Reactions Auditor', 3)","('Placid Reflux', 3)","('WAIT AND SWITCH / Small steps', 2)","('Trigger X’r', 2)","('Soul Controller', 2)","('Progress Pollinator', 2)","('New Pattern Painter / confidence & awareness', 2)","('I-examiner - reactions & behavior', 2)","(""Cravings 101'r"", 2)"
Self Esteem Elixir,"('Whole Soul Healer', 1)","('VULNERABILITY / listen to others', 1)","('Symbolic Stepper', 1)","('Sober Selfie', 1)","('Shamenesia', 1)","('Serenity Simulator', 1)","('RAW SOUL REVEALER / trust others', 1)","('Pride Polisher', 1)","('Peace Weaver', 1)","('Little Win Welcomer', 1)"
Self Esteem Engineer,"('Worthy Soul’r', 1)","('Sober Milestoner', 1)","('Moody MF’r', 1)","('Joy Sweetener', 1)","('Journey Jazzer', 1)","('Feelings Felicitizer', 1)","('Emotions Elixir', 1)","('Controller Coaster', 1)","('Wrong Righter', 0)","('Worthiness Whisperer', 0)"
Self Harm Alarmer,"('WAIT AND SWITCH / Emotions', 1)","('Trigger SOS’r', 1)","('Soul Synchronizer', 1)","('Peace Pollinator', 1)","('Dire Extinguisher', 1)","('Depression X’r', 1)","('Angerexia', 1)","('Almighty Alchemizer', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Self Unscrewer,"('The Procrastina-shunner', 1)","('Lazy Zapper', 1)","('Depression X’r', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)","('WAIT AND SWITCH / Small steps', 0)"
Self Worth Surfer,"('Values VIP’r', 2)","('Inner Anointer', 2)","('ADMIT / Decisions & beliefs', 2)","('Worthy Soul’r', 1)","('Void Avoider', 1)","('The Blessifier', 1)","('THOUGHTS / positivity', 1)","('Stigma Stigmatizer', 1)","('Soul Proprietor', 1)","('Responsibility Rebooter', 1)"
Self awareness / confidence to admit,"('I-Examiner', 3)","('RAW SOUL REVEALER / past mistakes', 2)","('Deep Down Diver', 2)","('Bitter Truth Taster', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / admit', 1)","('Urge Purger', 1)"
Self awareness / habits & behavior,"('Compulsion KO’r', 3)","('THOUGHTS / positivity', 2)","('Soul Controller', 2)","('Reactions Auditor', 2)","('New Pattern Painter / confidence & awareness', 2)","('I-examiner - reactions & behavior', 2)","('I-Examiner', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Urge Auditor', 1)"
Serenity Simulator,"('Whole Soul Healer', 1)","('Should Shover', 1)","('Self Esteem Elixir', 1)","('Powerholic Healer', 1)","('Peace Weaver', 1)","('Mistruster Duster', 1)","('Inner Guru Guarder', 1)","('Inner Freedom Forager', 1)","('Controller Coaster', 1)","('Wrong Righter', 0)"
Serenity Soulmater,"('Spiritual Conquest-ador', 2)","('Inner Freedom Forager', 2)","('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('The Mindfulizer', 1)","('THOUGHTS / aware & examine', 1)","('Symbolic Stepper', 1)","('Soul Tuner', 1)","('Soul Synchronizer', 1)"
Shame X’r,"('Worthiness Whisperer', 1)","('VULNERABILITY / connections', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Inner Forgiverizer', 1)","('Ever Evolving Flower', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Shamenesia,"('Self Esteem Elixir', 1)","('Inner Greatness Greeter', 1)","('Confidence Colonizer', 1)","('COMMITMENT knitter / celebrate', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Should Shover,"('Serenity Simulator', 1)","('Powerholic Healer', 1)","('Mistruster Duster', 1)","('Inner Freedom Forager', 1)","('Controller Coaster', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Situation Unscrewer,"('Reactions Auditor', 2)","('Void Avoider', 1)","('Tender Feelings TBH’r', 1)","('SELF HARM / Self honesty & admit', 1)","('Qualm Quitter', 1)","('Problem Soul-ver', 1)","('Problem Primer', 1)","('Mighty Motor Cranker', 1)","('Inner Trash Trasher', 1)","('Inner Power Allower', 1)"
Sober Milestoner,"('Symbolic Stepper', 2)","('Baby Step Embracer', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('Torment Terminator', 1)","('The Successcalator', 1)","('Self Esteem Engineer', 1)","('Progress Pollinator', 1)","('Progress Painter', 1)","('New Pattern Painter / confidence & awareness', 1)"
Sober Selfie,"('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('Torment Terminator', 1)","('The Wellifier ', 1)","('Self Esteem Elixir', 1)","('SELF HARM / Tools', 1)","('Placid Reflux', 1)","('Lapse Lessenizer', 1)","('Inner Power Allower', 1)","('Inner Freedom Forager', 1)"
Sobriety 101'r,"('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 2)","('Values VIP’r', 2)","('Symbolic Stepper', 2)","('Rainbow Hunter', 2)","('Progress Painter', 2)","('Trigger X’r', 1)","('The Successcalator', 1)","('The Momentumizer ', 1)","('Soul Proprietor', 1)"
Sobriety SOB’r,"('The Debinger', 1)","('Inner Winner', 1)","('Inner Motor Motivator', 1)","('Challenge Ninja', 1)","('Addiction AMF’r', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)"
Sobriety SOS’r,"('The Benefisher', 2)","('Inner Freedom Forager', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / reach out for help', 1)","('The Mindfulizer', 1)","('Soul Tuner', 1)","('Soul Surgeon', 1)","('Scary Stepper', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Progress Pollinator', 1)"
Sobriety Soulmater,"('NEW PATTERN PAINTER / motivations', 2)","('NEW LIFE / POSSIBILITIES', 2)","('WAIT AND SWITCH / Small steps', 1)","('Values VIP’r', 1)","('VULNERABILITY / listen to others', 1)","('Spiritual Conquest-ador', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Progress Pollinator', 1)","('Progress Painter', 1)","('Moonlight Motivator', 1)"
Soul Controller,"('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Reactions Auditor', 2)","('Worry Washer', 1)","('WAIT AND SWITCH / Emotions', 1)","(""Triggers 101'r"", 1)","('The Defuriator', 1)","('Stress Striker', 1)","('Scary Stepper', 1)","('New Pattern Painter / confidence & awareness', 1)"
Soul Practitioner,"('Placid Reflux', 1)","('New Pattern Painter / confidence & awareness', 1)","('Behavior Savior', 1)","('Bad Habit Butcher', 1)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
Soul Proprietor,"('Values VIP’r', 2)","('WAIT AND SWITCH / Progress', 1)","(""Sobriety 101'r"", 1)","('Self Worth Surfer', 1)","('Responsibility Rebooter', 1)","('Responsibility Baby Stepper', 1)","('Inner Anointer', 1)","('COMMITMENT knitter / to others', 1)","('COMMITMENT knitter / laziness & effort', 1)","('ADMIT / Decisions & beliefs', 1)"
