,1,2,3,4,5,6,7,8,9,10
Cold Turkey Taster,"('Killer Kickstarter', 3)","('COMMITMENT knitter / above all else', 3)","('Temperance Tester', 2)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Torment Terminator', 1)","('The Procrastina-shunner', 1)","('The Momentumizer ', 1)","('Sobriety Soulmater', 1)","(""Sobriety 101'r"", 1)"
Compassion Moonlighter,"('VULNERABILITY / share emotions', 1)","('The Empathologist', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Metta Motivator', 1)","('Feelings Fantasizer', 1)","('Emotions Engineer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Compassion Weaver,"('The Empathologist', 2)","('Love Kickstarter', 2)","('Kindness Karmifier', 2)","('VULNERABILITY / support from others', 1)","('The Nicebreaker', 1)","('The Benefisher', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Metta Motivator', 1)","('Kindness Knitter', 1)"
Compulsion KO’r,"('Self awareness / habits & behavior', 4)","('Reactions Auditor', 3)","('Urge X’r', 2)","('Urge Purger', 2)","('Urge Auditor', 2)","('Temperance Tester', 2)","(""Self Control 101'r"", 2)","('NEW PATTERN PAINTER / support groups', 2)","('Mighty Motor Cranker', 2)","('I-Can-ographer', 2)"
Confidence Caffeinator,"('I-Can-ographer', 3)","('NEW LIFE / POSSIBILITIES', 2)","('Journey Jazzer', 2)","('Inner Power Allower', 2)","('Inner Light Illuminator', 2)","('Void Avoider', 1)","('Values VIP’r', 1)","('VULNERABILITY / listen to others', 1)","('Trouble Elixir', 1)","('Thought Auditor', 1)"
Confidence Colonizer,"('I-Can-ographer', 4)","('Worthy Soul’r', 2)","('Self Esteem Elixir', 2)","('Inner Power Allower', 2)","('Wrong Righter', 1)","('Worthiness Whisperer', 1)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / reach out for help', 1)","('Urge Purger', 1)"
Conflict Connoisseur,"('Placid Reflux', 3)","('Situation Unscrewer', 2)","('Reactions Auditor', 2)","('Quarrel Quasher', 2)","('Problem Soul-ver', 2)","('Void Avoider', 1)","('VULNERABILITY / share emotions', 1)","('Trouble Elixir', 1)","('Situation Detacher', 1)","('Self Worth Surfer', 1)"
Conflict Evictor,"('Vexation Vacationer', 1)","(""Triggers 101'r"", 1)","('Trigger SOS’r', 1)","('Stress Auditor', 1)","('Self awareness / confidence to admit', 1)","('Reactions Auditor', 1)","('Quarrel Quasher', 1)","('Qualm Quitter', 1)","('Perspective Detective', 1)","('Mentality Mender', 1)"
Control Unfreaker,"('Higher Power Invoker', 2)","('VULNERABILITY / reach out for help', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Pride Puffer', 1)","('Power Shower', 1)","('Peace Pollinator', 1)","('Kindness Kickstarter', 1)","('Faith Flooder', 1)","('Ego Eavesdropper', 1)"
Controller Coaster,"('WAIT AND SWITCH / Emotions', 1)","('Torment Terminator', 1)","('Soul Controller', 1)","('Should Shover', 1)","('Serenity Simulator', 1)","('Self Esteem Engineer', 1)","('SELF HARM ALARMER / remove from situations', 1)","('Powerholic Healer', 1)","('Moody MF’r', 1)","('Mistruster Duster', 1)"
Cosmic Ray Receiver,"('Miracle Embracer', 3)","('Faith Flooder', 3)","('Almighty Alchemizer', 3)","('Thy Will Be Doner', 2)","('Infinity Infuser', 2)","('Higher Power Invoker', 2)","('Grace Moonlighter', 2)","('God Grounder', 2)","('Divine Designer', 2)","('Blessings Bather', 2)"
Courage Commander,"('Fear Flusher', 2)","('Scary Stepper', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Relationship Redeemer', 1)","('Quarrel Quasher', 1)","('Obstacle Oblivionizer', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Inner Power Allower', 1)","('I-Can-ographer', 1)","('Hurtle Hugger', 1)"
Craver Saver / Braver,"('SELF HARM / Tools', 3)","('Soul-ution Finder', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Reactions Auditor', 2)","('RELATIONSHIPS / Meetings & support', 2)","('Progress Pollinator', 2)","('Compulsion KO’r', 2)","('Behavior Savior', 2)","('Worthy Soul’r', 1)","('Whole Soul Healer', 1)"
Craverade,"('Compulsion KO’r', 2)","('Urge X’r', 1)","('Urge Auditor', 1)","(""Self Control 101'r"", 1)","('Reactions Auditor', 1)","('Placid Reflux', 1)","('Pattern Interrupter', 1)","('Pain Abstainer', 1)","('New Pattern Painter / grit & progress', 1)","('Inner Trash Trasher', 1)"
Cravings 101'r,"('Sobriety SOS’r', 2)","(""Self Control 101'r"", 2)","('SELF HARM ALARMER / avoid triggers', 2)","('WAIT AND SWITCH / Small steps', 1)","('Torment Terminator', 1)","('The Successcalator', 1)","('The De-craverizer', 1)","('The Benefisher', 1)","('Soul Proprietor', 1)","('Soul Controller', 1)"
Crisis Catapulter,"('VULNERABILITY / reach out for help', 1)","('Trigger Transformer', 1)","('The Dynamotivator', 1)","('The Debinger', 1)","('THOUGHTS / positivity', 1)","('Sabotage SOS’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Problem Doctor', 1)","('Opportunity Oompher', 1)","('Obstacle Smithereener', 1)"
Crisis Cracker,"('Challenge Ninja', 2)","('The Blocksmither', 1)","('Situation Detacher', 1)","('Reactions Auditor', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)","('Miracle Embracer', 1)","('Manic Massager', 1)","('Inner Light Illuminator', 1)","('I-Opener', 1)"
Daily Daisy Spotter,"('Gratitude Grower', 2)","('Blessings Detector', 2)","('VULNERABILITY / mistakes & learning', 1)","('Perspective Detective', 1)","('Opportunity Oompher', 1)","('Joy Sweetener', 1)","('Joy Flooder', 1)","('Journey Jazzer', 1)","('Inner Wealth Welcomer', 1)","('Inner Motor Motivator', 1)"
Damage Detective,"('VULNERABILITY / share challenges', 1)","('Self awareness / confidence to admit', 1)","('Relationship Redeemer', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('I-examiner - reactions & behavior', 1)","('I-Examiner', 1)","('Hardship Hacker', 1)","('CLOSET CONFESSOR / Inventory', 1)","('CLOSET CONFESSOR / Face truths', 1)","('CLOSET CONFESSOR / Admit addiction', 1)"
Damage Doctor,"('Relationship Dedamager', 5)","('Amender Befriender', 3)","('ADMIT / healing', 3)","('WAIT AND SWITCH / Progress', 2)","('Responsibility Rippler', 2)","('Relationship Redeemer', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('Healing #2', 2)","('CLOSET CONFESSOR / Share & support', 2)","('CLOSET CONFESSOR / Face truths', 2)"
Danger Ranger,"('The Debinger', 2)","('SELF HARM / Warnings', 2)","('SELF HARM / Self honesty & admit', 2)","('Little Hint Listener', 2)","('I-Examiner', 2)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge X’r', 1)","('Urge Auditor', 1)","('Self Awareness Awakener', 1)"
Dead End Defier ,"('Torment Terminator', 3)","('Lost Benefit Lamenter', 3)","('RAW SOUL REVEALER / costs', 2)","('Killer Kickstarter', 2)","('Grave Trigger', 2)","('Black Hole Blesser', 2)","('Bitter Truth Taster', 2)","('Addiction AMF’r', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)"
Dead End Deluder,"('The Debinger', 2)","('Rationalization Rinser', 2)","('Just One Justifier', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / support from others', 1)","('Torment Terminator', 1)","('The Wellectrifier', 1)","('The Dynamotivator', 1)","('Shamenesia', 1)","('Sabotage SOS’r', 1)"
Deep Down Diver,"('VULNERABILITY / Radical self honesty', 4)","('Inner Soul X-Rayer', 3)","('VULNERABILITY / admit', 2)","('Self awareness / confidence to admit', 2)","('Self Awareness Awakener', 2)","('SELF HARM / Self honesty & admit', 2)","('RAW SOUL REVEALER / trust others', 2)","('RAW SOUL REVEALER / costs', 2)","('Inner Eye Opener', 2)","('Demon Greeter', 2)"
Deluge Refuge,"('Sabotage SOS’r', 2)","('Urge Purger', 1)","('The Debinger', 1)","('The De-stress-calator', 1)","('SELF HARM / Tools', 1)","('Placid Reflux', 1)","('Pity Policer', 1)","('Must Buster', 1)","('Dire Extinguisher', 1)","('Crisis Catapulter', 1)"
Delusion Detector,"('Ego Eclipser', 3)","('VULNERABILITY / listen to others', 2)","('VULNERABILITY / admit', 2)","('Sabotage SOS’r', 2)","('Insanity SOS’r', 2)","('Inner Light Illuminator', 2)","('CLOSET CONFESSOR / Face truths', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / support from others', 1)"
Demon Dethroner ,"('Inner Winner', 2)","('Gremlin Greeter', 2)","('Abstainer Amazer', 2)","('Worthy Soul’r', 1)","('Torment Terminator', 1)","('The Debinger', 1)","('The De-stress-calator', 1)","('Sobriety Soulmater', 1)","('Self Esteem Engineer', 1)","('Scary Stepper', 1)"
Demon Doctor,"('VULNERABILITY / support from others', 1)","('VULNERABILITY / reach out for help', 1)","('THOUGHTS / aware & examine', 1)","('RAW SOUL REVEALER / trust others', 1)","('Pain Abstainer', 1)","('Negativity Nuker', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Just One Justifier', 1)","('Illogical Looper', 1)","('Ill Feelings Illuminator', 1)"
Demon Duper,"('Compulsion KO’r', 2)","('VULNERABILITY / mistakes & learning', 1)","('The Mindfulizer', 1)","('Pink Cloud Clinger', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Mighty Motor Cranker', 1)","('Killer Kickstarter', 1)","('Deep Down Diver', 1)","('Craver Saver / Braver', 1)","('Bitter Truth Taster', 1)"
Demon Greeter,"('Bitter Truth Taster', 3)","('SELF HARM / Self honesty & admit', 2)","('Killer Kickstarter', 2)","('I-Examiner', 2)","('Deep Down Diver', 2)","('CLOSET CONFESSOR / Face truths', 2)","('VULNERABILITY / Radical self honesty', 1)","('Trigger SOS’r', 1)","('Torment Terminator', 1)","('THOUGHTS / aware & examine', 1)"
Denial Denyer,"('CLOSET CONFESSOR / Admit addiction', 4)","('VULNERABILITY / admit', 2)","('VULNERABILITY / Radical self honesty', 2)","('Just One Justifier', 2)","('ADMIT / honesty', 2)","('ADMIT / True self & vulnerability', 2)","('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / mistakes & learning', 1)"
Depression Debater,"('VULNERABILITY / reach out for help', 1)","('Melancholy Melter', 1)","('Isolation SOS’r', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Depression Debugger,"('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / Radical self honesty', 1)","('Torment Terminator', 1)","('Tender Feelings TBH’r', 1)","('Soul Tuner', 1)","('Soul Survivor', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Melancholy Melter', 1)","('Joy Kickstarter', 1)","('Inner Soul X-Rayer', 1)"
Depression Decrypter,"('Soul Controller', 1)","(""Self Control 101'r"", 1)","('Self Awareness Awakener', 1)","('Reactions Auditor', 1)","('Placid Reflux', 1)","('Misery Minister', 1)","('Inner Power Allower', 1)","('Ill Feelings Illuminator', 1)","('Denial Denyer', 1)","('Confidence Caffeinator', 1)"
Depression Dethroner,"('Torment Terminator', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Misery Miser', 1)","('Downer Frowner', 1)","(""Cravings 101'r"", 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Depression X’r,"('WAIT AND SWITCH / Emotions', 1)","('Trigger SOS’r', 1)","('The Procrastina-shunner', 1)","('Self Unscrewer', 1)","('Self Harm Alarmer', 1)","('Lazy Zapper', 1)","('Dire Extinguisher', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Despair Doctor,"('RAW SOUL REVEALER / emotions & urges', 1)","('Melancholy Melter', 1)","('Hurt Hugger', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Desperation Disputer,"('THOUGHTS / aware & examine', 1)","('New Pattern Painter', 1)","('NeuroTuner', 1)","('Jitters Junker', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Destiny Autopiloter,"('Serenity Soulmater', 1)","('Placid Reflux', 1)","('Peace Sweetener', 1)","('""20000 Foot Viewer""', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Destiny Diviner,"('Spiritual Conquest-ador', 1)","('Sobriety Soulmater', 1)","('Peace Pollinator', 1)","('Opportunity Oompher', 1)","('Inner Freedom Forager', 1)","('Higher Power Invoker', 1)","('Gratitude Guru', 1)","('Faith Flooder', 1)","('Ever Evolving Flower', 1)","('Control Unfreaker', 1)"
Dire Extinguisher,"('The Debinger', 3)","('WAIT AND SWITCH / Emotions', 1)","('Values VIP’r', 1)","('Urge Purger', 1)","('Trigger SOS’r', 1)","('Torment Terminator', 1)","('Thy Will Be Doner', 1)","('The Blocksmither', 1)","('Self Harm Alarmer', 1)","('SELF HARM ALARMER / avoid triggers', 1)"
Disaster Blaster,"('RELATIONSHIPS / Healthy & supportive', 1)","('Qualm Quitter', 1)","('Insanity SOS’r', 1)","('I-examiner - reactions & behavior', 1)","('Frenzy Freezer', 1)","('Crisis Catapulter', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Disaster Master,"('VULNERABILITY / mistakes & learning', 1)","('Obstacle Smithereener', 1)","('Adversity Ninja', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Distract-shunner,"('The Procrastina-shunner', 2)","('Lazy Zapper', 2)","('Self awareness / habits & behavior', 1)","('SELF HARM / Tools', 1)","('Motivation Moonbeamer ', 1)","('Inner Motor Motivator', 1)","('Gripe Sniper', 1)","('Finish Line Forgetter', 1)","('COMMITMENT knitter / laziness & effort', 1)","('COMMITMENT knitter / abstinence confidence', 1)"
Distraction Assassin,"('Values VIP’r', 2)","('COMMITMENT knitter / above all else', 2)","('WAIT AND SWITCH / Progress', 1)","('The Blocksmither', 1)","('Sobriety Soulmater', 1)","('New Pattern Painter', 1)","('Monkey Mind Cleanser', 1)","('Inner Trash Trasher', 1)","('Illogical Looper', 1)","('Denial Denyer', 1)"
Divine Designer,"('Almighty Alchemizer', 3)","('Thy Will Be Doner', 2)","('Cosmic Ray Receiver', 2)","('Bliss Kisser', 2)","('Whole Soul Healer', 1)","('VULNERABILITY / listen to others', 1)","('Spiritual Conquest-ador', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Miracle Embracer', 1)","('Lapse Lessenizer', 1)"
Double Wronger,"('Relationship Dedamager', 2)","('Values VIP’r', 1)","('Responsibility Baby Stepper', 1)","('Dire Extinguisher', 1)","('Damage Doctor', 1)","('CLOSET CONFESSOR / Face truths', 1)","('ADMIT / healing', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Doubt Deserter,"('Worthy Soul’r', 1)","('Serenity Soulmater', 1)","('Inner Winner', 1)","('Inner Freedom Forager', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Downer Frowner,"('Misery Miser', 2)","('Torment Terminator', 1)","('The Depre-shunner', 1)","('The Debinger', 1)","('Soul Proprietor', 1)","('Sabotage SOS’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Negativity Ninja', 1)","('Gripe Sniper', 1)","('Depression Dethroner', 1)"
Ego Eavesdropper,"('Power Shower', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Mentality Mender', 1)","('Damage Doctor', 1)","('Control Unfreaker', 1)","('CLOSET CONFESSOR / Share & support', 1)","('Arrogance Arrestor', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Ego Eclipser,"('Pride Puffer', 3)","('Delusion Detector', 3)","('Instinct Interrogator', 2)","('Arrogance Arrestor', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / admit', 1)","('The Empathologist', 1)","('The Blessifier', 1)","('Sobriety Soulmater', 1)"
Ego Excuser,"('VULNERABILITY / give and receive', 1)","('The Deshamer', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Excuse Nuker', 1)","('Delusion Detector', 1)","('CLOSET CONFESSOR / Share & support', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Ego Puffer,"('Venom Vaporizer', 1)","('Thy Will Be Doner', 1)","('Soul Synchronizer', 1)","('Pride Puffer', 1)","('Powerholic Healer', 1)","('Moody MF’r', 1)","('Low Vibration Lifter', 1)","('Joy Kickstarter', 1)","('Faith Factory', 1)","('Anger Gangster', 1)"
Ego X’r,"('Arrogance Arrestor', 3)","('RELATIONSHIPS / Healthy & supportive', 2)","('Pride Puffer', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('The Empathologist', 1)","('Relationship Dedamager', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Metta Motivator', 1)"
Emotions Auditor,"('Little Hint Listener', 2)","('Void Avoider', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('Urge Auditor', 1)","('Trigger Trespasser', 1)","('Thought Auditor', 1)","('The De-stress-calator', 1)","('Stress Auditor', 1)","('Soul Surgeon', 1)"
Emotions Elixir,"('Feelings Flipper', 2)","('Feelings Felicitizer', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / share emotions', 1)","('Urge Auditor', 1)","('The Mindfulizer', 1)","('The Defuriator', 1)"
Emotions Emancipator,"('The Mindfulizer', 2)","('WAIT AND SWITCH / Emotions', 1)","('The Defuriator', 1)","('Soul Surgeon', 1)","('Soul Controller', 1)","('Scary Stepper', 1)","('Reactions Auditor', 1)","('Placid Reflux', 1)","('Nerve Ninja', 1)","('Inner Soul X-Rayer', 1)"
Emotions Engineer,"('WAIT AND SWITCH / Emotions', 2)","('CLOSET CONFESSOR / Share & support', 2)","('Void Avoider', 1)","('VULNERABILITY / share emotions', 1)","('The Mindfulizer', 1)","('THOUGHTS / positivity', 1)","('Stress Auditor', 1)","('Self Awareness Awakener', 1)","('Qualm Quitter', 1)","('Placid Reflux', 1)"
Emotions X-rayer,"('Feelings Felicitizer', 3)","('Void Avoider', 1)","('VULNERABILITY / mistakes & learning', 1)","('Trigger Transformer', 1)","('Trigger SOS’r', 1)","('The Dynamotivator', 1)","('Temperance Tester', 1)","('Self awareness / confidence to admit', 1)","('Reactions Auditor', 1)","('Perspective Detective', 1)"
Endorphin Flooder,"('Joy Flooder', 3)","('Joy Kickstarter', 2)","('Bliss Kisser', 2)","('Torment Terminator', 1)","('The Blessifier', 1)","('THOUGHTS / positivity', 1)","('Symbolic Stepper', 1)","('Self awareness / habits & behavior', 1)","('New Pattern Painter / confidence & awareness', 1)","('Melancholy Melter', 1)"
Ever Evolving Flower,"('Growth Gardener', 4)","('Sober Selfie', 3)","('Inner Greatness Greeter', 3)","('Baby Step Embracer', 3)","('WAIT AND SWITCH / Small steps', 2)","('The Dynamotivator', 2)","('The Blessifier', 2)","('Sobriety Soulmater', 2)","('Progress Painter', 2)","('Inner Winner', 2)"
Excrement Expector,"('Problem Primer', 3)","('Victim Vanquisher', 1)","('Troubles TBH’r', 1)","('Torment Terminator', 1)","('Temperance Tester', 1)","('Sobriety SOS’r', 1)","('Sober Selfie', 1)","(""Self Control 101'r"", 1)","('Scary Stepper', 1)","('SELF HARM / Tools', 1)"
Excuse Exterminator,"('Rationalization Rinser', 2)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / listen to others', 1)","(""Sobriety 101'r"", 1)","('Sabotage SOS’r', 1)","('Responsibility Rippler', 1)","('Rainbow Hunter', 1)","('Pink Cloud Clinger', 1)","('New Pattern Painter / grit & progress', 1)","('NEW PATTERN PAINTER / admit & amends', 1)"
Excuse Nuker,"('Rationalization Rinser', 2)","('New Pattern Painter / grit & progress', 2)","('VULNERABILITY / listen to others', 1)","('The Deshamer', 1)","('Responsibility Rippler', 1)","('Responsibility 101’r', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Inner Soul X-Rayer', 1)","('Inner Motor Motivator', 1)","('I-examiner - motivations', 1)"
Excuse X’r,"('VULNERABILITY / admit', 1)","('The Deblamer', 1)","('Self awareness / confidence to admit', 1)","('SELF HARM / Self honesty & admit', 1)","('Responsibility Rippler', 1)","('Responsibility Rebooter', 1)","('Rationalization Rinser', 1)","('Pain Abstainer', 1)","('New Pattern Painter / grit & progress', 1)","('NEW PATTERN PAINTER / admit & amends', 1)"
Faith Factory,"('Thy Will Be Doner', 1)","('Soul Synchronizer', 1)","('Powerholic Healer', 1)","('Miracle Embracer', 1)","('I-Opener', 1)","('Grace Moonlighter', 1)","('Ego Puffer', 1)","('Crisis Cracker', 1)","('Blessings Detector', 1)","('frust', 0)"
Faith Fertilizer,"('WAIT AND SWITCH / Progress', 1)","('Situation Detacher', 1)","('New Pattern Painter / confidence & awareness', 1)","('Inner Motor Motivator', 1)","('Hope Harvester', 1)","('Higher Power Invoker', 1)","('Gratitude Goosebumper', 1)","('Grace Moonlighter', 1)","('God Grounder', 1)","('COMMITMENT knitter / abstinence confidence', 1)"
Faith Flooder,"('Grace Moonlighter', 3)","('Cosmic Ray Receiver', 3)","('Thy Will Be Doner', 2)","('Higher Power Invoker', 2)","('Almighty Alchemizer', 2)","('The Wellectrifier', 1)","('The Hopenotizer', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('SELF HARM / Warnings', 1)"
Fault Vaulter,"('Blame Changer', 2)","('ADMIT / accountability', 2)","('The Flawbreaker', 1)","('Self awareness / confidence to admit', 1)","('I-Examiner', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Favorade,"('WAIT AND SWITCH / Progress', 1)","('Soul-itude ', 1)","('New Pattern Painter', 1)","('Joy Flooder', 1)","('Inner Winner', 1)","('Gratitude Flooder', 1)","('Endorphin Flooder', 1)","('Divine Designer', 1)","('Bliss Kisser', 1)","('Abstainer Amazer', 1)"
Fear Dancer,"('Trigger X’r', 1)","('Mighty Motor Cranker', 1)","('Inner Power Allower', 1)","('Abstainer Amazer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Fear FYI’r,"('VULNERABILITY / connections', 1)","('Sobriety SOS’r', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Progress Painter', 1)","('Inner Motor Motivator', 1)","('Grave Trigger', 1)","('COMMITMENT knitter / above all else', 1)","('Baby Step Embracer', 1)","('frust', 0)"
Fear Firewaller,"('VULNERABILITY / share with god', 1)","('Quarrel Quasher', 1)","('Nerve Ninja', 1)","('God Grounder', 1)","('Courage Commander', 1)","('Conflict Connoisseur', 1)","('ADMIT / Decisions & beliefs', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Fear Flusher,"('Braverade', 3)","('Courage Commander', 2)","('Self Esteem Engineer', 1)","('Scary Stepper', 1)","('Progress Pollinator', 1)","('Inner Power Allower', 1)","('Hurtle Hugger', 1)","('Ever Evolving Flower', 1)","('Deep Down Diver', 1)","('Challenge Ninja', 1)"
Fear Foxtrotter,"('Trigger Transformer', 1)","(""Self Control 101'r"", 1)","('Lapse Lessenizer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Fear Marshall,"(""Self Control 101'r"", 1)","('Scary Stepper', 1)","('Panic X’r', 1)","('Panic Mechanic', 1)","('Pain Abstainer', 1)","('New Pattern Painter / grit & progress', 1)","('God Grounder', 1)","('Cold Turkey Taster', 1)","('CLOSET CONFESSOR / Share & support', 1)","('frust', 0)"
Feelings Fantasizer,"('VULNERABILITY / share emotions', 1)","('The Dynamotivator', 1)","('Perspective Detective', 1)","('Peace Kickstarter', 1)","('Peace Flooder', 1)","('New Pattern Painter', 1)","('Killer Kickstarter', 1)","('Gratitude Grounder', 1)","('Ever Evolving Flower', 1)","('Emotions X-rayer', 1)"
Feelings Felicitizer,"('Emotions X-rayer', 3)","('Moody MF’r', 2)","('Emotions Elixir', 2)","('frust', 1)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / mistakes & learning', 1)","('Urge Auditor', 1)","('Trigger SOS’r', 1)","('The Mindfulizer', 1)","('The Aggrava-shunner', 1)"
Feelings Flipper,"('SELF HARM / Tools', 3)","('Ill Feelings Illuminator', 2)","('Emotions Elixir', 2)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Progress', 1)","('Void Avoider', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / listen to others', 1)","('Trigger Transformer', 1)","('The Mindfulizer', 1)"
Finish Line Forgetter,"('WAIT AND SWITCH / Small steps', 2)","('The Mindfulizer', 2)","('Symbolic Stepper', 2)","('Baby Step Embracer', 2)","('WAIT AND SWITCH / Progress', 1)","('The Procrastina-shunner', 1)","('Soul Tuner', 1)","('Sobriety Soulmater', 1)","('Serenity Soulmater', 1)","('Rainbow Hunter', 1)"
Forgiveness Flooder,"('The First Amender', 1)","('Responsibility 101’r', 1)","('Relationship Dedamager', 1)","('Metta Motivator', 1)","('ADMIT / healing', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Forgiveness Rusher,"('Relationship Redeemer', 2)","('Amender Befriender', 2)","('Wrong Righter', 1)","('The First Amender', 1)","('Responsibility Rippler', 1)","('Relationship Dedamager', 1)","('My Badiator', 1)","('Damage Doctor', 1)","('Courage Commander', 1)","('ADMIT / accountability', 1)"
Foul Weather Friender,"('RELATIONSHIPS / Healthy & supportive', 5)","('RELATIONSHIPS / Build connections & community', 4)","('Bad Influence Bulldozer', 3)","('Values VIP’r', 1)","('VULNERABILITY / support from others', 1)","('Pride Puffer', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Misery Miser', 1)","('Metta Motivator', 1)","('Low Vibration Lifter', 1)"
Free Will Generator,"('Soul Proprietor', 1)","('SELF HARM / Tools', 1)","('Progress Painter', 1)","('Inner Trash Trasher', 1)","(""Cravings 101'r"", 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
