,1,2,3,4,5,6,7,8,9,10
Frenzy Freezer,"('SELF HARM / Self honesty & admit', 2)","('Moody MF’r', 2)","('Insanity SOS’r', 2)","('Illogical Looper', 2)","('WAIT AND SWITCH / Small steps', 1)","('Void Avoider', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / share with god', 1)","('Urge Purger', 1)","('The Mindfulizer', 1)"
Giverade ,"('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
God Grounder,"('Almighty Alchemizer', 8)","('VULNERABILITY / share with god', 5)","('Thy Will Be Doner', 5)","('Higher Power Invoker', 4)","('VULNERABILITY / reach out for help', 2)","('Soul-vation ', 2)","('Insight Inseminator', 2)","('Gratitude Goosebumper', 2)","('Grace Moonlighter', 2)","('Cosmic Ray Receiver', 2)"
Good Will Gardener,"('VULNERABILITY / connections', 1)","('The Blessifier', 1)","('RELATIONSHIPS / Build connections & community', 1)","('New Pattern Painter', 1)","('Love Sweetener', 1)","('Kindness Karmifier', 1)","('Joy Kickstarter', 1)","('Feelings Felicitizer', 1)","('frust', 0)","('Wrong Righter', 0)"
Grace Moonlighter,"('Faith Flooder', 3)","('Bliss Kisser', 3)","('Joy Flooder', 2)","('Higher Power Invoker', 2)","('God Grounder', 2)","('Cosmic Ray Receiver', 2)","('Blessings Detector', 2)","('Wellectricity Generator', 1)","('The Benefisher', 1)","('Soul-vation ', 1)"
Gratitude Baby Stepper,"('New Pattern Painter / confidence & awareness', 1)","('Little Win Welcomer', 1)","('Growth Gardener', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Gratitude Flooder,"('Bliss Kisser', 3)","('Blessings Detector', 2)","('Worthy Soul’r', 1)","('Symbolic Stepper', 1)","('Sober Selfie', 1)","('Rainbow Hunter', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Joy Sweetener', 1)","('Joy Kickstarter', 1)","('Joy Flooder', 1)"
Gratitude Gardener,"('The Hopenotizer', 1)","('The Benefisher', 1)","('Self Esteem Elixir', 1)","('New Pattern Painter', 1)","('Missi-Un-Impossiblizer ', 1)","('I-Can-ographer', 1)","('God Grounder', 1)","('Bliss Kisser', 1)","('frust', 0)","('Wrong Righter', 0)"
Gratitude Goosebumper,"('The Blessifier', 2)","('Miracle Embracer', 2)","('God Grounder', 2)","('Ever Evolving Flower', 2)","('Thy Will Be Doner', 1)","('The Benefisher', 1)","('Soul Survivor', 1)","('Self Worth Surfer', 1)","('Self Esteem Elixir', 1)","('Pride Polisher', 1)"
Gratitude Grounder,"('VULNERABILITY / Radical self honesty', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)","('Perspective Detective', 1)","('Peace Flooder', 1)","('Lack Hacker', 1)","('Jealousy Jolter', 1)","('Feelings Fantasizer', 1)","('Ever Evolving Flower', 1)","('Blessings Detector', 1)"
Gratitude Grower,"('Symbolic Stepper', 2)","('Sobriety Soulmater', 2)","('RELATIONSHIPS / Trust & vulnerability', 2)","('Inner Wealth Welcomer', 2)","('Ever Evolving Flower', 2)","('Daily Daisy Spotter', 2)","('Blessings Bather', 2)","('Baby Step Embracer', 2)","('WAIT AND SWITCH / Small steps', 1)","('Values VIP’r', 1)"
Gratitude Guru,"('Worthy Soul’r', 1)","('VULNERABILITY / mistakes & learning', 1)","('The Mindfulizer', 1)","('The Dynamotivator', 1)","('The Blessifier', 1)","('Summer Soulstace', 1)","('Spiritual Conquest-ador', 1)","('Sobriety Soulmater', 1)","('SELF HARM / Warnings', 1)","('Joy Kickstarter', 1)"
Grave Trigger,"('Killer Kickstarter', 6)","('Torment Terminator', 2)","('Grief Greeter', 2)","('Dead End Defier ', 2)","('Addiction AMF’r', 2)","('Whole Soul Healer', 1)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('Thy Will Be Doner', 1)"
Gremlin Greeter,"('Sabotage SOS’r', 3)","('The Debinger', 2)","('SELF HARM / Warnings', 2)","('Just One Justifier', 2)","('Demon Dethroner ', 2)","('Torment Terminator', 1)","('SELF HARM / Self honesty & admit', 1)","('Courage Commander', 1)","('frust', 0)","('Wrong Righter', 0)"
Grief Greeter,"('Grave Trigger', 2)","('WAIT AND SWITCH / Small steps', 1)","('Pain Abstainer', 1)","('Motivation Moonbeamer ', 1)","('Melancholy Melter', 1)","('Killer Kickstarter', 1)","('Black Hole Blesser', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Grinch Pincher,"('VULNERABILITY / listen to others', 1)","('Moody MF’r', 1)","('Feelings Flipper', 1)","('Ego Eclipser', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Gripe Sniper,"('Venom Vaporizer', 1)","('The Procrastina-shunner', 1)","('The Depre-shunner', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Negativity Nuker', 1)","('Misery Miser', 1)","('Lazy Zapper', 1)","('Feelings Felicitizer', 1)","('Downer Frowner', 1)"
Growth Gardener,"('Ever Evolving Flower', 4)","('Sober Selfie', 3)","('Progress Pollinator', 2)","('Progress Painter', 2)","('New Pattern Painter / confidence & awareness', 2)","('Inner Winner', 2)","('Belief Superseder', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / mistakes & learning', 1)"
Guilt Refunder,"('Self Unscrewer', 1)","('SELF HARM / Self honesty & admit', 1)","('Relationship Redeemer', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Memory Rinser', 1)","('Amender Befriender', 1)","('ADMIT / accountability', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Guilt X’r,"('Pain Abstainer', 1)","('Just One Justifier', 1)","('Excuse X’r', 1)","('Demon Doctor', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Gut Gutter,"('Little Hint Listener', 2)","('Instinct Interrogator', 2)","('Worthiness Whisperer', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / confidence to admit', 1)","('Mentality Mender', 1)","('Inner Guru Guarder', 1)","('I-examiner - motivations', 1)","('Ego Eclipser', 1)","('Delusion Detector', 1)"
Hardship Hacker,"('Worthy Soul’r', 1)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share challenges', 1)","('The Empathologist', 1)","('Self awareness / confidence to admit', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RAW SOUL REVEALER / trust others', 1)","('RAW SOUL REVEALER / past mistakes', 1)","('Lost Benefit Lamenter', 1)"
Hardship Hugger,"('Problem Primer', 2)","('VULNERABILITY / Radical self honesty', 1)","('Situation Unscrewer', 1)","('Responsibility Baby Stepper', 1)","('Reactions Auditor', 1)","('Problem Soul-ver', 1)","('Opportunity Oompher', 1)","('Obstacle Oblivionizer', 1)","('Inner Power Allower', 1)","('I-Can-ographer', 1)"
Healing #2,"('Whole Soul Healer', 2)","('Damage Doctor', 2)","('WAIT AND SWITCH / Progress', 1)","('Spiritual Conquest-ador', 1)","('Relationship Redeemer', 1)","('Past #2', 1)","('Lapse Lessenizer', 1)","('Divine Designer', 1)","('Amender Befriender', 1)","('Amender Amen’r', 1)"
Higher Power Invoker,"('God Grounder', 4)","('Thy Will Be Doner', 2)","('Grace Moonlighter', 2)","('Faith Flooder', 2)","('Cosmic Ray Receiver', 2)","('Control Unfreaker', 2)","('Almighty Alchemizer', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / share with god', 1)","('VULNERABILITY / reach out for help', 1)"
Hope Harvester,"('VULNERABILITY / support from others', 2)","('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('VULNERABILITY / mistakes & learning', 1)","('Self Esteem Engineer', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / trust others', 1)","('New Pattern Painter / confidence & awareness', 1)","('NEW PATTERN PAINTER / share & learn', 1)"
Hurt Hugger,"('VULNERABILITY / share with god', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('NEW PATTERN PAINTER / support groups', 1)","('Melancholy Melter', 1)","('God Grounder', 1)","('Despair Doctor', 1)","('Almighty Alchemizer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
Hurtle Hugger,"('Wellectricity Generator', 1)","('WAIT AND SWITCH / Progress', 1)","('WAIT AND SWITCH / Emotions', 1)","('The Momentumizer ', 1)","('Spiritual Conquest-ador', 1)","('Soul Surgeon', 1)","('Progress Painter', 1)","('New Pattern Painter / grit & progress', 1)","('Inner Soul X-Rayer', 1)","('Ill Feelings Illuminator', 1)"
I-Can-ographer,"('Inner Winner', 4)","('Confidence Colonizer', 4)","('THOUGHTS / positivity', 3)","('Inner Power Allower', 3)","('Confidence Caffeinator', 3)","('Worthy Soul’r', 2)","('Urge Purger', 2)","('The Dynamotivator', 2)","('Symbolic Stepper', 2)","('Self Esteem Elixir', 2)"
I-Examiner,"('Self awareness / confidence to admit', 6)","('THOUGHTS / aware & examine', 3)","('SELF HARM / Warnings', 3)","('Mentality Mender', 3)","('CLOSET CONFESSOR / Inventory', 3)","('ADMIT / Decisions & beliefs', 3)","('Self awareness / habits & behavior', 2)","('SELF HARM / Self honesty & admit', 2)","('Rationalization Rinser', 2)","('Old Belief Butcher', 2)"
I-Opener,"('WAIT AND SWITCH / Progress', 1)","('The Blessifier', 1)","('Sobriety SOB’r', 1)","('Self awareness / confidence to admit', 1)","('Progress Painter', 1)","('Miracle Embracer', 1)","('I-Examiner', 1)","('Grace Moonlighter', 1)","('Faith Factory', 1)","('Ever Evolving Flower', 1)"
I-examiner - motivations,"('THOUGHTS / aware & examine', 3)","('Inner Soul X-Rayer', 3)","('Thought Auditor', 2)","('SELF HARM / Self honesty & admit', 2)","('Old Belief Butcher', 2)","('NEW PATTERN PAINTER / motivations', 2)","('Mentality Mender', 2)","('CLOSET CONFESSOR / Inventory', 2)","('Bitter Truth Taster', 2)","('ADMIT / Decisions & beliefs', 2)"
I-examiner - reactions & behavior,"('THOUGHTS / positivity', 3)","('Self awareness / habits & behavior', 3)","('Reactions Auditor', 3)","('Void Avoider', 2)","('Trigger Auditor', 2)","('Self awareness / confidence to admit', 2)","(""Self Control 101'r"", 2)","('Self Awareness Awakener', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('SELF HARM / Tools', 2)"
Ill Feelings Illuminator,"('WAIT AND SWITCH / Emotions', 4)","('VULNERABILITY / support from others', 2)","('Tender Feelings TBH’r', 2)","('Temperance Tester', 2)","('SELF HARM / Tools', 2)","('SELF HARM / Self honesty & admit', 2)","('Qualm Quitter', 2)","('Placid Reflux', 2)","('Feelings Flipper', 2)","('WAIT AND SWITCH / Progress', 1)"
Illogical Looper,"('THOUGHTS / aware & examine', 3)","('New Pattern Painter / grit & progress', 3)","('THOUGHTS / positivity', 2)","('SELF HARM / Self honesty & admit', 2)","('Mentality Mender', 2)","('Frenzy Freezer', 2)","('Belief Superseder', 2)","('Behavior Savior', 2)","('WAIT AND SWITCH / Small steps', 1)","('Void Avoider', 1)"
Imperfections TBH,"('Blunder Blesser', 3)","('Blemishes TBH', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / connections', 1)","('The Flawbreaker', 1)","('The Deshamer', 1)","('The Benefisher', 1)","('Tender Feelings TBH’r', 1)","('Self awareness / confidence to admit', 1)"
Indignation Ionizer ,"('Vexation Vacationer', 1)","('Quarrel Quasher', 1)","('Conflict Evictor', 1)","('Anger X’r', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Infinity Infuser,"('Cosmic Ray Receiver', 2)","('Serenity Soulmater', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Miracle Embracer', 1)","('Higher Power Invoker', 1)","('God Grounder', 1)","('Ever Evolving Flower', 1)","('Blessings Bather', 1)","('Almighty Alchemizer', 1)","('frust', 0)"
Inner Anointer,"('Soul Controller', 2)","('Self Worth Surfer', 2)","('New Pattern Painter / confidence & awareness', 2)","('Wrong Righter', 1)","('Worthy Soul’r', 1)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('Values VIP’r', 1)","('Soul Proprietor', 1)"
Inner Child Smiler,"('Joy Flooder', 3)","('Bliss Kisser', 2)","('Wellectricity Generator', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('Love Flooder', 1)","('Journey Jazzer', 1)","('Grace Moonlighter', 1)","('Endorphin Flooder', 1)","('Emotions Engineer', 1)"
Inner Eye Opener,"('Self Awareness Awakener', 2)","('Deep Down Diver', 2)","('Values VIP’r', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Auditor', 1)","('THOUGHTS / positivity', 1)","('THOUGHTS / aware & examine', 1)","('Soul Tuner', 1)","('Self awareness / confidence to admit', 1)"
Inner Forgiverizer,"('VULNERABILITY / admit', 2)","('Relationship Redeemer', 2)","('RAW SOUL REVEALER / past mistakes', 2)","('Inner Freedom Forager', 2)","('Worthiness Whisperer', 1)","('Wellectricity Generator', 1)","('VULNERABILITY / share relapse ', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / connections', 1)","('Thought Auditor', 1)"
Inner Freedom Forager,"('Trigger Transformer', 2)","('The Mindfulizer', 2)","('Soul Surgeon', 2)","('Sobriety SOS’r', 2)","('Serenity Soulmater', 2)","('Self Awareness Awakener', 2)","('Rainbow Hunter', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Inner Winner', 2)","('Inner Forgiverizer', 2)"
Inner Greatness Greeter,"('Ever Evolving Flower', 3)","('Worthy Soul’r', 2)","('Self Esteem Elixir', 2)","('WAIT AND SWITCH / Small steps', 1)","('The Mindfulizer', 1)","('The Destigmatizer', 1)","('The Blessifier', 1)","('Stigma Stigmatizer', 1)","('Shamenesia', 1)","('Self Worth Surfer', 1)"
Inner Guru Guarder,"('Belief Superseder', 2)","('Whole Soul Healer', 1)","('Void Avoider', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('THOUGHTS / aware & examine', 1)","('Situation Detacher', 1)","('Serenity Simulator', 1)","('Self Worth Surfer', 1)","('Self Esteem Engineer', 1)"
Inner I-Opener,"('Judgment Junker', 3)","('WAIT AND SWITCH / Emotions', 2)","('Soul Tuner', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / Radical self honesty', 1)","('Urge Auditor', 1)","('THOUGHTS / aware & examine', 1)","('Self Esteem Engineer', 1)","('Self Esteem Elixir', 1)"
Inner Light Illuminator,"('The Dynamotivator', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('Ever Evolving Flower', 2)","('Delusion Detector', 2)","('Confidence Caffeinator', 2)","('CLOSET CONFESSOR / Admit addiction', 2)","('Black Hole Blesser', 2)","('WAIT AND SWITCH / Progress', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / reach out for help', 1)"
Inner Motor Motivator,"('New Pattern Painter / confidence & awareness', 2)","('NEW PATTERN PAINTER / motivations', 2)","('Challenge Ninja', 2)","('Bad Habit Butcher', 2)","('Baby Step Embracer', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / mistakes & learning', 1)","('Urge X’r', 1)","('The Wellectrifier', 1)"
Inner Power Allower,"('Inner Winner', 4)","('Abstainer Amazer', 4)","('I-Can-ographer', 3)","('Self awareness / habits & behavior', 2)","('Mighty Motor Cranker', 2)","('Confidence Colonizer', 2)","('Confidence Caffeinator', 2)","('Bad Habit Butcher', 2)","('Addiction AMF’r', 2)","('Worthy Soul’r', 1)"
Inner Soul X-Rayer,"('Whole Soul Healer', 3)","('I-examiner - motivations', 3)","('Deep Down Diver', 3)","('WAIT AND SWITCH / Emotions', 2)","('THOUGHTS / aware & examine', 2)","('Soul Surgeon', 2)","('RAW SOUL REVEALER / costs', 2)","('Old Belief Butcher', 2)","('Mentality Mender', 2)","('I-Examiner', 2)"
Inner Sun Shiner,"('Worthy Soul’r', 1)","('The Dynamotivator', 1)","('Summer Soulstace', 1)","('Soul Survivor', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('New Pattern Painter', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Misery Doctor', 1)","('Memory Rinser', 1)"
Inner Trash Trasher,"('Soul Controller', 2)","('Victimhood Veto’r', 1)","('Urge X’r', 1)","('Trigger SOS’r', 1)","('Thought Auditor', 1)","('The Blocksmither', 1)","('Tender Feelings TBH’r', 1)","('Stress Auditor', 1)","('Soul Proprietor', 1)","('Situation Unscrewer', 1)"
Inner Wealth Welcomer,"('Gratitude Grower', 2)","('Worthiness Whisperer', 1)","('WAIT AND SWITCH / Small steps', 1)","('Victim Vaccinator', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Flawbreaker', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Symbolic Stepper', 1)","('Soul Synchronizer', 1)"
Inner Winner,"('Inner Power Allower', 4)","('I-Can-ographer', 4)","('Addiction AMF’r', 4)","('Abstainer Amazer', 4)","('Worthy Soul’r', 3)","('The Mindfulizer', 2)","('The Dynamotivator', 2)","('THOUGHTS / positivity', 2)","('Sober Selfie', 2)","('Self Esteem Elixir', 2)"
Insanity SOS’r,"('Bipolar Coaster', 3)","('THOUGHTS / aware & examine', 2)","('Frenzy Freezer', 2)","('Delusion Detector', 2)","('Void Avoider', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / share with god', 1)","('VULNERABILITY / admit', 1)","('Trigger Trespasser', 1)","('Trigger SOS’r', 1)"
Insight Inseminator,"('VULNERABILITY / mistakes & learning', 2)","('God Grounder', 2)","('Almighty Alchemizer', 2)","('VULNERABILITY / share with god', 1)","('VULNERABILITY / listen to others', 1)","('Thy Will Be Doner', 1)","('The Wellectrifier', 1)","('The Mindfulizer', 1)","('The Deblamer', 1)","('Soul-itude ', 1)"
Instinct Interrogator,"('Little Hint Listener', 2)","('Gut Gutter', 2)","('Ego Eclipser', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / Radical self honesty', 1)","('THOUGHTS / aware & examine', 1)","('Self awareness / confidence to admit', 1)","('Self Awareness Awakener', 1)","('RAW SOUL REVEALER / thoughts', 1)","('Pride Puffer', 1)"
Isolation SOS’r,"('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / reach out for help', 1)","('The Dynamotivator', 1)","('SELF HARM ALARMER / distance from people', 1)","('Pain Abstainer', 1)","('Melancholy Melter', 1)","('Killer Kickstarter', 1)","('Depression Debater', 1)","('Bad Influence Butcher', 1)","('frust', 0)"
Jealousy Jolter,"('Lack Hacker', 2)","('Perspective Detective', 1)","('Judgment Junker', 1)","('Inner I-Opener', 1)","('Gratitude Grounder', 1)","('Blessings Detector', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Jitters Junker,"('THOUGHTS / aware & examine', 1)","('New Pattern Painter', 1)","('NeuroTuner', 1)","('Desperation Disputer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Journey Jazzer,"('Worthy Soul’r', 3)","('Rainbow Hunter', 3)","('NEW LIFE / POSSIBILITIES', 3)","('Joy Sweetener', 3)","('The Dynamotivator', 2)","('Symbolic Stepper', 2)","('Self Esteem Engineer', 2)","('Inner Winner', 2)","('Confidence Caffeinator', 2)","('Wellectricity Generator', 1)"
Joy Flooder,"('Bliss Kisser', 5)","('Inner Child Smiler', 3)","('Endorphin Flooder', 3)","('Grace Moonlighter', 2)","('Wellectricity Generator', 1)","('Soul Tuner', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Magic Momentizer', 1)"
Joy Kickstarter,"('The Blessifier', 2)","('Symbolic Stepper', 2)","('New Pattern Painter', 2)","('Endorphin Flooder', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / mistakes & learning', 1)","('Torment Terminator', 1)","('The Mindfulizer', 1)","('Soul Tuner', 1)","('Sober Selfie', 1)"
Joy Sweetener,"('Journey Jazzer', 3)","('Worthy Soul’r', 1)","('Symbolic Stepper', 1)","('Sober Milestoner', 1)","('Self Esteem Engineer', 1)","('Self Esteem Elixir', 1)","('Self Awareness Awakener', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Progress Painter', 1)"
Judgment Jailer,"('Label Eraser', 2)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / listen to others', 1)","('The Nicebreaker', 1)","('Stigma Stigmatizer', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Metta Motivator', 1)","('Mentality Mender', 1)","('Kindness Kickstarter', 1)","('Kindness Karmifier', 1)"
Judgment Junker,"('Pride Puffer', 3)","('Inner I-Opener', 3)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Nicebreaker', 1)","('Soul Tuner', 1)","('Lack Hacker', 1)","('Label Eraser', 1)","('Kindness Karmifier', 1)","('Judgment Jailer', 1)"
Just One Justifier,"('Sabotage SOS’r', 5)","('The Debinger', 2)","('SELF HARM / Warnings', 2)","('SELF HARM / Self honesty & admit', 2)","('Gremlin Greeter', 2)","('Denial Denyer', 2)","('Dead End Deluder', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / admit', 1)","('Urge Namerizer', 1)"
Killer Kickstarter,"('Addiction AMF’r', 9)","('Grave Trigger', 6)","('Torment Terminator', 3)","('SELF HARM / Self honesty & admit', 3)","('Cold Turkey Taster', 3)","('COMMITMENT knitter / above all else', 3)","('VULNERABILITY / mistakes & learning', 2)","('The Procrastina-shunner', 2)","('The Dynamotivator', 2)","('The Debinger', 2)"
Kindness Karmifier,"('RELATIONSHIPS / Build connections & community', 2)","('Compassion Weaver', 2)","('VULNERABILITY / connections', 1)","('The Nicebreaker', 1)","('The Empathologist', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Sobriety Soulmater', 1)","('Quarrel Quasher', 1)","('Placid Reflux', 1)"
Kindness Kickstarter,"('Metta Motivator', 3)","('VULNERABILITY / support from others', 1)","('THOUGHTS / aware & examine', 1)","('Soul Synchronizer', 1)","('Self Esteem Elixir', 1)","('Self Awareness Awakener', 1)","('Relationship Redeemer', 1)","('RELATIONSHIPS / Healthy & supportive', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Judgment Jailer', 1)"
Kindness Knitter,"('Love Kickstarter', 1)","('Inner Sun Shiner', 1)","('Ego Eclipser', 1)","('Compassion Weaver', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Label Eraser,"('Stigma Stigmatizer', 3)","('Judgment Jailer', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / listen to others', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Hopenotizer', 1)","('Stigma Striker', 1)","('Soul Tuner', 1)","('Self Worth Surfer', 1)"
Label Liberator,"('The Destigmatizer', 2)","('The Empathologist', 1)","('Stigma Striker', 1)","('Shamepooper Scooper', 1)","('Self awareness / confidence to admit', 1)","('Self Esteem Engineer', 1)","('RAW SOUL REVEALER / worthiness', 1)","('Confidence Caffeinator', 1)","('frust', 0)","('Wrong Righter', 0)"
Lack Hacker,"('Jealousy Jolter', 2)","('Victim Vaccinator', 1)","('Self Esteem Elixir', 1)","('RAW SOUL REVEALER / costs', 1)","('Perspective Detective', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Lost Benefit Lamenter', 1)","('Judgment Junker', 1)","('Inner Wealth Welcomer', 1)","('Inner I-Opener', 1)"
Lapse Lessenizer,"('Worthy Soul’r', 2)","('Void Avoider', 2)","('I-Can-ographer', 2)","('Whole Soul Healer', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / Radical self honesty', 1)","('Trigger Transformer', 1)","('The Procrastina-shunner', 1)","('Spiritual Conquest-ador', 1)"
Lapse Lessonizer,"('SELF HARM / Self honesty & admit', 3)","('VULNERABILITY / mistakes & learning', 2)","('Killer Kickstarter', 2)","('WAIT AND SWITCH / Small steps', 1)","('Urge Namerizer', 1)","('The Flawbreaker', 1)","('Self Harm Alarmer', 1)","('Sabotage SOS’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Progress Pollinator', 1)"
Lazy Zapper,"('The Procrastina-shunner', 8)","('COMMITMENT knitter / laziness & effort', 4)","('Void Avoider', 2)","('NeuroTuner', 2)","('Distract-shunner', 2)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('The Successcalator', 1)","('The Momentumizer ', 1)","('The Dynamotivator', 1)"
Little Hint Listener,"('SELF HARM / Warnings', 4)","('Self Awareness Awakener', 3)","('VULNERABILITY / mistakes & learning', 2)","('VULNERABILITY / Radical self honesty', 2)","('Self awareness / habits & behavior', 2)","('Self awareness / confidence to admit', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('SELF HARM / Tools', 2)","('Instinct Interrogator', 2)","('Gut Gutter', 2)"
Little Win Welcomer,"('New Pattern Painter / confidence & awareness', 2)","('Symbolic Stepper', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)","('Self Esteem Elixir', 1)","(""Self Control 101'r"", 1)","('Joy Sweetener', 1)","('Journey Jazzer', 1)","('Inner Winner', 1)","('Growth Gardener', 1)"
Loneliness TLC’r,"('Low Vibration Lifter', 2)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / connections', 1)","('NEW PATTERN PAINTER / support groups', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Lost Benefit Lamenter,"('RAW SOUL REVEALER / costs', 3)","('Dead End Defier ', 3)","('Bitter Truth Taster', 3)","('NEW LIFE / POSSIBILITIES', 2)","('Addiction AMF’r', 2)","('Wellectricity Generator', 1)","('WAIT AND SWITCH / Small steps', 1)","('WAIT AND SWITCH / Progress', 1)","('Venom Vaporizer', 1)","('VULNERABILITY / support from others', 1)"
Love Flooder,"('RELATIONSHIPS / Healthy & supportive', 2)","('VULNERABILITY / connections', 1)","('RELATIONSHIPS / Build connections & community', 1)","('Misery Doctor', 1)","('Metta Motivator', 1)","('Lost Benefit Lamenter', 1)","('Joy Flooder', 1)","('Inner Sun Shiner', 1)","('Inner Child Smiler', 1)","('Foul Weather Friender', 1)"
